0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
"(0, 2)","(0, 15)","(0, 5)","(0, 7)","(0, 1)","(0, 12)","(0, 6)","(0, 11)","(0, 10)","(0, 4)","(1, 4)","(1, 16)","(1, 5)","(1, 7)","(1, 8)","(1, 2)","(1, 9)","(1, 10)","(1, 13)","(2, 3)","(2, 6)","(2, 16)","(2, 15)","(2, 8)","(2, 13)","(2, 14)","(2, 5)","(2, 11)","(3, 15)","(3, 9)","(3, 4)","(3, 14)","(3, 5)","(3, 10)","(3, 7)","(3, 13)","(4, 16)","(4, 10)","(4, 15)","(4, 11)","(4, 14)","(4, 13)","(4, 6)","(4, 8)","(5, 6)","(5, 7)","(5, 12)","(5, 13)","(5, 17)","(5, 14)","(5, 11)","(6, 11)","(6, 15)","(6, 14)","(6, 7)","(7, 11)","(7, 14)","(7, 17)","(7, 8)","(7, 16)","(8, 10)","(8, 11)","(8, 13)","(8, 16)","(8, 15)","(8, 12)","(8, 17)","(9, 13)","(9, 14)","(9, 16)","(9, 17)","(9, 12)","(10, 13)","(10, 17)","(10, 12)","(10, 16)","(11, 12)","(11, 17)","(11, 13)","(11, 14)","(12, 15)","(12, 13)","(13, 14)","(13, 17)","(14, 16)","(14, 17)","(14, 15)","(15, 16)","(15, 17)","(16, 17)"
259,152
3,1,2,9,4,5,10,7,13,16,14,0,6,15,8,11,17,12
8,0,10,11,1,15,2,7,4,12,13,17,3,16,5,6,14,9
9,0,1,12,5,8,10,13,3,17,14,7,2,11,16,15,4,6
13,0,10,12,11,5,4,2,1,8,17,3,16,15,9,7,6,14
14,1,13,16,9,7,4,5,2,10,8,17,11,3,12,0,6,15
16,0,1,2,4,15,7,10,8,3,6,13,14,11,5,17,12,9
17,4,14,16,11,10,15,8,13,3,7,2,1,9,12,0,6,5
0,6,1,5,2,7,4,3,13,14,11,16,8,15,10,9,12,17
0,11,1,8,7,4,13,5,2,10,15,12,17,6,14,3,16,9
0,12,4,11,15,13,8,10,6,17,14,2,3,16,5,1,7,9
0,15,1,2,4,8,16,3,6,13,14,11,10,7,12,5,9,17
1,8,0,10,11,15,2,7,4,12,13,17,3,16,5,6,14,9
1,9,12,5,0,8,10,13,3,17,14,7,2,11,15,4,16,6
1,13,0,10,12,11,5,4,2,8,17,3,16,9,15,7,6,14
1,16,0,2,4,15,7,10,3,6,8,13,14,11,5,17,12,9
2,3,4,0,6,16,15,1,8,13,14,11,5,7,10,12,9,17
