0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
"(0, 3)","(0, 4)","(0, 5)","(0, 6)","(0, 8)","(0, 9)","(0, 15)","(1, 3)","(1, 7)","(1, 12)","(2, 3)","(2, 4)","(2, 5)","(2, 6)","(2, 9)","(2, 13)","(3, 4)","(3, 5)","(3, 7)","(3, 8)","(3, 9)","(3, 11)","(3, 13)","(3, 14)","(4, 7)","(4, 10)","(5, 6)","(5, 10)","(5, 11)","(5, 12)","(5, 16)","(6, 11)","(6, 14)","(7, 8)","(7, 10)","(10, 12)","(10, 14)","(10, 15)","(10, 16)","(12, 13)","(12, 16)","(13, 15)"
141,67
0,1,3
1,2,3
2,0,3,4,5,6,9,11,14,10,15,7,13,8,12,1
10,0,4,5,15,2,3,6,9,13,7,14,11,8,12,1
11,0,3,5,6,2,14,4,9,10,15,7,13,8,12,1
14,0,3,6,2,5,11,4,9,10,15,7,13,8,12,1
0,1,3,2,4,5,6,9,7,10,12,11,14,8,15,13
0,2,3,4,5,6,9,11,14,10,15,7,13,8,12,1
1,2,3,0,4,5,6,9,7,10,12,11,14,8,15,13
3,2,0,4,5,6,9,10,11,14,7,15,8,13,12,1
3,11,0,5,6,2,14,4,9,10,15,7,13,8,12,1
3,14,0,6,2,5,11,4,9,10,15,7,13,8,12,1
3,15,0,13,7,10,4,8,5,14,12,2,6,1,9,11
4,0,1,3,7,8
4,2,0,3,5,6,9,11,14,10,15,7,13,8,12,1
5,0,2,3,4,6,9,11,14,10,15,7,13,8,12,1
5,2,0,3,4,6,9,11,14,10,15,7,13,8,12,1
6,0,4,2,3,5,9,11,14,10,15,7,13,8,12,1
6,2,4,0,3,5,9,11,14,10,15,7,13,8,12,1
6,8,0,14,3,2,5,11,4,9,10,7,15,13,12,1
6,11,4,0,2,3,5,9,14,10,15,7,13,8,12,1
6,15,0,7,3,2,5,11,14,4,8,10,13,9,12,1
7,0,3,4,8
7,1,2,3,4
7,2,3,4,0,8,5,6,9,10,11,14,15,13,12,1
8,0,1,3,7,4
8,2,3,12,0,5,1,7,13,10,4,6,9,15,14,11
9,0,1,3
9,2,0,3,4,5,6,11,14,10,15,7,13,8,12,1
9,1,3,7,10,0,4,2,5,15,14,12,8,6,13,11
9,1,3,11,6,0,2,5,12,14,4,13,10,7,15,8
11,1,3,2,5,6,12,0,14,13,10,4,9,15,7,8
12,0,5,4,10,2,3,15,7,14,13,6,9,1,8,11
12,1,0,5,3,13,15,2,10,7,4,6,9,14,8,11
12,0,5,16,4,10,2,3,15,7,14,13,6,9,1,8,11
13,2,0,3,15,4,5,6,9,11,14,10,12,7,1,8
14,1,3,8,7,10,12,4,5,13,0,2,6,15,9,11
15,0,2,13,3,4,5,6,9,12,11,14,10,1,7,8
15,8,0,2,13,3,4,5,6,9,12,11,14,10,7,1
15,10,6,0,5,14,4,3,2,13,7,11,9,12,8,1
16,0,5,2,3,4,6,9,11,14,10,15,7,13,8,12,1
16,1,12,0,5,3,13,15,2,10,7,4,6,9,14,8,11
16,2,5,0,3,4,6,9,11,14,10,15,7,13,8,12,1
16,4,10,6,5,0,2,14,3,15,9,7,11,13,8,12,1
0,3,4,1,7,8
0,3,5,7,4,8,10,2,15,14,6,9,13,11,12,1
0,3,8,1,7,4
1,3,7,2,4
3,4,2,0,5,6,9,10,11,14,7,15,8,13,12,1
3,5,2,0,4,6,9,10,11,14,7,15,8,13,12,1
3,9,2,0,4,5,6,10,11,14,7,15,8,13,12,1
3,9,7,0,4,8,2,5,6,10,11,14,15,13,12,1
3,9,11,0,5,6,2,14,4,10,7,15,8,13,12,1
3,9,14,0,6,2,5,11,4,10,7,15,8,13,12,1
3,13,2,0,15,4,5,6,9,10,12,11,14,7,1,8
3,16,5,2,0,4,6,9,10,11,14,7,15,8,13,12,1
6,0,5,11,3,2,14,4,9,10,15,7,13,8,12,1
6,5,11,10,14,3,0,2,4,7,15,9,8,13,12,1
6,16,5,0,11,3,2,14,4,9,10,15,7,13,8,12,1
6,16,5,11,10,14,3,0,2,4,7,15,9,8,13,12,1
12,5,10,9,1,3,13,0,2,4,15,7,14,6,8,11
12,5,11,4,10,0,2,3,15,7,14,6,9,13,1,8
3,4,7,11,0,8,5,6,2,10,14,9,15,13,12,1
3,8,7,11,0,4,5,6,2,10,14,9,15,13,12,1
3,8,7,13,10,4,5,14,12,15,0,2,6,1,9,11
12,5,16,10,9,1,3,13,0,2,4,15,7,14,6,8,11
12,5,16,11,4,10,0,2,3,15,7,14,6,9,13,1,8
