0,1,2,3,4,5,6,7,8,9,10,11,12,13
"(0, 1)","(0, 2)","(0, 12)","(0, 3)","(0, 11)","(1, 2)","(1, 3)","(1, 13)","(1, 4)","(1, 12)","(2, 4)","(2, 13)","(2, 10)","(2, 8)","(2, 12)","(3, 4)","(3, 5)","(3, 6)","(3, 8)","(4, 6)","(4, 7)","(4, 11)","(5, 6)","(5, 13)","(5, 9)","(5, 10)","(6, 7)","(6, 9)","(6, 12)","(7, 8)","(7, 9)","(7, 10)","(7, 11)","(8, 12)","(8, 9)","(9, 10)","(9, 11)","(10, 11)","(10, 12)","(10, 13)","(11, 13)","(12, 13)"
78,34
4,0,3,2,1,11,8,13,10,7,12,9,5,6
6,2,4,12,1,3,0,8,11,7,9,10,13,5
8,1,2,3,12,0,4,6,11,7,9,13,10,5
10,0,11,12,2,13,4,1,7,3,6,8,5,9
13,0,12,11,1,2,10,4,7,3,6,8,5,9
0,7,11,8,2,12,3,9,4,10,13,1,6,5
0,9,11,6,12,3,4,7,10,8,13,1,2,5
0,11,6,12,3,9,4,7,13,10,1,8,2,5
1,4,0,3,2,11,8,13,10,12,7,9,5,6
1,13,0,12,11,2,10,4,7,3,6,8,5,9
2,4,0,3,1,11,8,13,10,7,12,9,5,6
2,8,11,0,4,13,10,7,9,12,3,1,6,5
2,10,0,11,12,13,4,1,7,3,6,8,5,9
3,4,0,2,1,11,8,13,10,7,12,9,5,6
3,6,2,4,1,0,8,12,11,7,9,10,13,5
7,4,0,11,3,2,1,10,13,6,8,12,5,9
9,5,4,7,11,6,3,10,8,13,0,2,12,1
9,6,3,5,8,7,12,4,10,0,1,13,11,2
11,4,5,10,9,13,3,6,7,2,12,8,1,0
12,8,1,2,3,0,4,6,11,7,9,10,13,5
12,10,0,11,2,13,4,1,6,7,3,5,9,8
12,13,0,11,1,2,10,4,7,6,3,8,5,9
0,1,2,11,13,4,10,12,3,7,6,8,5,9
0,1,12
0,2,12
1,12,13,0,11,2,4,10,6,3,7,5,9,8
1,13,2,9,0,11,4,10,12,8,3,5,6,7
2,8,12,11,0,4,13,10,7,9,3,1,6,5
3,5,6,2,4,1,0,8,13,10,12,11,7,9
3,6,4,2,1,0,8,12,11,7,9,10,13,5
11,7,4,5,10,9,13,6,3,2,12,8,1,0
12,2,10,0,11,13,4,1,6,7,3,5,9,8
12,2,13,0,11,1,10,4,7,6,3,8,5,9
1,2,12,13,9,0,11,4,10,8,3,5,6,7
