0,1,2,3,4,5,6,7,8,9,10,11,12
"(0, 12)","(0, 11)","(0, 3)","(0, 9)","(0, 5)","(0, 6)","(0, 7)","(0, 8)","(0, 1)","(0, 4)","(1, 3)","(1, 5)","(1, 7)","(1, 2)","(1, 6)","(2, 5)","(2, 12)","(2, 9)","(2, 8)","(2, 3)","(2, 7)","(2, 6)","(3, 4)","(3, 5)","(3, 12)","(3, 9)","(3, 11)","(3, 10)","(4, 5)","(4, 7)","(4, 12)","(4, 6)","(4, 10)","(4, 8)","(5, 8)","(5, 9)","(5, 10)","(5, 11)","(5, 6)","(5, 7)","(5, 12)","(6, 12)","(7, 8)","(7, 9)","(7, 10)","(8, 9)","(8, 11)","(9, 10)","(9, 12)","(10, 11)","(10, 12)","(11, 12)"
218,119
2,0,5,12,9,1,8,3,7,6,4,11,10
10,2,9,12,5,7,3,0,4,1,11,6,8
0,1,2,12,3,9,5,6,7,8,10,4,11
0,4,2,12,3,9,5,6,7,8,1,10,11
0,8,3,9,5,2,4,11,10,12,7,1,6
0,9,2,12,3,5,6,7,8,1,10,4,11
0,11,1,5,3
0,12,2,3,9,5,6,7,8,1,4,10,11
1,2,0,5,12,9,8,3,7,6,4,11,10
3,2,0,5,12,9,1,8,7,6,4,11,10
3,10,2,9,12,5,7,0,4,1,11,6,8
4,10,2,3,5,7,12,6,8,9,1,0,11
5,2,0,12,9,1,8,3,7,6,4,11,10
5,10,2,9,12,7,3,0,4,1,11,6,8
6,2,0,5,12,9,1,8,3,7,4,11,10
7,2,0,5,12,9,1,8,3,6,10,4,11
7,10,3,4,1,0,5,9,2,6,12,8,11
8,2,4,5,12,3,7,6,0,9,11,10,1
9,2,1,5,0,3,7,12,6,8,4,10,11
9,10,2,12,5,7,3,0,4,1,11,6,8
11,10,2,5,12,3,8,9,7,0,4,1,6
12,2,1,0,3,6,5,9,7,8,4,10,11
12,10,2,9,5,7,3,4,0,1,6,8,11
0,1,3,4,5,7,6,9,2,10,12,8,11
0,3,4,2,12,9,5,6,7,8,1,10,11
0,3,9,4,8,10,12,5,7,2,11,1,6
0,3,11,1,5
0,3,12,2,9,5,6,7,8,1,4,10,11
0,5,1,2,12,3,9,6,7,8,10,4,11
0,5,4,2,12,3,9,6,7,8,1,10,11
0,5,8,3,9,2,4,11,10,12,7,1,6
0,5,9,2,12,3,6,7,8,1,10,4,11
0,5,11,1,3
0,5,12,2,3,9,6,7,8,1,4,10,11
0,6,1,4,3,5,7,12,2,9,10,8,11
0,6,4,3,5,12,1,2,7,9,8,10,11
0,6,12,3,5,1,4,2,7,8,9,10,11
0,7,1,4,3,5,6,9,2,10,12,8,11
0,7,4,3,1,5,9,2,10,6,8,12,11
0,7,8,3,4,1,5,9,2,10,11,6,12
0,7,9,4,8,10,12,5,3,11,2,1,6
0,8,4,3,9,5,2,11,10,12,7,1,6
1,2,3,4,5,7,6,0,12,8,9,10,11
1,5,2,0,12,9,8,3,7,6,4,11,10
1,6,2,4,3,5,7,0,12,8,9,10,11
1,7,2,4,3,5,6,0,12,8,9,10,11
3,4,10,2,5,7,12,6,8,9,1,0,11
3,5,2,0,12,9,1,8,7,6,4,11,10
3,5,10,2,9,12,7,0,4,1,11,6,8
3,9,2,4,8,10,12,5,0,7,6,11,1
3,9,10,4,8,12,5,0,7,2,11,1,6
3,11,10,4,0,5,12,8,9,7,2,1,6
3,12,2,4,5,8,7,6,9,0,11,1,10
3,12,10,2,9,5,7,4,1,0,6,8,11
4,5,10,2,3,7,12,6,8,9,1,0,11
4,7,10,3,1,0,5,9,2,6,12,11,8
4,12,0,2,3,5,7,6,8,9,1,10,11
4,12,10,2,3,5,7,6,8,9,1,0,11
5,6,2,0,12,9,1,8,3,7,4,11,10
5,7,2,0,12,9,1,8,3,6,10,4,11
5,7,10,3,4,1,0,9,2,6,12,8,11
5,8,2,6,0,4,12,3,9,7,1,11,10
5,8,11
5,9,2,1,0,3,7,12,6,8,4,10,11
5,9,10,2,12,7,3,0,4,1,11,6,8
5,11,10,2,12,3,8,9,7,0,4,1,6
5,12,2,1,0,3,6,9,7,8,4,10,11
5,12,10,2,9,7,3,4,0,1,6,8,11
6,12,2,4,5,8,3,7,0,9,11,1,10
7,8,2,4,5,12,3,6,0,10,9,11,1
7,9,2,4,8,10,12,5,0,3,6,11,1
7,9,10,4,8,12,5,0,3,11,2,1,6
8,9,0,4,10,12,5,3,7,11,2,1,6
8,9,2,4,10,12,5,0,3,7,6,11,1
8,11,0,4,10,5,12,3,9,7,2,1,6
9,12,0,2,3,5,6,7,8,1,4,10,11
9,12,2,1,5,0,3,7,6,8,4,10,11
9,12,10,2,5,7,3,4,0,1,8,6,11
11,12,0,2,5,3,8,9,6,7,1,4,10
11,12,10,2,5,3,8,9,7,4,0,1,6
0,1,3,5,10,12,11,9,7,4,2,6,8
0,3,4,5,11,12,10,8,9,2,7,1,6
0,3,5,9,11,8,10,12,2,4,7,1,6
0,3,5,12,2,9,6,7,8,1,4,10,11
0,3,12,4,2,9,5,6,7,8,1,10,11
0,5,6,4,11,12,3,10,8,9,2,1,7
0,5,6,12,3,1,4,2,7,8,9,10,11
0,5,7,4,6,1,2,3,12,9,8,10,11
0,5,7,8,3,4,1,9,2,10,11,6,12
0,5,7,9,6,4,1,2,12,3,10,8,11
0,5,8,4,6,2,12,9,1,3,7,11,10
0,6,12,4,3,5,1,2,7,9,8,10,11
0,7,8,4,3,1,5,9,2,10,11,6,12
3,4,5,10,11,12,0,8,9,2,7,6,1
3,4,12,10,2,5,7,6,8,9,1,0,11
3,5,9,2,11,8,10,12,0,4,7,6,1
3,5,9,10,11,8,12,0,2,4,7,1,6
3,5,11,10,9,0,12,8,7,4,2,1,6
3,5,12,2,8,4,0,9,11,7,6,10,1
3,5,12,10,2,9,7,4,1,0,6,8,11
3,9,12,0,4,8,10,5,7,2,11,1,6
3,9,12,2,4,8,10,5,0,7,6,11,1
3,9,12,10,4,8,5,0,7,2,11,1,6
3,11,12,0,4,10,5,8,9,7,2,1,6
3,11,12,10,4,0,5,8,9,7,2,1,6
4,5,7,8
4,5,12,0,2,3,7,6,8,9,1,10,11
4,5,12,10,2,3,7,6,8,9,1,0,11
5,7,8,2,6,4,1,0,3,12,9,10,11
5,7,9,2,6,4,1,0,12,3,10,8,11
5,8,9,0,6,2,4,12,1,3,7,10,11
5,8,9,2,6,0,4,12,3,7,1,10,11
5,9,12,0,2,3,6,7,8,1,4,10,11
5,9,12,2,1,0,3,7,6,8,4,10,11
5,9,12,10,2,7,3,4,0,1,8,6,11
5,11,12,0,2,3,8,9,6,7,1,4,10
5,11,12,10,2,3,8,9,7,4,0,1,6
7,8,9,0,4,10,12,5,3,11,2,1,6
7,8,9,2,4,10,12,5,0,3,6,11,1
