0,1,2,3,4,5,6,7,8,9,10,11,12
"(0, 7)","(0, 12)","(0, 1)","(0, 6)","(0, 3)","(0, 4)","(0, 10)","(0, 2)","(0, 5)","(0, 9)","(0, 11)","(1, 7)","(1, 2)","(1, 8)","(1, 3)","(1, 12)","(1, 5)","(1, 4)","(1, 10)","(2, 8)","(2, 9)","(2, 4)","(2, 3)","(2, 12)","(2, 11)","(2, 6)","(3, 10)","(3, 9)","(3, 4)","(3, 5)","(3, 6)","(3, 7)","(3, 12)","(4, 9)","(4, 10)","(4, 11)","(4, 5)","(4, 6)","(4, 7)","(4, 8)","(5, 12)","(5, 11)","(5, 6)","(5, 7)","(5, 9)","(5, 8)","(6, 12)","(6, 7)","(6, 8)","(6, 9)","(7, 8)","(7, 10)","(7, 11)","(7, 9)","(7, 12)","(8, 10)","(8, 9)","(8, 11)","(8, 12)","(9, 10)","(9, 11)","(9, 12)","(10, 11)","(10, 12)","(11, 12)"
592,291
8,0,2,7,1,6,10,9,11,4,12,5,3
0,6,1,12,7,5,4,8,3,2,11,10,9
0,9,1,4,3,10,2,8,12,5,7,11,6
0,11,1,5,12,4,10,8,7,2,3,9,6
1,8,0,2,7,6,10,9,11,4,12,5,3
2,8,0,7,1,6,10,9,11,4,12,5,3
4,8,0,2,7,1,6,10,9,11,12,5,3
5,8,0,2,7,1,6,10,9,11,4,12,3
6,8,1,12,7,5,0,4,3,2,11,10,9
7,8,0,2,1,6,10,9,11,4,12,5,3
9,8,1,4,3,10,2,12,5,7,0,11,6
10,8,0,2,7,1,6,9,11,4,12,5,3
11,8,1,5,12,4,10,7,2,0,3,9,6
12,8,0,2,7,1,6,10,9,11,4,5,3
0,1,5,2,12,11,4,6,3,9,8,10,7
0,1,7,2,6,8,4,3,11,9,12,5,10
0,1,10,2,3,4,9,11,12,8,5,7,6
0,2,6,1,12,7,5,4,8,3,11,10,9
0,2,9,1,4,3,10,8,12,5,7,11,6
0,2,11,3,5,12,4,10,9,7,6,1,8
0,3,6,1,12,7,5,4,8,2,11,10,9
0,3,9,1,4,10,2,8,12,5,7,11,6
0,4,6,1,12,7,5,8,3,2,11,10,9
0,4,9,1,3,10,2,8,12,5,7,6,11
0,4,11,1,5,12,10,8,7,2,3,9,6
0,5,6,2,12,11,4,3,1,9,8,10,7
0,5,9,2,12,11,4,6,3,1,8,10,7
0,5,11,3,12,4,10,9,7,2,6,1,8
0,7,6,2,1,8,4,3,11,9,12,5,10
0,7,9,2,1,6,8,4,3,11,12,5,10
0,7,11,3,5,12,4,10,9,2,1,8,6
0,10,9,2,3,4,11,12,8,1,5,7,6
0,10,11,3,5,12,4,9,7,2,1,8,6
0,12,6,1,7,5,4,8,3,2,11,9,10
0,12,9,1,4,3,10,2,8,5,7,11,6
0,12,11,1,5,4,10,8,7,2,3,9,6
1,2,8,3,7,6,10,9,4,12,5,0,11
1,4,8,0,2,7,6,10,9,11,12,5,3
1,5,8,3,2,7,6,10,9,4,12,0,11
1,7,8,3,2,6,10,9,4,12,5,0,11
1,10,8,3,2,7,6,9,4,12,5,0,11
1,12,8,0,2,7,6,10,9,11,4,5,3
2,4,8,0,7,1,6,10,9,11,12,5,3
2,6,8,3,7,1,10,9,4,12,5,0,11
2,9,8,3,7,1,6,10,4,12,5,0,11
2,11,8,3,5,12,4,10,9,7,0,1,6
2,12,8,0,7,1,6,10,9,11,4,5,3
4,5,8,0,2,7,1,6,10,9,11,12,3
4,6,8,1,12,7,5,0,3,2,11,10,9
4,7,8,0,2,1,6,10,9,11,12,5,3
4,9,8,1,3,10,2,12,5,7,0,6,11
4,10,8,0,2,7,1,6,9,11,12,5,3
4,11,8,1,5,12,10,7,2,0,3,9,6
5,6,8,3,2,7,1,10,9,4,12,0,11
5,7,8,0,2,1,6,10,9,11,4,12,3
5,9,8,3,2,7,1,6,10,4,12,0,11
5,11,8,3,12,4,10,9,7,2,0,1,6
5,12,8,0,2,7,1,6,10,9,11,4,3
6,7,8,3,2,1,10,9,4,12,5,0,11
6,9,0,1,12,7,5,4,8,3,2,10,11
6,9,8,1,12,7,5,0,4,3,2,10,11
6,12,8,1,7,5,0,4,3,2,11,9,10
7,9,8,3,2,1,6,10,4,12,5,0,11
7,10,8,0,2,1,6,9,11,4,12,5,3
7,11,8,3,5,12,4,10,9,2,0,1,6
7,12,8,0,2,1,6,10,9,11,4,5,3
9,10,8,3,2,7,1,6,4,12,5,0,11
9,11,0,1,4,3,10,2,8,12,5,7,6
9,11,8,1,4,3,10,2,12,5,7,0,6
9,12,8,1,4,3,10,2,5,7,0,11,6
10,11,8,3,5,12,4,9,7,2,0,1,6
10,12,8,0,2,7,1,6,9,11,4,5,3
11,12,8,1,5,4,10,7,2,0,3,9,6
0,1,2,4
0,1,2,12
0,1,3,5,2,12,11,4,6,9,8,10,7
0,1,3,7,2,6,8,4,11,9,12,5,10
0,1,3,10,2,4,9,11,12,8,5,6,7
0,1,4,5,2,12,11,6,3,9,8,10,7
0,1,4,7,2,6,8,3,11,9,12,5,10
0,1,4,10,2,3,9,11,12,8,5,7,6
0,1,12,5,2,11,4,6,3,9,8,10,7
0,1,12,7,2,6,8,4,3,11,9,5,10
0,1,12,10,2,3,4,9,11,8,5,7,6
0,2,3,6,1,12,7,5,4,8,11,10,9
0,2,3,9,1,4,10,8,12,5,7,11,6
0,2,4,6,1,12,7,5,8,3,11,10,9
0,2,4,9,1,3,10,8,12,5,7,6,11
0,2,4,11,8,7,12,1,6,10,5,9,3
0,2,12,6,1,7,5,4,8,3,11,9,10
0,2,12,9,1,4,3,10,8,5,7,11,6
0,2,12,11,8,7,1,6,4,10,5,9,3
0,3,4,6,1,12,7,5,8,2,11,10,9
0,3,4,9,1,10,2,8,12,5,7,11,6
0,3,5,6,2,12,11,4,1,9,8,10,7
0,3,5,9,2,12,11,4,6,1,8,10,7
0,3,7,6,2,1,8,4,11,9,12,5,10
0,3,7,9,2,1,6,8,4,11,12,5,10
0,3,10,9,2,4,11,12,8,1,5,6,7
0,3,12,6,1,7,5,4,8,2,11,9,10
0,3,12,9,1,4,10,2,8,5,7,11,6
0,4,5,6,2,12,11,3,1,9,8,10,7
0,4,5,9,2,12,11,6,3,1,8,10,7
0,4,5,11,6,12,9,8,7,2,10,1,3
0,4,7,6,2,1,8,3,11,9,12,5,10
0,4,7,9,2,1,6,8,3,11,12,5,10
0,4,7,11,3,5,12,10,9,2,1,8,6
0,4,10,9,2,3,11,12,8,1,5,7,6
0,4,10,11,6,3,9,12,8,7,5,2,1
0,5,7,1,2,12,11,4,6,3,9,8,10
0,5,7,6,2,12,11,4,3,1,9,8,10
0,5,7,9,2,12,11,4,6,3,1,8,10
0,5,7,11,3,12,4,10,9,2,6,1,8
0,5,12,6,2,11,4,3,1,9,8,7,10
0,5,12,9,2,11,4,6,3,1,8,7,10
0,5,12,11,6,4,9,8,7,2,10,3,1
0,7,10,1,2,6,8,4,3,11,9,12,5
0,7,10,9,2,1,6,8,4,3,11,12,5
0,7,10,11,3,5,12,4,9,2,1,8,6
0,7,12,6,2,1,8,4,3,11,9,5,10
0,7,12,9,2,1,6,8,4,3,11,5,10
0,7,12,11,4,5,6,10,9,1,2,8,3
0,10,12,9,2,3,4,11,8,1,5,7,6
0,10,12,11,6,3,4,9,8,7,5,2,1
1,2,3,4
1,2,3,12
1,4,5,8,6,7,0,2,3,12,11,9,10
1,4,7,8,3,2,6,10,9,12,5,0,11
1,4,10,8,6,7,0,2,3,12,5,9,11
1,5,7,8,3,2,6,10,9,4,12,0,11
1,5,12,8,6,7,0,2,3,4,11,9,10
1,7,10,8,3,2,6,9,4,12,5,0,11
1,7,12,8,4,5,6,11,0,10,9,2,3
1,10,12,8,6,7,0,2,3,5,4,9,11
2,4,6,8,7,1,9,3,12,0,11,5,10
2,4,9,8,5,1,3,12,0,11,6,7,10
2,4,11,8,7,1,9,3,12,0,6,5,10
2,6,9,0,1,12,7,5,4,8,3,10,11
2,6,9,8,3,7,1,10,4,12,5,0,11
2,6,12,8,7,1,9,4,3,0,11,5,10
2,9,11,0,3,5,12,4,10,7,6,1,8
2,9,11,8,3,5,12,4,10,7,0,1,6
2,9,12,8,5,1,4,3,0,11,6,7,10
2,11,12,8,7,1,9,4,3,0,6,5,10
3,6,9,0,1,12,7,5,4,8,2,10,11
4,5,6,8,3,2,7,1,10,9,12,0,11
4,5,7,8,0,2,1,6,10,9,11,12,3
4,5,9,8,3,2,7,1,6,10,12,0,11
4,5,11,8,6,12,9,7,2,0,10,1,3
4,6,7,8,3,2,1,10,9,12,5,0,11
4,6,9,0,1,12,7,5,8,3,2,10,11
4,6,9,8,1,12,7,5,0,3,2,10,11
4,7,9,8,3,2,1,6,10,12,5,0,11
4,7,10,8,0,2,1,6,9,11,12,5,3
4,7,11,8,3,5,12,10,9,2,0,1,6
4,9,10,8,6,3,12,7,0,1,2,5,11
4,9,11,0,1,3,10,2,8,12,5,7,6
4,9,11,8,1,3,10,2,12,5,7,0,6
4,10,11,8,6,3,9,12,7,0,5,2,1
5,6,7,8,3,2,1,10,9,4,12,0,11
5,6,9,0,2,12,11,4,3,1,8,10,7
5,6,9,8,3,2,7,1,10,4,12,0,11
5,6,12,8,4,11,0,10,9,1,2,3,7
5,7,9,8,3,2,1,6,10,4,12,0,11
5,7,11,8,3,12,4,10,9,2,0,1,6
