0,1,2,3,4,5,6,7,8,9,10,11,12,13
"(0, 1)","(0, 13)","(0, 12)","(0, 3)","(0, 4)","(0, 10)","(0, 8)","(0, 5)","(1, 2)","(1, 3)","(1, 13)","(1, 4)","(1, 12)","(1, 11)","(1, 7)","(1, 6)","(1, 10)","(2, 3)","(2, 5)","(2, 9)","(2, 10)","(2, 8)","(2, 7)","(3, 4)","(3, 5)","(3, 7)","(3, 11)","(3, 12)","(4, 6)","(4, 11)","(4, 9)","(4, 10)","(4, 13)","(4, 5)","(5, 6)","(5, 8)","(6, 7)","(6, 10)","(6, 12)","(6, 11)","(6, 13)","(6, 8)","(6, 9)","(7, 9)","(7, 8)","(7, 13)","(8, 9)","(8, 11)","(9, 12)","(9, 10)","(9, 13)","(10, 12)","(10, 13)","(11, 12)","(11, 13)","(12, 13)"
170,98
2,0,1,3,5,10,8,4,6,11,7,12,9,13
6,0,5,4,10,1,12,13,8,2,3,11,9,7
7,0,3,1,8,13,2,5,11,4,12,6,9,10
9,1,7,12,2,10,4,6,13,3,11,0,5,8
11,0,12,13,8,1,4,3,9,6,10,7,2,5
0,1,2,3,10,8,5,4,12,7,11,6,9,13
0,5,2,1,3,10,8,4,6,11,7,12,9,13
0,8,4,9,5,11,6,12,10,13,2,3,1,7
1,2,0,3,5,10,8,4,12,7,11,6,9,13
1,6,3,5,7,4,12,11,2,0,8,9,13,10
1,7,0,3,8,13,2,5,11,4,12,6,9,10
1,11,2,8,3,0,7,6,5,13,12,4,10,9
3,2,0,1,5,10,8,4,6,11,7,12,9,13
3,7,0,1,8,13,2,11,6,5,9,12,4,10
3,11,0,12,13,8,1,4,9,6,10,7,5,2
4,6,0,5,10,1,12,13,8,2,3,9,11,7
4,9,5,8,2,6,11,0,1,3,10,7,12,13
4,11,0,12,13,8,1,3,10,9,6,7,5,2
5,2,1,6,3,0,4,7,10,8,9,12,11,13
5,6,3,7,4,1,12,11,8,2,9,13,0,10
8,2,4,9,5,11,0,6,1,3,10,12,13,7
8,6,4,9,5,11,0,2,12,13,10,3,1,7
8,7,1,11,0,2,6,13,3,12,4,10,5,9
8,9,1,11,0,7,2,6,12,10,4,13,3,5
8,11,5,4,3,6,0,9,2,7,1,12,13,10
9,2,6,1,5,10,8,7,13,4,12,0,3,11
10,2,0,1,3,5,8,4,6,11,7,12,9,13
10,6,0,5,4,1,12,13,8,2,3,11,9,7
10,9,1,7,12,2,4,6,13,3,11,0,5,8
12,6,0,5,4,10,1,13,8,3,2,11,9,7
12,9,5,0,6,3,8,2,4,13,10,1,7,11
12,11,0,13,8,1,4,3,7,6,9,2,5,10
13,6,0,5,4,10,1,12,8,2,3,11,9,7
13,7,0,3,1,8,4,11,12,2,5,6,9,10
