0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
"(0, 1)","(0, 17)","(0, 3)","(0, 4)","(0, 11)","(0, 16)","(1, 3)","(1, 17)","(1, 4)","(1, 12)","(2, 4)","(2, 5)","(2, 16)","(2, 7)","(3, 4)","(3, 6)","(3, 7)","(3, 11)","(3, 9)","(4, 7)","(4, 17)","(4, 9)","(4, 16)","(4, 15)","(5, 8)","(5, 9)","(5, 10)","(6, 7)","(6, 8)","(6, 9)","(6, 10)","(6, 11)","(7, 9)","(8, 9)","(8, 10)","(8, 12)","(8, 15)","(9, 16)","(10, 12)","(10, 16)","(10, 17)","(11, 13)","(11, 16)","(12, 14)","(12, 15)","(13, 14)","(13, 15)","(13, 16)","(14, 15)","(14, 16)","(14, 17)","(15, 16)","(15, 17)","(16, 17)"
158,68
2,3,4,7
5,1,2,4,9,8,12,10,3,17,16,7,15,14,6,0,11,13
8,0,9,4,15,16,10,3,6,11,17,12,1,5,7,13,14,2
9,0,4,16,3,11,6,7,10,2,8,5,17,15,12,1,13,14
12,0,1
15,3,4
0,2,4,16,15,17,13,11,14,3,7,9,1,12,6,8,10,5
2,3,4,7,0,16,9,11,5,6,10,17,8,1,15,12,13,14
4,6,3,7,9,0,11,16,10,2,17,8,5,1,15,12,13,14
4,9,0,16,3,11,6,7,10,2,17,8,5,1,15,12,13,14
4,10,17,16
4,13,16,15,1,14,12,17,11,3,0,9,10,6,8,5,7,2
5,2,7,9,4,16,10,6,8,17,3,11,15,0,1,13,12,14
6,0,3,11
7,0,4,3
7,2,0,4,3,16,11,9,6,5,10,8,17,15,12,1,13,14
7,3,2,4
7,1,4,3,9,5,2,17,10,12,8,16,15,14,0,6,11,13
9,1,4,3,5,17,10,12,2,8,16,0,15,14,6,7,11,13
10,0,16,17,3,6,4,9,11,1,7,8,5,12,2,15,14,13
10,3,6,5,9,8,16,4,11,0,2,15,17,7,13,1,12,14
10,5,7,6,2,9,8,16,4,15,11,17,3,12,13,0,1,14
10,6,2,5,16,7,8,9,11,4,15,3,0,17,12,13,1,14
11,0,1,3
11,1,3,0,5,6,8,9,16,10,2,4,17,12,7,15,14,13
11,2,16,12,13,14,15,6,8,10,3,1,0,4,5,17,9,7
11,6,0,3
11,14,13,16,1,3,0,12,17,15,4,9,10,6,8,5,7,2
11,15,13,16,12,14,6,8,10,3,1,0,17,9,4,5,7,2
12,0,1,2,10,5,8,16,14,15,4,17,9,3,6,11,7,13
13,2,16,3,11,4,7,9,0,6,15,5,10,8,17,12,1,14
13,3,11,5,15,8,16,2,9,10,6,4,17,12,0,7,1,14
13,6,11,2,16,7,9,10,4,3,15,5,8,17,12,0,1,14
13,8,15,11,6,16,9,10,4,3,5,12,17,0,7,2,1,14
13,9,16,12,14,15,8,10,17,4,6,5,1,3,7,2,11,0
14,0,16,17,1,12,4,10,15,8,9,3,6,11,5,13,7,2
14,2,16,0,17,4,15
14,8,15,12,11,13,16,6,10,1,0,3,17,4,9,7,5,2
14,9,16,12,8,15,10,4,17,6,5,1,3,7,2,11,13,0
14,12,7,15,4,16,17,2,9,10,6,8,1,3,11,0,5,13
15,0,16,17,4,1,12,10,14,8,9,3,6,11,5,13,7,2
15,3,4,6,8,7,9,16,11,0,10,2,13,17,1,12,5,14
16,0,2,4
16,1,17,4,0
16,2,0,4
16,9,3,4,11,0,6,10,7,8,5,17,2,15,12,1,13,14
16,15,2,4
17,3,0,1,4,6,10,11,7,9,16,12,8,5,2,15,14,13
0,1,3,2,4,16,7,17,9,11,5,6,10,8,12,15,14,13
0,4,14,17,16,15,1,12,10,8,9,3,6,11,5,13,7,2
1,4,17
2,4,7,0,16,3,9,11,5,6,10,17,8,1,15,12,13,14
4,13,16,15,2,12,1,14,10,5,8,0,11,3,17,9,6,7
4,14,17,16,15,13,1,12,0,11,3,10,6,8,9,5,7,2
4,15,7,2,16,9,8,5,6,10,3,11,17,12,0,1,13,14
6,3,7,0,11,4,16,9,10,2,17,8,5,1,15,12,13,14
7,0,4,3,1,16,9,2,11,17,5,6,10,8,12,15,14,13
10,5,8,11,6,16,2,9,3,7,15,4,0,17,12,13,1,14
11,2,16,13,12,14,15,6,8,10,3,1,0,4,5,17,9,7
11,16,0,12,13,14,15,6,8,10,3,1,17,4,9,7,5,2
12,1,3
16,4,9,15,8,10,17,6,5,12,1,14,11,7,3,2,0,13
16,14,13,1,17,4,0,12,15,11,3,10,6,8,9,5,7,2
16,17,0,2,4
17,0,1,3,4
0,1,3,4,6,11,7,9,16,17,10,2,12,8,5,15,14,13
3,4,7,9,0,16,11,2,6,5,10,8,17,15,12,1,13,14
16,14,13,2,3,4,9,11,0,15,17,12,1,7,5,6,8,10
