0,1,2,3,4,5,6,7,8,9,10,11,12,13
"(0, 1)","(0, 2)","(0, 3)","(0, 4)","(0, 5)","(0, 6)","(0, 7)","(0, 8)","(0, 9)","(0, 10)","(0, 11)","(0, 12)","(0, 13)","(1, 4)","(1, 5)","(1, 6)","(1, 7)","(1, 8)","(1, 9)","(1, 11)","(1, 12)","(1, 13)","(2, 3)","(2, 6)","(2, 8)","(2, 9)","(2, 10)","(2, 11)","(2, 12)","(3, 4)","(3, 5)","(3, 7)","(3, 8)","(3, 10)","(3, 11)","(3, 12)","(3, 13)","(4, 8)","(4, 9)","(4, 10)","(4, 11)","(4, 12)","(4, 13)","(5, 6)","(5, 8)","(5, 9)","(5, 11)","(5, 12)","(6, 7)","(6, 8)","(6, 9)","(6, 12)","(6, 13)","(7, 8)","(7, 9)","(7, 10)","(7, 11)","(7, 12)","(7, 13)","(8, 9)","(8, 10)","(8, 11)","(8, 12)","(8, 13)","(9, 10)","(9, 11)","(9, 12)","(9, 13)","(10, 11)","(10, 12)","(10, 13)","(11, 12)","(11, 13)","(12, 13)"
1122,411
0,1,3,4,5,7,8,11,12,13,9,10,6,2
0,2,1,6,8,9,11,12,5,7,13,3,10,4
0,3,1,4,5,7,8,11,12,13,9,10,6,2
0,10,1,4,7,8,9,11,12,13,3,5,2,6
0,1,4,5,3,8,9,11,12,7,13,2,10,6
0,2,3,7,6,8,9,10,11,12,5,13,1,4
0,4,3,7,1,8,9,10,11,12,13,5,2,6
0,4,10,2,3,8,9,11,12,5,7,13,1,6
0,5,1,4,3,8,9,11,12,7,13,2,10,6
0,5,3,7,1,6,8,9,11,12,4,13,2,10
0,6,1,3,2,5,7,8,12,13,4,11,9,10
0,6,2,7,3,8,9,10,11,12,5,13,4,1
0,7,1,5,3,6,8,9,11,12,4,13,2,10
0,7,3,6,2,5,8,12,13,9,10,11,1,4
0,7,10,2,3,6,8,9,11,12,5,13,4,1
0,8,1,3,4,5,7,11,12,13,9,10,6,2
0,8,2,1,6,9,11,12,5,7,13,3,10,4
0,8,3,1,4,5,7,11,12,13,9,10,6,2
0,8,10,1,4,7,9,11,12,13,3,5,2,6
0,9,1,3,2,4,5,7,8,10,11,12,13,6
0,9,2,5,3,6,8,11,12,4,7,10,13,1
0,9,10,1,4,7,8,11,12,13,3,2,5,6
0,10,2,1,4,7,8,9,11,12,13,6,3,5
0,11,1,3,4,5,7,8,12,13,9,10,6,2
0,11,2,1,6,8,9,12,5,7,13,3,10,4
0,11,3,1,4,5,7,8,12,13,9,10,6,2
0,11,10,1,4,7,8,9,12,13,3,5,2,6
0,12,1,3,4,5,7,8,11,13,9,10,6,2
0,12,2,1,6,8,9,11,5,7,13,3,10,4
0,12,3,1,4,5,7,8,11,13,9,10,6,2
0,12,10,1,4,7,8,9,11,13,3,5,2,6
0,13,1,3,4,5,7,8,11,12,9,10,6,2
0,13,3,2,6,8,9,10,11,12,5,7,1,4
0,13,10,2,3,6,8,9,11,12,5,7,4,1
3,10,0,1,4,5,7,8,11,12,13,9,6,2
0,2,3,8,9,4,5,7,10,11,12,13,1,6
0,4,3,8,9,2,5,7,10,11,12,13,6,1
0,4,8,1,5,3,9,11,12,7,13,2,10,6
0,4,8,10,2,3,9,11,12,5,7,13,1,6
0,4,9,1,5,3,8,11,12,2,7,10,13,6
0,4,9,10,7,1,3,8,11,12,13,5,2,6
0,4,10,3,7,1,8,9,11,12,13,5,2,6
0,4,11,1,7,3,8,9,10,12,13,5,2,6
0,4,11,3,7,1,8,9,10,12,13,5,2,6
0,4,11,10,2,3,8,9,12,5,7,13,1,6
0,4,12,1,5,3,8,9,11,7,13,2,10,6
0,4,12,3,7,1,8,9,10,11,13,5,2,6
0,4,12,10,2,3,8,9,11,5,7,13,1,6
0,4,13,1,5,3,8,9,11,12,6,7,2,10
0,4,13,3,7,1,8,9,10,11,12,5,2,6
0,4,13,10,2,3,8,9,11,12,6,5,7,1
0,5,1,6,7,3,8,9,11,12,4,13,2,10
0,5,3,8,10,9,11,12,2,4,7,13,6,1
0,5,8,1,4,3,9,11,12,7,13,2,10,6
0,5,9,1,4,3,8,11,12,2,7,10,13,6
0,5,11,1,7,3,6,8,9,12,4,13,2,10
0,5,11,3,7,1,6,8,9,12,4,13,2,10
0,5,12,1,4,3,8,9,11,7,13,2,10,6
0,5,12,3,7,1,6,8,9,11,4,13,2,10
0,6,2,8,7,3,9,10,11,12,5,13,4,1
0,6,7,1,5,3,8,9,11,12,2,13,4,10
0,6,8,1,3,2,5,7,12,13,4,11,9,10
0,6,9,1,3,2,5,7,8,12,13,4,10,11
0,6,9,2,7,3,8,10,11,12,5,13,4,1
0,6,12,1,3,2,5,7,8,13,4,11,9,10
0,6,12,2,7,3,8,9,10,11,5,13,4,1
0,6,13,1,3,2,5,7,8,12,4,11,9,10
0,7,3,8,9,2,4,5,10,11,12,13,6,1
0,7,8,1,5,3,6,9,11,12,4,13,2,10
0,7,8,10,2,3,6,9,11,12,5,13,4,1
0,7,9,1,5,3,6,8,11,12,2,4,10,13
0,7,9,10,6,2,8,12,13,3,11,4,5,1
0,7,10,3,6,2,8,9,12,13,5,11,4,1
0,7,11,1,6,2,5,8,9,12,13,3,10,4
0,7,11,3,6,1,2,5,8,9,12,13,4,10
0,7,11,10,2,3,6,8,9,12,5,13,4,1
0,7,12,1,5,3,6,8,9,11,4,13,2,10
0,7,12,3,6,2,5,8,13,9,10,11,1,4
0,7,12,10,2,3,6,8,9,11,5,13,4,1
0,7,13,1,5,3,6,8,9,11,12,4,2,10
0,7,13,3,6,2,5,8,12,9,10,11,1,4
0,7,13,10,2,3,6,8,9,11,12,5,4,1
0,8,9,1,3,2,4,5,7,10,11,12,13,6
0,8,9,2,5,3,6,11,12,4,7,10,13,1
0,8,9,10,1,4,7,11,12,13,3,2,5,6
0,8,10,2,1,4,7,9,11,12,13,6,3,5
0,8,11,1,3,4,5,7,12,13,9,10,6,2
0,8,11,2,1,6,9,12,5,7,13,3,10,4
0,8,11,3,1,4,5,7,12,13,9,10,6,2
0,8,11,10,1,4,7,9,12,13,3,5,2,6
0,8,12,1,3,4,5,7,11,13,9,10,6,2
0,8,12,2,1,6,9,11,5,7,13,3,10,4
0,8,12,3,1,4,5,7,11,13,9,10,6,2
0,8,12,10,1,4,7,9,11,13,3,5,2,6
0,8,13,1,3,4,5,7,11,12,9,10,6,2
0,8,13,3,2,6,9,10,11,12,5,7,1,4
0,8,13,10,2,3,6,9,11,12,5,7,4,1
0,9,10,2,7,3,6,8,11,12,4,5,13,1
0,9,11,1,3,2,4,5,7,8,10,12,13,6
0,9,11,2,7,3,6,8,10,12,4,5,13,1
0,9,11,10,1,4,7,8,12,13,3,2,5,6
0,9,12,1,3,2,4,5,7,8,10,11,13,6
0,9,12,2,5,3,6,8,11,4,7,10,13,1
0,9,12,10,1,4,7,8,11,13,3,2,5,6
0,9,13,1,3,2,4,5,7,8,10,11,12,6
0,9,13,10,3,2,4,5,7,8,11,12,6,1
0,10,2,3,7,6,8,9,11,12,13,5,1,4
0,11,2,3,7,6,8,9,10,12,1,5,13,4
0,11,10,2,1,4,7,8,9,12,13,6,3,5
0,11,12,1,3,4,5,7,8,13,9,10,6,2
0,11,12,2,1,6,8,9,5,7,13,3,10,4
0,11,12,3,1,4,5,7,8,13,9,10,6,2
0,11,12,10,1,4,7,8,9,13,3,5,2,6
0,11,13,1,3,4,5,7,8,12,9,10,6,2
0,11,13,3,2,6,8,9,10,12,1,5,7,4
0,11,13,10,2,3,6,8,9,12,5,7,4,1
0,12,2,3,7,6,8,9,10,11,5,13,1,4
0,12,10,2,1,4,7,8,9,11,13,6,3,5
0,12,13,1,3,4,5,7,8,11,9,10,6,2
0,12,13,3,2,6,8,9,10,11,5,7,1,4
0,12,13,10,2,3,6,8,9,11,5,7,4,1
0,13,10,3,2,6,8,9,11,12,7,5,1,4
3,8,10,0,1,4,5,7,11,12,13,9,6,2
3,10,11,0,1,4,5,7,8,12,13,9,6,2
3,10,12,0,1,4,5,7,8,11,13,9,6,2
