0,1,2,3,4,5,6,7,8,9,10,11,12
"(0, 1)","(0, 12)","(0, 2)","(0, 11)","(0, 5)","(1, 2)","(1, 3)","(1, 12)","(2, 3)","(2, 4)","(3, 4)","(3, 5)","(3, 11)","(4, 5)","(4, 6)","(5, 6)","(6, 7)","(6, 8)","(7, 8)","(7, 9)","(8, 9)","(8, 10)","(9, 10)","(9, 11)","(10, 11)","(10, 12)"
73,35
3,0,2,1,5,11,4
4,0,5,2,3,1,11
7,1,6,5,3,4,9,11,0,2,8,10,12
8,0,9,11,10,6,5,12,7,3,4,2,1
0,2
0,9,11,8,12,10,5,6,3,7,4,2,1
0,10,12,11,8,9,5,6,7,3,4,2,1
1,3,0,2,5,11,4
1,10,12,7,0,11,9,3,5,6,2,4,8
2,3,0,1,5,11,4
2,4,0,5,3,1,11
2,6,4,5,3,0,1,11,10,8,9,7,12
2,7,4,6,5,3,0,11,9,1,10,8,12
2,8,4,6,5,3,0,11,10,9,1,12,7
5,3,2,4,0,1,11
5,4,2,3,0,1,11
5,7,6,3,4,9,11,8,0,10,12,1,2
5,8,6,3,9,11,10,4,7,0,12,1,2
6,4,1,5,3,0,2,11,10,8,9,7,12
9,3,11,8,4,6,5,10,7,0,12,1,2
9,6,8,7,5,11,0,3,10,4,12,1,2
9,7,5,8,6,11,0,3,10,12,4,1,2
10,3,11,8,4,6,5,9,7,0,12,1,2
10,6,8,5,11,0,12,3,9,7,4,1,2
10,7,9,8,5,11,0,12,3,6,4,1,2
10,8,0,11,12,9,6,5,7,3,4,2,1
11,3,2,0,1,5,4
11,7,9,6,10,8,0,5,3,4,12,1,2
11,8,10,9,6,7,0,5,3,4,12,1,2
12,8,10,0,9,11,6,5,7,3,4,1,2
0,1,12
1,2,3,0,5,11,4
5,6,4,2,3,0,1,11,10,8,9,7,12
5,7,6,4,3,9,11,8,0,10,12,2,1
5,8,6,4,3,9,11,10,7,0,12,2,1
