0,1,2,3,4,5,6,7,8,9,10,11
"(0, 1)","(0, 11)","(0, 10)","(0, 3)","(0, 4)","(0, 6)","(0, 7)","(1, 2)","(1, 11)","(1, 4)","(1, 10)","(1, 5)","(1, 9)","(1, 6)","(1, 8)","(2, 3)","(2, 4)","(2, 5)","(2, 11)","(2, 6)","(3, 4)","(3, 5)","(3, 7)","(3, 11)","(3, 8)","(3, 6)","(3, 10)","(4, 5)","(4, 6)","(4, 7)","(4, 8)","(4, 9)","(5, 6)","(5, 7)","(5, 8)","(5, 9)","(5, 10)","(6, 7)","(6, 8)","(6, 9)","(7, 8)","(7, 9)","(7, 10)","(8, 9)","(8, 10)","(8, 11)","(9, 10)","(9, 11)"
149,97
2,0,1,3,4,11,6,10,5,8,9,7
5,0,4,6,3,7,1,10,8,9,2,11
8,0,7,6,10,11,4,3,1,9,5,2
9,0,10,7,11,6,1,4,8,3,5,2
0,1,3,2,11,4,10,5,6,8,9,7
0,3,2,1,11,4,6,10,5,8,9,7
0,7,2,1,11,3,4,6,5,10,9,8
1,2,3,0,11,4,10,5,6,8,7,9
1,5,0,4,6,3,7,10,8,9,2,11
1,8,3,0,2,11,4,10,5,6,7,9
1,9,3,0,2,11,4,10,5,6,8,7
3,2,1,4,5,0,11,8,6,10,9,7
3,5,1,2,4,0,11,8,6,10,9,7
3,8,2,6,5,11,4,1,9,0,10,7
4,2,0,1,3,11,6,10,5,8,9,7
4,5,0,6,3,7,1,10,8,9,2,11
4,8,0,7,6,10,11,3,1,9,5,2
4,9,0,10,7,11,6,1,8,5,3,2
6,2,0,1,3,4,11,10,5,8,9,7
6,5,0,4,3,7,1,10,8,9,2,11
6,8,0,7,10,11,4,3,1,9,5,2
6,9,0,10,7,11,1,4,8,5,3,2
10,5,0,4,6,3,7,1,8,9,2,11
10,8,0,7,6,11,4,3,1,9,5,2
10,9,0,7,11,6,1,4,8,3,5,2
11,2,0,1,3,4,6,10,5,8,9,7
11,8,0,7,6,10,4,3,1,9,5,2
11,9,0,10,7,6,1,4,8,3,5,2
0,1,4,5,10,3,6,7,9,8,2,11
0,3,4,5,1,10,6,7,2,11,8,9
0,4,7,2,1,11,3,6,5,10,9,8
0,6,1,3,2,11,4,10,5,8,9,7
0,6,3,2,1,11,4,10,5,8,9,7
0,6,7,2,1,11,3,4,5,10,9,8
0,7,3,2,1,11,4,6,5,10,9,8
0,10,3,6,9,8,1,5,7,11,4,2
0,10,7,2,1,11,3,4,6,5,9,8
1,2,4,3,0,11,10,5,6,8,7,9
1,4,5,0,6,3,7,10,8,9,2,11
1,4,8,3,0,2,11,10,5,6,7,9
1,4,9,3,0,2,11,10,5,6,8,7
1,5,2,3,0,11,4,10,6,8,7,9
1,6,2,3,0,11,4,10,5,8,7,9
1,6,5,0,4,3,7,10,8,9,2,11
1,6,8,3,0,2,11,4,10,5,7,9
1,6,9,3,0,2,11,4,10,5,8,7
1,10,5,7,0,4,9,6,8,3,11,2
1,10,8,4,9,0,5,7,3,11,6,2
1,10,9,4,8,0,5,7,3,6,11,2
1,11,8,7,0,4,10,5,9,6,3,2
1,11,9,7,0,4,10,5,6,8,3,2
3,2,4,1,5,0,11,8,6,10,7,9
3,4,5,1,2,0,11,8,6,10,7,9
3,4,8,2,6,5,11,1,9,0,10,7
3,5,2,1,4,0,11,8,6,10,9,7
3,6,2,1,4,5,0,11,8,10,9,7
3,6,5,1,2,4,0,11,8,10,9,7
3,6,8,2,5,11,4,1,9,0,10,7
3,10,5,6,9,8,0,1,7,11,4,2
3,10,8,4,9,0,1,5,7,11,6,2
4,6,2,0,1,3,11,10,5,8,9,7
4,6,5,0,3,7,1,10,2,11,8,9
4,6,8,0,7,10,11,3,1,9,5,2
4,6,9,0,10,7,11,1,8,5,3,2
10,7,5,2,1,3,6,4,0,9,8,11
10,7,8,2,1,5,3,6,4,11,0,9
10,7,9,4,8,0,1,5,3,6,11,2
0,3,4,6,5,1,10,7,2,11,8,9
0,4,6,7,2,1,11,3,5,10,9,8
0,4,7,3,5,1,10,6,9,8,2,11
0,6,7,3,2,1,11,4,5,10,9,8
1,2,4,5,3,0,11,10,6,8,7,9
1,4,6,2,3,0,11,10,5,8,7,9
1,4,6,5,0,3,7,10,2,11,8,9
1,4,6,8,3,0,2,11,10,5,7,9
1,4,6,9,3,0,2,11,10,5,8,7
1,4,8,5,3,0,2,11,10,6,7,9
1,4,9,5,3,0,2,11,10,6,8,7
1,6,5,2,3,0,11,4,10,8,7,9
1,10,5,8,7,0,4,9,6,3,11,2
1,10,9,5,7,0,4,6,8,11,3,2
3,2,4,5,1,0,11,8,6,10,7,9
3,4,6,2,1,5,0,11,8,10,7,9
3,4,6,5,1,2,0,11,8,10,7,9
3,4,6,8,2,5,11,1,9,0,10,7
3,4,7,5,1,2,0,11,8,6,10,9
3,4,8,5,2,6,11,1,9,0,10,7
3,6,5,2,1,4,0,11,8,10,9,7
3,10,5,7,6,9,8,0,1,11,4,2
3,10,7,8,4,9,0,1,5,11,6,2
3,10,8,5,6,9,0,1,7,11,4,2
10,7,9,5,6,8,0,1,3,11,4,2
1,4,6,8,5,7,0,10,9,11,3,2
1,4,6,9,5,7,0,10,8,11,3,2
3,2,4,5,6,1,0,11,8,10,7,9
3,4,6,7,5,1,2,0,11,8,10,9
3,4,6,8,5,2,11,1,0,9,10,7
