0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
"(0, 1)","(0, 15)","(0, 9)","(0, 7)","(0, 2)","(0, 13)","(1, 7)","(1, 12)","(1, 11)","(1, 6)","(2, 4)","(2, 15)","(2, 13)","(2, 6)","(3, 4)","(3, 6)","(3, 9)","(3, 8)","(3, 7)","(4, 6)","(4, 13)","(4, 11)","(4, 17)","(4, 12)","(5, 7)","(5, 10)","(5, 12)","(5, 6)","(5, 14)","(6, 7)","(6, 17)","(6, 16)","(7, 8)","(7, 14)","(7, 12)","(7, 9)","(7, 10)","(8, 9)","(8, 10)","(8, 11)","(8, 14)","(8, 16)","(9, 11)","(10, 17)","(10, 11)","(10, 12)","(11, 12)","(11, 14)","(11, 16)","(12, 17)","(13, 15)","(14, 15)","(15, 16)","(15, 17)"
133,52
4,0,2,13
6,0,7,2,1
11,0,9,1,7,8,14,12,10,15,5,16,17,6,4,3,2,13
12,0,1,7
0,1,6,7,2
0,3,9,7,6,1,2,11,4,8,12,14,10,16,13,15,17,5
0,5,7,8,9,10,14,11,15,1,12,16,17,6,4,3,2,13
1,6,3,7
2,3,4,6,12,7,1,5,17,0,10,11,15,9,13,8,16,14
3,4,1,6,7,11,12,16,5,17,8,14,9,10,15,0,2,13
5,3,7,6,8,10,14,16,17,11,15,12,4,9,1,2,13,0
5,6,1,7,12,17,4,10,11,3,8,14,16,9,15,0,2,13
7,6,0,2,1
7,12,0,1
7,15,14,0,4,6,12,3,13,2,17,11,16,5,1,8,9,10
8,0,7,9,2,6,3,16,11,4,14,15,1,5,17,13,12,10
9,0,1,11,7,12,8,14,10,5,15,6,16,17,3,2,4,13
9,2,0,12,11,7,4,1,8,14,10,6,3,13,16,15,5,17
9,6,3,7,4,11,12,16,1,8,14,10,17,5,15,0,2,13
10,0,7,4,17,11,12,2,13,6,3,15,9,1,8,14,16,5
10,5,0,7
11,1,10,7,12,8,14,9,5,0,6,15,4,16,17,3,2,13
12,1,0,7
13,1,0,6,4,2,7,11,12,3,9,16,8,14,10,17,5,15
13,3,4,1,0,6,7,11,12,9,2,16,5,17,8,14,10,15
13,4,0,2
14,2,15,12,11,7,5,4,17,16,9,8,1,10,6,0,3,13
14,5,6,7
15,1,0,12,17,7,6,10,14,2,16,4,5,11,8,3,9,13
15,9,0,1,11,7,14,16,12,8,10,5,6,17,2,3,4,13
15,10,17,11,16,14,12,4,8,6,7,5,2,13,3,0,9,1
15,12,17,9,0,11,7,10,8,4,6,3,1,2,13,14,16,5
16,0,15,12,11,1,7,17,9,14,8,10,4,6,3,5,2,13
16,6,2,15,17,4,11,13,1,14,12,10,0,7,8,5,9,3
17,4,2,6,15,16,13,11,12,10,1,14,7,5,0,8,3,9
0,2,13,3,9,7,4,6,11,12,1,8,14,10,16,17,5,15
0,7,9,2,6,1,3,11,4,12,8,14,10,16,13,17,5,15
2,4,6,1,0,11,12,13,7,9,16,17,5,15,14,3,8,10
7,3,6,0,9,2,1,11,4,12,8,14,10,16,13,17,5,15
7,5,6,2,0,1,12,17,4,10,15,3,13,11,8,14,16,9
7,10,8,2,6,0,5,17,4,11,12,15,3,16,9,14,1,13
7,12,1
7,14,8,2,6,0,15,3,16,9,11,4,5,1,17,13,12,10
9,2,0,13,14,8,11,7,15,6,3,16,4,1,12,10,5,17
13,0,9,1,11,7,4,12,8,14,10,2,3,6,17,5,15,16
15,0,2,8,16,14,9,7,4,3,6,11,5,12,1,10,13,17
15,2,9,0,12,17,4,11,7,1,6,10,8,3,13,14,16,5
15,13,9,0,1,11,7,14,16,4,12,8,10,5,6,2,17,3
15,13,16
7,8,3,9
13,0,15,2,8,16,14,4,3,11,9,7,6,5,17,12,1,10
13,2,4,6,1,0,11,12,7,9,16,17,5,3,8,14,10,15
