0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
"(0, 6)","(0, 1)","(0, 5)","(0, 2)","(0, 3)","(1, 6)","(1, 8)","(1, 9)","(1, 2)","(1, 7)","(1, 4)","(1, 13)","(1, 14)","(2, 9)","(2, 7)","(2, 11)","(2, 3)","(2, 4)","(2, 5)","(2, 8)","(2, 14)","(3, 11)","(3, 12)","(3, 13)","(3, 4)","(3, 8)","(3, 5)","(4, 14)","(4, 11)","(4, 12)","(4, 9)","(4, 10)","(4, 5)","(5, 13)","(5, 10)","(5, 14)","(5, 6)","(5, 7)","(5, 11)","(6, 14)","(6, 7)","(6, 12)","(6, 13)","(7, 14)","(7, 13)","(7, 9)","(7, 10)","(8, 14)","(8, 11)","(8, 13)","(8, 12)","(9, 14)","(9, 10)","(10, 12)","(10, 13)","(11, 12)","(11, 13)","(12, 13)","(12, 14)","(13, 14)"
120,76
4,0,2,3,1,5,13,8,6,7,14,12,11,10,9
7,0,2,6,1,5,14,4,13,9,10,3,12,11,8
8,0,1,2,3,4,13,14,11,12,5,10,6,7,9
9,0,2,1
11,0,3,2,5
12,2,3,4,11,14,8,13,5,1,7,10,6,0,9
13,0,5,3,1,6,14,2,4,7,8,12,11,10,9
14,0,5,6,2,1,13,4,7,3,11,8,12,10,9
0,3,1,13,2,4,8,5,6,14,7,11,12,10,9
0,5,1,13,14,2,4,6,7,3,11,8,12,10,9
1,4,0,2,3,5,13,8,14,6,7,12,11,10,9
1,7,0,2,6,5,14,13,4,3,11,8,12,10,9
1,8,0,2,3,13,4,5,6,14,7,11,12,10,9
1,9,0,2
1,13,5,0,6,2,7,4,14,3,12,11,8,9,10
1,14,0,5,6,2,13,4,7,3,11,8,12,10,9
2,4,0,3,1,5,13,8,6,7,14,11,12,10,9
2,7,0,6,1,5,14,4,13,9,10,3,12,11,8
2,8,0,1,3,4,13,14,11,12,5,10,7,6,9
2,9,0,1
2,11,0,3,5
2,14,0,5,6,1,13,4,7,3,11,8,12,10,9
3,4,1,13,2,0,8,5,12,14,11,10,7,6,9
3,8,1,13,2,4,0,5,14,7,11,12,10,6,9
3,9,2,4,10,12,13,5,7,14,11,8,6,1,0
3,11,0,2,5
3,12,2,4,11,14,8,1,13,5,0,6,7,10,9
3,13,4,5,12,14,11,1,10,6,0,2,7,8,9
5,4,1,13,0,14,2,6,7,3,12,11,10,8,9
5,7,1,13,0,14,2,4,6,3,11,8,12,10,9
5,11,0,3,2
5,13,2,3,14,7,11,1,8,12,4,0,6,10,9
5,14,1,13,0,2,4,6,7,3,11,8,12,10,9
6,7,0,2,1,5,14,4,13,12,9,10,3,11,8
6,12,11,5,13,10,14,4,3,7,9,8,2,1,0
6,13,0,5,3,1,14,2,4,7,12,8,11,10,9
6,14,0,5,2,1,13,4,7,3,11,8,12,10,9
10,4,3,5,12,13,14,6,11,1,7,9,8,2,0
0,1,2,8,3,13,4,5,6,14,7,11,12,10,9
0,2,3,4,1,5,8,13,6,7,14,11,12,10,9
0,2,5,1,13,14,4,6,7,3,11,8,12,10,9
1,2,4,8,14,11,12,3,5,13,6,0,7,10,9
1,2,7,8,14,13,5,3,11,0,4,6,12,9,10
1,2,8,7,14,13,5,3,11,0,4,6,12,9,10
1,2,14,3,0,8,4,13,5,12,6,11,10,7,9
1,6,7,8,14,12,13,2,4,10,3,11,5,0,9
1,6,13,5,0,2,7,4,14,3,11,8,9,10,12
1,6,14,5,0,2,7,4,13,3,11,8,9,10,12
2,3,4,1,13,0,8,5,14,7,11,12,10,6,9
2,3,8,10,9,7,4,5,12,13,1,14,6,11,0
2,5,4,1,13,0,14,6,7,3,11,8,12,10,9
2,5,7,13,1,11,3,8,14,0,6,4,12,9,10
2,5,11,0,3
2,5,14,3,4,8,13,12,11,1,10,7,6,0,9
3,5,0,1,13,2,4,8,14,6,7,11,12,10,9
3,5,4,1,13,2,0,8,14,6,7,12,11,10,9
3,5,11,0,2
3,5,13,10,12,4,11,6,14,1,2,8,0,7,9
3,12,4,10,13,5,14,11,1,6,8,2,7,9,0
5,6,7,12,13,10,14,4,3,11,1,9,8,2,0
5,6,13,4,1,14,12,3,11,10,0,2,7,8,9
5,6,14,4,1,12,0,2,7,13,8,3,11,10,9
5,10,7,12,13,14,4,3,6,11,1,9,8,2,0
5,10,13,6,12,7,3,4,11,14,0,2,8,1,9
6,12,13,11,5,10,14,4,3,7,9,8,2,1,0
0,2,3,5,10,9,7,4,12,13,1,14,6,11,8
1,2,4,9,13,7,11,3,5,8,14,12,10,6,0
1,2,7,9,13,11,3,5,8,14,10,4,12,0,6
1,2,9,14,3,0,8,4,13,5,12,6,11,10,7
1,2,14,4,8,11,12,3,13,5,6,0,7,10,9
1,6,13,7,12,8,4,14,10,2,11,3,5,9,0
1,6,14,7,8,12,13,2,4,10,3,11,5,0,9
2,3,4,5,10,9,7,12,13,14,1,6,11,8,0
2,3,11,4,1,13,0,8,5,14,7,12,10,6,9
5,6,7,13,12,10,14,4,3,11,9,8,2,1,0
5,6,14,7,12,13,10,4,3,11,1,9,2,0,8
