0,1,2,3,4,5,6,7,8,9
"(0, 6)","(0, 7)","(0, 5)","(0, 3)","(0, 4)","(1, 3)","(1, 9)","(1, 7)","(1, 5)","(1, 8)","(2, 5)","(2, 3)","(2, 6)","(3, 6)","(4, 5)","(5, 7)","(5, 8)","(6, 9)","(7, 9)","(8, 9)"
56,21
0,2,6,5,3,1,7,9,8
1,2,3,5,0,7,6,9,8
2,1,5,3,0,6,7,9,8
0,1,7,5,3,2,6,9,8
1,3,5,2,0,6,7,9,8
2,3,5,1,0,7,6,9,8
3,4,0,5,1,2,7,6,9,8
3,8,1,5,2,0,6,7,9
3,9,1,6,7,0,5,2,8
4,0,2,5,6,3,1,7,9,8
4,1,5,7,0,3,2,6,9,8
4,2,5,7,0,6,3,9,1,8
6,0,2,5,3,1,9,7,8
6,2,1,3,9,5,0,7,8
7,0,4,5
7,1,3,0,5,2,6,9,8
8,1,2,5,3,0,7,6,9
9,1,2,6,3,5,0,7,8
4,5,0,6,2,3,1,7,9,8
5,1,7,6,2,0,3,9,8
9,6,8,0,7,5,1,2,3
