0,1,2,3,4,5,6,7,8,9,10,11,12,13
"(0, 6)","(0, 8)","(0, 11)","(0, 4)","(1, 13)","(1, 11)","(1, 6)","(1, 3)","(2, 4)","(2, 7)","(2, 9)","(2, 11)","(3, 11)","(4, 11)","(4, 13)","(4, 12)","(5, 9)","(5, 6)","(5, 11)","(6, 8)","(7, 13)","(7, 12)","(7, 9)","(7, 10)","(8, 9)","(10, 11)","(11, 13)","(12, 13)"
113,25
7,0,2,4,13,12,11,10,9,8,1,6,5
0,2,11,4,5,6,9,8,1,13,7,12,10
3,9,11,2,5,1,6,8,7,13,0,4,10,12
4,7,2,13,12,11,10,0,9,8,5,6,1
4,8,0,5,11,6,9,1,2,13,7,12,10
4,9,2,3,11,5
7,1,13,0,2,4,12,11,10,9,8,6,5
8,0,2,9,11,4,5,6,1,13,7,12,10
8,2,9,6,4,0,11,5,1,13,7,12,10
9,5,1,6,8,11,2,7,13,0,4,10,12
9,7,1,5,6,8,11,2,13,0,4,10,12
11,8,0,2,9,4,5,6,1,13,7,10,12
12,0,4,10,7,11,2,13,9,8,1,6,5
12,1,13,0,4,11,6,5,9,7,8,2,10
12,3,13,11,4,1,0,6,5,9,7,2,8,10
13,3,11,1,2,7,4,10,12
13,4,10,11,7,2,12
0,1,6,11,5,3,2,4,8,9,13,7,12,10
1,2,11,3,0,6,4,8,9,5,13,7,10,12
1,4,13,11,12,0,6,5,9,7,8,2,10
4,5,11,10,1,13,6,7,0,2,12,9,8
6,0,8,2,9,5,11,1,4,7,13,12,10
9,7,2,1,5,6,8,11,13,0,4,10,12
9,8,7,1,5,6,11,2,13,0,4,10,12
11,5,13,2,9,7,4,10,12
