0,1,2,3,4,5,6,7,8,9,10,11,12,13
"(0, 13)","(0, 4)","(0, 6)","(0, 3)","(0, 7)","(1, 13)","(1, 11)","(1, 6)","(1, 2)","(1, 5)","(2, 12)","(2, 5)","(2, 7)","(2, 8)","(3, 5)","(3, 11)","(4, 5)","(4, 6)","(6, 10)","(6, 8)","(6, 12)","(7, 9)","(8, 12)","(8, 11)","(9, 10)","(10, 11)","(10, 12)","(11, 12)"
104,41
0,2,7,1,13,6,8,12,11,3,10,9,5,4
0,3,1,13,6,5,11,4,10,8,12,2,7,9
0,4,1,13,6,5,3,11,10,12,8,2,7,9
0,5,4,3,1,13,6,11,10,8,12,2,7,9
1,2,4,6,5,8,12,11,10,3,0,13,7,9
1,5,0,13,6,4,3,11,10,12,8,2,7,9
6,3,0,5,4,1,11,13,10,12,8,2,7,9
6,7,0,2,1,8,12,13,11,10,9,3,5,4
7,0,1,2,13,6,12,8,11,10,9,3,5,4
7,1,2,4,0,6,5,13,3,8,12,11,10,9
8,0,6,3,11,10,12,1,2,13,5,7,4,9
8,2,0,6,7,1,12,11,13,3,10,9,5,4
9,0,7,1,10,11,6,2,13,12,3,8,5,4
10,0,6,3,11,12,1,8,2,13,5,7,4,9
10,2,12,0,6,7,1,8,9,11,13,3,5,4
11,1,0,3,13,6,5,10,8,12,4,2,7,9
12,0,6,3,11,10,1,8,2,13,5,7,4,9
12,2,0,6,7,1,8,11,13,3,10,9,5,4
13,2,1,4,0,5,6,7,3,8,12,11,10,9
13,3,0,6,1,11,5,10,12,8,4,2,7,9
13,4,0,6,1,5,3,11,10,12,8,2,7,9
13,5,1,0,4,3,6,11,10,12,8,2,7,9
13,7,0,2,1,6,8,12,11,10,9,3,5,4
0,6,4,5,3,1,11,13,10,12,8,2,7,9
0,6,9,7,10,3,11,12,1,8,2,13,5,4
1,2,5,6,12,8,4,11,3,10,0,13,7,9
6,4,7,0,8,2,12,1,5,11,13,3,10,9
7,2,8,4,0,5,6,3,1,12,11,13,10,9
7,2,12,4,0,5,6,3,1,8,11,13,10,9
8,0,6,4,11,3,1,10,12,5,2,13,7,9
10,0,6,4,5,11,1,3,12,2,8,13,7,9
11,3,8,10,12,6,1,0,5,2,13,4,7,9
11,3,10,9,0,7,6,2,12,8,1,5,13,4
11,3,12,7,10,9,2,1,8,0,6,5,13,4
12,0,6,4,7,2,8,1,5,11,13,3,10,9
6,4,8,12
6,4,10,12
6,8,12,0,3,11,10,1,2,13,5,7,4,9
6,10,12,0,3,11,1,8,2,13,5,7,4,9
7,2,5,8,11,12,1,0,3,9,10,6,13,4
7,2,5,12,6,0,8,1,4,3,13,11,10,9
