0,1,2,3,4,5,6,7,8,9,10,11,12
"(0, 12)","(0, 6)","(0, 8)","(0, 5)","(0, 1)","(0, 3)","(0, 2)","(0, 4)","(1, 12)","(1, 10)","(1, 8)","(1, 7)","(1, 6)","(1, 2)","(1, 9)","(1, 4)","(1, 3)","(2, 4)","(2, 12)","(2, 6)","(2, 7)","(2, 9)","(2, 10)","(2, 8)","(3, 9)","(3, 4)","(3, 11)","(3, 8)","(4, 6)","(4, 5)","(4, 11)","(4, 12)","(5, 6)","(5, 11)","(5, 7)","(5, 8)","(5, 12)","(6, 9)","(6, 10)","(6, 12)","(7, 8)","(7, 10)","(7, 11)","(7, 12)","(7, 9)","(8, 9)","(8, 10)","(8, 11)","(9, 10)","(9, 12)","(10, 12)","(11, 12)"
187,95
7,0,8,2,1,12,5,9,10,11,4,6,3
9,0,8,6,3,2,1,12,5,10,7,11,4
10,0,12,6,1,2,8,7,5,11,9,4,3
11,2,7,4,8,12,1,5,3,0,9,10,6
0,5,3,11,4,8,12,2,1,9,10,7,6
1,7,0,8,2,12,5,9,10,11,4,6,3
1,9,0,8,6,3,2,12,5,10,7,11,4
1,10,0,12,6,2,8,7,5,11,9,4,3
2,7,0,8,1,12,5,9,10,11,6,4,3
2,9,0,8,6,3,1,12,5,10,7,11,4
2,10,0,12,6,1,8,7,5,11,9,4,3
3,9,0,8,6,2,1,12,5,10,7,11,4
3,11,2,9,4,0,1,8,7,12,6,5,10
4,11,2,7,8,12,1,5,0,3,9,10,6
5,7,6,10,2,1,12,9,8,4,0,11,3
5,11,3,4,0,8,2,1,12,6,7,9,10
6,9,0,8,3,2,1,12,5,10,7,11,4
6,10,0,12,1,2,8,7,5,11,9,4,3
8,7,0,2,1,12,5,4,6,10,11,9,3
8,9,0,6,3,2,1,12,5,10,4,11,7
8,10,0,12,6,1,2,7,5,11,9,4,3
8,11,2,7,4,12,1,5,3,0,10,9,6
12,7,0,8,2,1,5,9,10,11,4,6,3
12,9,0,8,6,3,2,1,7,5,10,11,4
12,10,0,6,1,2,8,5,9,7,11,4,3
12,11,3,0,1,4,9,8,5,6,2,7,10
0,1,2,3,4,9,8,6,12,5,11,10,7
0,1,3,2,9,4,8,6,12,5,11,10,7
0,2,8
0,3,4
0,3,8
0,4,5,3,11,8,12,1,2,9,10,7,6
0,6,5,3,4,9,1,11,8,2,12,7,10
0,12,5,3,1,4,11,9,8,7,6,2,10
1,2,7,6,10,12,5,9,8,4,0,11,3
1,2,9,5,12,8,7,6,0,4,10,11,3
1,2,10,3,4,9,8,0,6,12,5,11,7
1,3,4
1,3,9,7,11,8,4,12,2,6,5,0,10
1,6,9,0,8,3,2,12,5,10,7,11,4
1,6,10,0,12,2,8,7,5,11,9,4,3
1,8,7,0,2,12,5,4,6,10,11,9,3
1,8,9,0,6,3,2,12,5,10,4,11,7
1,8,10,0,12,6,2,7,5,11,9,4,3
1,12,7,0,8,2,5,9,10,11,4,6,3
1,12,9,0,8,6,3,2,7,5,10,11,4
1,12,10,0,6,2,8,5,9,7,11,4,3
2,6,9,0,8,3,1,12,5,10,7,11,4
2,6,10,0,12,1,8,7,5,11,9,4,3
2,8,7,0,1,12,5,6,4,10,11,9,3
2,8,9,0,6,3,1,12,5,10,4,11,7
2,8,10,0,12,6,1,7,5,11,9,4,3
2,12,7,0,8,1,5,9,10,11,6,4,3
2,12,9,0,8,6,3,1,7,5,10,11,4
2,12,10,0,6,1,8,5,9,7,11,4,3
3,8,9,0,6,2,1,12,4,5,10,11,7
4,5,11,3,0,8,12,1,2,9,10,7,6
4,12,11,3,0,1,9,8,5,6,2,7,10
5,7,8,10,6,12,9,2,1,0,11,3,4
5,8,11,6,9,1,0,2,10,4,12,7,3
5,12,7,10,6,8,9,2,1,0,11,3,4
5,12,11,3,4,0,8,1,9,2,6,7,10
6,12,9,0,8,3,2,1,5,10,7,11,4
6,12,10,0,1,2,8,9,5,7,11,3,4
0,1,2,4,5,12,8,7,6,10,11,9,3
0,1,6,2,3,4,9,8,12,5,11,10,7
0,1,12,2,3,4,11,9,8,6,5,7,10
0,4,5,6,11,12,8,3,10,1,2,7,9
0,4,12,5,3,1,11,9,8,7,6,2,10
0,6,12,5,3,4,9,1,11,8,2,7,10
1,2,6,9,8,5,10,0,4,7,12,3,11
1,2,6,10,3,4,9,8,0,12,5,11,7
1,2,7,8,6,10,12,5,9,0,11,4,3
1,2,8,9,6,0,5,10,12,3,4,7,11
1,2,8,10,6,9,0,5,3,12,7,4,11
1,2,12,7,8,0,10,5,11,9,6,3,4
1,2,12,9,5,8,7,6,0,4,10,11,3
1,2,12,10,3,4,9,8,0,11,6,5,7
1,3,8,9,7,11,4,12,2,5,0,6,10
1,6,12,9,0,8,3,2,5,10,7,11,4
1,6,12,10,0,2,8,9,5,7,11,3,4
2,6,12,9,0,8,3,1,5,10,7,11,4
2,6,12,10,0,1,8,9,5,7,11,3,4
4,5,12,11,3,0,8,1,9,6,2,7,10
0,1,2,4,6,11,12,8,5,3,7,10,9
0,1,4,6,12
0,1,4,12,2,5,8,7,6,11,3,9,10
0,1,6,12,2,3,4,9,11,8,5,7,10
0,2,4,6,12
1,2,6,9,10,11,12,8,7,4,3,5,0
1,2,6,12,9,8,5,10,0,7,11,4,3
1,2,6,12,10,3,4,9,8,0,11,5,7
1,2,7,8,9,6,10,12,5,0,11,4,3
1,2,8,10,7,6,9,0,5,12,3,4,11
1,2,12,7,9,8,0,10,5,11,6,3,4
