0,1,2,3,4,5,6,7,8,9,10,11
"(0, 11)","(0, 2)","(0, 10)","(0, 3)","(0, 9)","(0, 8)","(1, 2)","(1, 3)","(1, 11)","(1, 10)","(1, 7)","(2, 3)","(2, 4)","(2, 10)","(3, 4)","(3, 5)","(3, 6)","(4, 7)","(4, 8)","(4, 11)","(5, 7)","(5, 8)","(5, 10)","(5, 9)","(5, 6)","(6, 7)","(6, 8)","(6, 11)","(7, 8)","(7, 9)","(7, 11)","(8, 9)","(8, 10)","(8, 11)","(9, 11)","(10, 11)"
91,50
0,1,11,2,10,3,4,6,5,8,7,9
1,0,2,3,11,10,4,6,5,7,8,9
4,1,3,2,7,11,5,6,0,10,8,9
5,2,3,10,1,0,7,11,9,8,4,6
6,1,7,3,11,5,4,0,10,8,9,2
0,2,1,11,10,3,4,6,5,8,7,9
1,2,0,3,11,10,4,6,5,7,8,9
2,4,1,3,7,11,5,6,0,10,8,9
3,0,1,11,2,10,4,6,5,8,7,9
3,1,0,2,11,10,4,6,5,7,8,9
3,4,1,2,7,11,0,10,6,5,8,9
3,5,4,7,8,6,1,0,11,10,2,9
3,6,1,7,11,5,4,0,10,8,9,2
7,1,8,11,10,5,3,9,6,4,0,2
7,4,6,3,8,11,1,5,0,2,10,9
7,5,4,3,8,1,6,0,10,2,11,9
7,6,4,8,3,11,5,0,1,10,9,2
8,0,6,11,3,1,4,5,10,7,2,9
8,4,6,3,7,11,5,0,1,10,9,2
8,5,4,3,7,0,6,1,10,9,11,2
8,6,4,7,3,11,5,1,0,10,9,2
9,0,1,7,11,2,10,3,8,4,5,6
9,5,6,8,7,11,10,0,1,3,2,4
10,0,1,11,2,3,4,6,5,8,7,9
10,1,0,2,3,11,4,5,6,8,7,9
10,5,7,11,8,1,9,6,3,0,2,4
11,0,6,3,8,4,1,5,2,7,10,9
11,1,6,3,7,4,0,5,2,8,10,9
11,4,6,3,7,8,1,0,5,2,10,9
11,6,5,10,9,8,7,0,1,3,2,4
7,4,8,6,3,11,1,5,0,2,10,9
7,5,6,4,3,8,11,1,0,10,9,2
7,8,5,4,3,1,6,0,11,10,2,9
7,8,6,4,3,11,1,5,0,10,2,9
8,5,6,4,3,7,11,0,1,10,9,2
8,9,0,6,7,11,5,3,4,1,10,2
8,9,5,6,7,11,10,0,1,3,2,4
8,10,0,9,11,5,7,6,3,1,4,2
8,10,11
8,11,0,6,3,4,5,1,2,7,10,9
8,11,4,6,3,7,5,0,1,10,9,2
8,11,6,5,10,9,7,0,1,3,2,4
9,5,7,6,8,11,10,0,1,3,2,4
10,11,0,7,8,1,5,9,2,3,6,4
11,1,7,8,10,5,9,6,3,0,4,2
11,4,7,6,3,8,1,0,5,2,10,9
11,6,7,5,10,9,8,1,0,3,2,4
11,9,0,6,8,7,5,3,4,1,10,2
8,11,4,7,6,3,5,0,1,10,9,2
8,11,9,0,6,7,5,3,4,1,10,2
