0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
"(0, 1)","(0, 3)","(0, 4)","(0, 13)","(0, 10)","(0, 11)","(0, 7)","(0, 12)","(0, 8)","(1, 3)","(1, 16)","(1, 4)","(1, 14)","(1, 11)","(1, 2)","(1, 12)","(1, 13)","(1, 10)","(2, 15)","(2, 10)","(2, 12)","(2, 7)","(2, 11)","(2, 6)","(3, 4)","(3, 5)","(3, 6)","(3, 16)","(3, 8)","(4, 8)","(4, 15)","(4, 5)","(4, 11)","(4, 9)","(5, 7)","(5, 9)","(5, 13)","(5, 14)","(5, 16)","(6, 8)","(6, 16)","(6, 15)","(6, 14)","(6, 13)","(7, 9)","(7, 14)","(7, 12)","(7, 8)","(8, 16)","(8, 14)","(8, 13)","(8, 9)","(8, 15)","(9, 10)","(9, 15)","(9, 11)","(9, 12)","(10, 12)","(10, 16)","(11, 13)","(11, 14)","(11, 15)","(12, 13)","(12, 16)","(12, 14)","(13, 15)","(14, 16)","(15, 16)"
150,82
2,0,10,1,12,7,11,9,14,13,15,8,4,5,6,16,3
5,1,3,4,13,14,16,0,6,8,15,11,12,7,10,2,9
6,1,3,16,14,13,2,5,8,0,12,15,10,11,7,4,9
9,3,5,8,4,7,13,14,16,0,12,11,15,6,1,10,2
14,0,11,1,7,8,12,9,2,13,15,4,3,16,5,10,6
15,1,13,11,2,4,16,12,6,0,5,8,14,10,3,9,7
16,0,1,12,3,8,10,4,14,13,7,9,15,5,11,6,2
0,1,2,10,11,7,12,9,14,13,8,4,15,5,6,16,3
0,7,6,3,13,8,14,2,5,1,16,12,11,15,10,4,9
0,8,2,1,10,11,7,12,6,15,3,16,4,14,13,9,5
1,2,9,4,11,12,10,15,7,0,8,5,13,14,16,3,6
1,14,9,4,11,12,10,7,8,5,0,13,2,15,16,3,6
1,16,2,12,6,15,10,13,14,9,3,11,4,5,8,0,7
3,5,2,1,6,7,16,4,14,13,0,12,8,15,10,11,9
3,6,7,5,0,8,14,2,13,16,4,9,1,11,12,10,15
3,16,0,1,12,8,10,4,14,13,7,9,15,5,11,6,2
4,5,2,1,15,11,7,3,16,14,13,0,12,9,8,6,10
4,9,3,5,8,7,13,14,16,0,12,11,15,1,6,10,2
4,15,7,0,8,5,9,2,13,11,3,10,12,1,16,14,6
6,2,14,1,12,7,11,3,16,13,0,9,8,15,5,4,10
7,2,4,5,9,0,8,15,1,11,3,13,14,16,10,12,6
7,5,1,14,0,2,12,3,4,13,16,11,8,6,10,15,9
7,9,4,5,0,8,3,13,14,16,10,11,12,1,6,15,2
7,14,4,5,9,0,8,11,1,3,13,16,12,10,15,2,6
8,6,2,15,7,9,14,10,11,12,5,1,16,0,13,4,3
8,9,3,5,4,7,13,14,16,0,12,11,15,6,1,10,2
8,14,5,4,16,13,9,3,7,1,11,15,0,12,6,10,2
8,15,3,4,16,6,1,5,0,14,13,11,2,7,9,10,12
8,16,2,6,15,7,1,12,10,14,3,13,9,11,4,5,0
10,2,0,1,12,7,11,14,13,9,16,6,8,5,15,4,3
10,9,11,2,0,1,15,12,7,4,8,16,13,14,5,6,3
10,16,0,1,12,3,8,4,14,13,7,9,15,5,11,6,2
11,2,0,10,1,12,7,9,14,13,15,8,4,5,6,16,3
11,9,3,1,0,4,5,8,12,10,16,14,13,7,15,2,6
11,14,0,1,7,8,12,2,3,16,4,13,9,15,6,10,5
11,15,1,13,2,4,16,12,6,0,5,8,10,3,14,9,7
12,2,0,10,1,7,11,9,14,13,15,8,4,5,6,16,3
12,9,6,13,16,2,14,15,8,11,5,1,10,7,0,4,3
12,14,0,11,1,7,8,13,9,2,15,4,3,16,5,6,10
12,16,0,1,3,8,10,4,14,13,9,7,15,5,11,6,2
13,6,7,12,0,5,8,14,2,16,9,3,4,1,11,10,15
13,15,5,4,9,16,1,0,8,11,3,12,10,6,2,14,7
15,2,5,13,4,9,16,7,12,11,6,1,0,8,3,10,14
0,1,3,2,10,11,7,12,6,16,9,4,14,13,15,5,8
0,3,8,2,1,10,11,7,12,6,15,16,4,14,13,9,5
0,4,1,2,10,11,7,12,15,9,16,14,13,5,8,3,6
0,4,8,2,1,10,11,7,12,15,6,3,16,14,13,9,5
0,4,11
0,10,1,11,9,2,7,8,4,12,15,14,5,16,13,3,6
0,10,12
0,11,1,2,10,7,12,9,14,13,8,4,15,5,6,16,3
0,11,13
0,12,1,9,4,10,11,7,8,5,2,16,13,14,15,3,6
0,12,13
0,13,1,9,4,10,11,7,12,8,15,5,2,16,14,3,6
1,2,10,11,9,0,4,12,7,15,8,5,13,14,16,3,6
1,3,4
1,4,11
1,10,16,11,9,2,0,14,15,4,12,5,8,7,6,3,13
1,11,13
1,12,2,9,4,11,10,15,7,0,8,5,13,14,16,3,6
1,12,13
1,12,14,9,4,11,10,7,8,5,0,13,2,15,16,3,6
1,12,16,9,4,11,10,8,15,5,0,3,13,14,2,7,6
3,4,8
3,6,8,15,4,16,1,5,14,2,13,0,11,7,9,12,10
3,8,16,5,4,14,13,9,7,1,15,11,0,6,12,10,2
4,8,9,14,1,5,11,7,12,0,3,16,13,10,2,15,6
4,8,15,7,0,5,9,2,13,11,3,10,12,1,14,16,6
4,11,9,14,1,8,5,7,12,10,0,3,16,13,2,15,6
4,11,15,8,13,14,0,9,5,1,12,6,16,7,10,3,2
8,13,6,14,12,11,5,1,16,0,7,9,2,15,4,3,10
8,13,15,5,4,16,14,9,3,7,1,0,11,12,6,10,2
8,14,6,15,16,11,1,13,0,4,9,2,3,12,10,5,7
10,12,2,0,1,7,11,14,9,13,16,6,8,5,15,4,3
10,12,16,0,1,3,8,4,14,13,9,7,15,5,11,6,2
13,15,6,7,12,0,5,8,2,9,14,16,4,11,3,1,10
0,1,3,4,10,16,9,12,8,15,5,7,11,13,14,2,6
0,4,11,1,2,10,7,12,15,9,16,5,8,14,13,3,6
0,10,1,12,11,9,2,13,14,7,8,4,15,5,6,16,3
0,12,13,1,9,4,10,11,7,8,15,5,2,16,14,3,6
1,10,12,16,13,0,6,8,15,5,3,4,11,7,14,2,9
