0,1,2,3,4,5,6,7,8,9
"(0, 1)","(0, 9)","(0, 2)","(0, 8)","(0, 3)","(0, 7)","(0, 4)","(0, 6)","(1, 3)","(1, 9)","(1, 4)","(1, 8)","(1, 5)","(1, 7)","(1, 6)","(1, 2)","(2, 3)","(2, 4)","(2, 9)","(2, 6)","(2, 8)","(3, 4)","(3, 5)","(3, 6)","(3, 9)","(3, 8)","(4, 6)","(4, 7)","(4, 8)","(4, 9)","(5, 6)","(5, 7)","(5, 8)","(5, 9)","(6, 7)","(6, 8)","(6, 9)","(7, 8)","(7, 9)","(8, 9)"
372,74
5,0,6,3,7,8,1,9,4
0,5,1,9,8,3,7,6,4
1,5,2,6,3,8,9
3,5,0,6,7,8,1,9,4
6,5,0,3,7,8,1,9,4
7,5,0,6,3,8,1,9,4
8,5,0,6,3,7,1,9,4
9,5,0,6,3,7,8,1,4
0,1,7,3,6,8,5,9,4
1,3,5,4,6,7,8,9,0
1,6,5,2,3,8,9
1,7,5,4,6,3,8,9,0
1,8,5,2,6,3,9
1,9,5,2,6,3,8
3,6,5,0,7,8,1,9,4
3,8,5,0,6,7,1,9,4
3,9,5,0,6,7,8,1,4
6,7,5,0,3,8,1,9,4
6,8,5,0,3,7,1,9,4
6,9,5,0,3,7,8,1,4
7,8,5,0,6,3,1,9,4
7,9,5,0,6,3,8,1,4
8,9,5,0,6,3,7,1,4
0,1,4,7,5,9,8,3,6
0,1,6,7,3,8,5,9,4
0,1,8,7,3,6,5,9,4
0,1,9,7,3,6,8,5,4
1,3,5,6,7,4,0,9,8
1,3,8,5,4,6,7,9,0
1,3,9,5,4,6,7,8,0
1,6,7,5,4,3,8,9,0
1,6,8,5,2,3,9
1,6,9,5,2,3,8
1,7,8,5,4,6,3,9,0
1,7,9,5,4,6,3,8,0
1,8,9,5,2,6,3
3,6,8,5,0,7,1,9,4
3,6,9,5,0,7,8,1,4
3,8,9,5,0,6,7,1,4
6,7,8,5,0,3,1,9,4
6,7,9,5,0,3,8,1,4
6,8,9,5,0,3,7,1,4
7,8,9,5,0,6,3,1,4
0,1,2,3,4,5,9,8,7,6
0,1,4,6,7,5,9,8,3
0,1,4,8,7,5,9,3,6
0,1,4,9,7,5,8,3,6
0,1,6,8,7,3,5,9,4
0,1,6,9,7,3,8,5,4
0,1,8,9,7,3,6,5,4
1,3,5,6,8,7,4,0,9
1,3,6,9,5,7,4,0,8
1,3,8,9,5,4,6,7,0
1,6,7,5,8,4,3,9,0
1,6,7,9,5,4,3,8,0
1,6,8,9,5,2,3
1,7,8,9,5,4,6,3,0
3,6,8,9,5,0,7,1,4
6,7,8,9,5,0,3,1,4
0,1,2,3,4,6,7,9,8,5
0,1,2,3,8,4,5,9,7,6
0,1,2,3,9,4,5,8,7,6
0,1,4,6,7,8,5,9,3
0,1,4,6,9,7,5,8,3
0,1,4,8,9,7,5,3,6
0,1,6,8,9,7,3,5,4
0,4,6,7,8,9
1,4,6,7,8,9
0,1,2,3,4,6,8,7,9,5
0,1,2,3,6,8,9
0,1,2,3,6,9,4,7,8,5
0,1,2,3,8,9,4,5,7,6
0,2,3,4,6,8,9
1,2,3,4,6,8,9
