0,1,2,3,4,5,6,7,8,9,10,11,12,13
"(0, 4)","(0, 5)","(0, 13)","(0, 10)","(1, 5)","(1, 7)","(1, 11)","(2, 7)","(2, 10)","(2, 3)","(2, 9)","(2, 5)","(2, 6)","(2, 11)","(3, 13)","(3, 9)","(3, 12)","(3, 8)","(3, 11)","(4, 12)","(4, 11)","(4, 13)","(4, 9)","(4, 8)","(5, 10)","(5, 7)","(5, 9)","(5, 13)","(6, 11)","(6, 7)","(6, 13)","(6, 8)","(6, 10)","(7, 11)","(8, 12)","(8, 10)","(8, 13)","(9, 13)","(9, 11)","(10, 12)","(11, 12)","(12, 13)"
85,35
6,0,13,10,12,8,5,11,4,2,7,9,3,1
8,2,3,6,10,13,11,12,9,5,0,4,7,1
12,0,4,13,10,8,6,5,11,7,2,9,3,1
0,1,5,6,13,10,7,11,2,12,8,3,4,9
0,4,3,13,12,11,9,8,6,10,5,2,7,1
1,3,11,10,5,12,2,8,6,9,13,7,4,0
1,4,11,6,7,13,8,5,3,12,9,10,0,2
2,3,6,13,8,11,9,5,12,4,10,7,1,0
3,8,11,12,6,4,13,10,2,9,0,5,1,7
3,9,1,11,5,7,2,13,6,12,4,8,10,0
3,11,0,13,4,12,6,9,8,10,2,5,1,7
4,7,11,0,5,9,13,1,2,6,3,12,10,8
4,8,11,12,3,6,13,10,9,2,0,5,1,7
7,0,5
7,2,0,5,10,6,13,3,9,12,8,11,4,1
9,2,0,13,4,5,10,3,6,12,8,11,7,1
10,0,2,5
10,1,5
10,2,0,5
11,1,0,4,5,13,9,2,7,3,12,6,10,8
11,2,0,4,10,5,9,12,8,13,6,1,7,3
12,1,11,2,3,10,5,7,8,13,9,6,4,0
13,1,5
1,4,11,7,10,5,0,12,8,6,2,9,13,3
2,5,7,0,10,6,13,3,9,12,8,11,4,1
3,8,12,11,6,4,13,2,10,9,5,0,1,7
3,9,2,10,12,8,5,4,13,11,6,0,7,1
4,8,12,11,3,6,13,9,2,10,5,0,1,7
4,9,11,1,5,0,13,2,7,10,3,12,6,8
5,9,2,0,13,4,10,3,6,12,8,11,7,1
13,0,4,3,12,11,9,8,10,6,5,2,7,1
13,3,8,11,12,4,6,9,10,2,5,0,1,7
13,3,12,7,6,5,2,11,8,10,9,1,4,0
13,4,8,11,3,12,6,9,2,10,5,0,1,7
13,4,12,7,6,5,11,8,10,2,0,9,1,3
