0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
"(0, 1)","(0, 2)","(0, 3)","(0, 4)","(0, 5)","(0, 6)","(0, 7)","(0, 9)","(0, 10)","(0, 11)","(0, 12)","(0, 13)","(0, 14)","(0, 15)","(0, 16)","(1, 2)","(1, 3)","(1, 4)","(1, 5)","(1, 6)","(1, 7)","(1, 9)","(1, 11)","(1, 12)","(1, 13)","(1, 15)","(2, 4)","(2, 5)","(2, 6)","(2, 7)","(2, 8)","(2, 9)","(2, 10)","(2, 11)","(2, 12)","(2, 14)","(2, 15)","(2, 16)","(3, 5)","(3, 6)","(3, 7)","(3, 8)","(3, 9)","(3, 10)","(3, 11)","(3, 16)","(4, 5)","(4, 6)","(4, 7)","(4, 8)","(4, 9)","(4, 10)","(4, 11)","(4, 12)","(4, 13)","(4, 14)","(4, 15)","(5, 6)","(5, 7)","(5, 8)","(5, 9)","(5, 10)","(5, 11)","(5, 12)","(5, 13)","(5, 15)","(5, 16)","(6, 7)","(6, 8)","(6, 10)","(6, 11)","(6, 12)","(6, 13)","(6, 15)","(6, 16)","(7, 8)","(7, 9)","(7, 10)","(7, 11)","(7, 12)","(7, 13)","(7, 14)","(7, 16)","(8, 11)","(8, 12)","(8, 13)","(8, 14)","(8, 15)","(8, 16)","(9, 10)","(9, 11)","(9, 12)","(9, 13)","(9, 15)","(9, 16)","(10, 11)","(10, 12)","(10, 13)","(10, 14)","(10, 15)","(11, 12)","(11, 13)","(12, 13)","(12, 14)","(12, 15)","(12, 16)","(13, 14)","(13, 16)","(14, 15)","(14, 16)","(15, 16)"
2897,1129
8,1,2,3,4,5,6,7,11,12,13,15,0,9,10,16,14
0,10,1,2,3,4,5,6,7,9,11,12,13,15,8,16,14
0,14,1,2,4,7,12,13,15,5,6,8,9,10,11,16,3
0,16,1,2,3,5,6,7,9,12,13,15,8,10,11,4,14
2,8,3,0,1,5,6,7,9,10,11,16,4,12,13,14,15
3,8,4,0,1,5,6,7,9,10,11,2,12,13,14,15,16
4,8,1,2,3,5,6,7,11,12,13,15,0,9,10,16,14
5,8,1,2,3,4,6,7,11,12,13,15,0,9,10,16,14
6,8,1,2,3,4,5,7,11,12,13,15,0,9,10,16,14
7,8,1,2,3,4,5,6,11,12,13,15,0,9,10,16,14
11,8,1,2,3,4,5,6,7,12,13,15,0,9,10,16,14
12,8,1,2,3,4,5,6,7,11,13,15,0,9,10,16,14
13,8,3,0,1,5,6,7,9,10,11,16,2,4,12,14,15
14,8,1,0,2,4,7,12,13,15,3,5,6,11,16,9,10
15,8,1,2,3,4,5,6,7,11,12,13,0,9,10,16,14
16,8,1,0,2,3,5,6,7,9,12,13,15,4,11,14,10
0,1,2,3,5,6,7,8,9,10,11,16,4,12,13,15,14
0,1,3,4,5,6,7,8,9,10,11,2,12,13,15,16,14
0,1,13,3,5,6,7,8,9,10,11,16,2,4,12,15,14
0,2,10,3,1,5,6,7,8,9,11,16,4,12,13,15,14
0,2,14,3,1,5,6,7,8,9,10,11,16,4,12,13,15
0,2,16,4,5,6,7,8,9,12,13,14,15,10,1,3,11
0,3,10,4,1,5,6,7,8,9,11,2,12,13,15,16,14
0,3,16,4,1,5,6,7,8,9,10,11,2,12,13,14,15
0,4,10,1,2,3,5,6,7,9,11,12,13,15,8,16,14
0,4,14,1,2,7,12,13,15,5,6,8,9,10,11,16,3
0,5,10,1,2,3,4,6,7,9,11,12,13,15,8,16,14
0,5,16,1,2,3,6,7,9,12,13,15,8,10,11,4,14
0,6,10,1,2,3,4,5,7,9,11,12,13,15,8,16,14
0,6,16,1,2,3,5,7,9,12,13,15,8,10,11,4,14
0,7,10,1,2,3,4,5,6,9,11,12,13,15,8,16,14
0,7,14,1,2,4,12,13,15,5,6,8,9,10,11,16,3
0,7,16,1,2,3,5,6,9,12,13,15,8,10,11,4,14
0,9,10,1,2,3,4,5,6,7,11,12,13,15,8,16,14
0,9,16,1,2,3,5,6,7,12,13,15,8,10,11,4,14
0,11,10,1,2,3,4,5,6,7,9,12,13,15,8,16,14
0,12,10,1,2,3,4,5,6,7,9,11,13,15,8,16,14
0,12,14,1,2,4,7,13,15,5,6,8,9,10,11,16,3
0,12,16,1,2,3,5,6,7,9,13,15,8,10,11,4,14
0,13,10,3,1,5,6,7,8,9,11,16,2,4,12,15,14
0,13,14,3,1,5,6,7,8,9,10,11,16,2,4,12,15
0,13,16,4,2,5,6,7,8,9,12,14,15,1,10,11,3
0,15,10,1,2,3,4,5,6,7,9,11,12,13,8,16,14
0,15,14,1,2,4,7,12,13,5,6,8,9,10,11,16,3
0,15,16,1,2,3,5,6,7,9,12,13,8,10,11,4,14
2,4,8,3,0,1,5,6,7,9,10,11,16,12,13,14,15
2,5,8,3,0,1,6,7,9,10,11,16,4,12,13,14,15
2,6,8,3,0,1,5,7,9,10,11,16,4,12,13,14,15
2,7,8,3,0,1,5,6,9,10,11,16,4,12,13,14,15
2,11,8,3,0,1,5,6,7,9,10,16,4,12,13,14,15
2,12,8,3,0,1,5,6,7,9,10,11,16,4,13,14,15
2,14,8,3,0,1,5,6,7,9,10,11,16,4,12,13,15
2,15,8,3,0,1,5,6,7,9,10,11,16,4,12,13,14
2,16,8,4,0,5,6,7,9,12,13,14,15,3,11,10,1
3,5,8,4,0,1,6,7,9,10,11,2,12,13,14,15,16
3,6,8,4,0,1,5,7,9,10,11,2,12,13,14,15,16
3,7,8,4,0,1,5,6,9,10,11,2,12,13,14,15,16
3,11,8,4,0,1,5,6,7,9,10,2,12,13,14,15,16
3,16,8,4,0,1,5,6,7,9,10,11,2,12,13,14,15
4,5,8,1,2,3,6,7,11,12,13,15,0,9,10,16,14
4,6,8,1,2,3,5,7,11,12,13,15,0,9,10,16,14
4,7,8,1,2,3,5,6,11,12,13,15,0,9,10,16,14
