0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
"(0, 1)","(0, 15)","(0, 14)","(0, 4)","(0, 5)","(1, 14)","(1, 8)","(1, 12)","(1, 9)","(1, 3)","(1, 15)","(2, 6)","(2, 3)","(2, 9)","(3, 7)","(3, 15)","(3, 13)","(3, 4)","(4, 5)","(4, 6)","(4, 7)","(5, 6)","(5, 11)","(5, 7)","(6, 7)","(6, 10)","(6, 13)","(6, 12)","(6, 8)","(7, 8)","(7, 9)","(7, 10)","(7, 12)","(8, 9)","(8, 10)","(8, 14)","(8, 15)","(9, 14)","(9, 15)","(9, 11)","(10, 12)","(10, 11)","(11, 12)","(11, 13)","(11, 15)","(12, 15)","(13, 14)","(13, 15)"
93,41
2,1,3,9,7,15,6,8,12,4,13,10,11,0,5,14
3,0,15,1,4
8,0,1,14,15,13,9,6,3,11,5,4,12,7,2,10
9,0,14,1,15,13,8,11,3,6,5,12,10,7,2,4
10,1,8,12,7,6,15,9,3,13,11,2,14,4,5,0
12,0,15,1
13,2,6,3,7,4,9,14,15,11,8,1,0,12,5,10
0,1,2,9,15,14,3,4,6,5,7,8,11,13,12,10
0,6,4,5,3,1,15,7,2,13,8,12,9,14,11,10
0,7,4,5,3,1,15,8,12,9,11,14,6,10,2,13
1,3,4,0,15
1,5,0,13,14,3,15,6,11,9,8,7,4,2,12,10
1,8,7,12,9,3,10,15,6,11,2,13,4,5,14,0
1,9,7,8,12,3,10,6,15,11,2,4,13,5,0,14
4,6,0,5
4,8,6,7,3,1,15,2,13,0,12,9,14,5,10,11
4,10,6,7,5,11,12,13,9,15,1,3,14,8,2,0
4,12,6,7,9,11,15,1,2,8,5,13,10,0,3,14
4,14,0,3,13,1,15,6,8,9,5,7,2,12,11,10
6,2,4,3,7,13,9,8,1,15,14,11,10,12,0,5
7,3,2,6,9,4,13,8,1,15,0,14,11,12,5,10
10,2,6,11,9,5,13,12,8,7,14,15,1,3,0,4
13,3,10,11,6,7,15,12,5,9,4,2,8,0,1,14
14,8,0,1,15,9,13,11,6,3,10,5,12,4,7,2
15,3,0,1,4
15,8,0,1,14,13,9,6,3,11,12,5,4,7,2,10
15,9,0,14,1,13,8,11,3,6,5,12,10,7,2,4
15,12,0,1
15,13,2,3,9,6,7,1,4,14,11,8,12,10,5,0
0,4,5,3,1,15,7,8,12,9,11,14,6,10,2,13
0,14,1,4,3,15,13,8,9,6,7,2,11,5,12,10
0,15,1,2,9,14,3,4,6,5,7,8,11,13,12,10
1,8,9,13,14,3,15,6,11,0,7,2,4,12,5,10
1,12,15
1,14,8,7,12,9,3,10,15,6,11,2,13,0,4,5
1,14,9,7,8,12,3,10,6,15,11,13,2,4,5,0
1,15,8,7,12,9,3,10,6,11,2,13,4,5,14,0
1,15,9,7,8,12,3,10,6,11,2,13,4,5,14,0
4,3,7,2,6,9,13,8,1,15,14,11,0,12,5,10
15,11,13,2,3,9,6,7,1,4,14,8,12,5,10,0
15,13,3,10,12,11,8,6,7,1,9,5,14,4,2,0
