0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
"(0, 11)","(0, 13)","(0, 16)","(0, 2)","(0, 14)","(1, 7)","(1, 5)","(1, 15)","(1, 14)","(2, 9)","(2, 3)","(2, 12)","(3, 8)","(3, 14)","(3, 9)","(4, 12)","(4, 10)","(4, 15)","(5, 11)","(5, 16)","(6, 14)","(6, 7)","(6, 15)","(6, 11)","(7, 11)","(7, 9)","(7, 12)","(7, 13)","(8, 10)","(8, 16)","(9, 13)","(9, 10)","(11, 15)","(13, 16)"
120,31
4,0,12,2,15,11,7,13,9,1,6,10,14,3,5,8,16
10,0,8,16,9,2,13,3,14
0,1,14,4,11,15,2,12,6,5,7,9,3,16,13,8,10
0,2,1,14,9,7,12,3,6,13,11,15,5,4,10,16,8
0,3,2,14,7,11,13,9,12,6,1,5,15,16,8,4,10
0,8,16,1,14,3,5,2,11,9,7,12,15,6,13,10,4
0,9,13,2,1,14,7,12,3,6,11,15,5,4,10,16,8
1,5,13,7,16,11,15,0,6,14
1,9,7,12,2,3,14,0,6,13,11,15,5,4,10,16,8
1,12,7,11,5,15,4,6,14,3,2,0,9,8,16,10,13
2,4,12,6,9,7,3,14,0,11,15,10,13,1,8,16,5
3,0,2,14,8,16,7,9,11,13,12,6,1,10,5,15,4
3,0,2,14,9,13,7,11,12,6,1,5,15,16,8,4,10
6,3,14,7,9,1,15,11,4,10,0,2,5,12,8,13,16
6,4,15,10,7,9,12,1,11,2,14,5,3,0,16,8,13
6,9,7,10,15,4,1,11,12,14,5,2,3,8,0,16,13
7,3,9,1,14,6,15,11,4,10,0,2,5,12,8,13,16
7,4,12,1,15,6,11,14,5,3,2,0,9,8,10,16,13
7,3,9,13,6,14,1,0,15,11,2,4,10,12,5,8,16
8,3,0,16,2,14
9,0,2,13,16,1,7,14,12,3,5,11,6,8,15,10,4
10,2,9,0,8,16,13,3,14
11,2,0,4,15,12,7,9,13,1,6,10,5,14,3,8,16
11,4,15,5,1,7,12,6,14,0,3,2,16,13,9,8,10
12,0,2,6,7,11,14,9,3,13,1,15,5,4,10,16,8
15,4,0,11,12,2,7,1,6,13,9,14,5,3,10,8,16
15,10,4,7,1,6,11,9,12,14,5,2,3,8,0,16,13
16,2,0,1,5,9,7,12,3,14,11,13,8,6,15,10,4
12,2,3,6,7,9,14,0,11,1,13,15,5,4,10,16,8
13,7,9,10,2,0,12,11,16,8,4,15,5,3,1,6,14
13,7,9,16,2,0,12,11,5,1,14,3,15,6,8,4,10
