0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
"(0, 1)","(0, 5)","(0, 9)","(0, 10)","(0, 11)","(0, 12)","(0, 13)","(0, 17)","(0, 18)","(1, 4)","(1, 8)","(1, 11)","(1, 12)","(1, 18)","(2, 5)","(2, 6)","(2, 8)","(2, 15)","(3, 4)","(3, 5)","(3, 9)","(3, 12)","(4, 5)","(4, 12)","(4, 16)","(4, 17)","(5, 7)","(5, 8)","(5, 13)","(5, 14)","(5, 15)","(5, 17)","(6, 7)","(6, 10)","(6, 13)","(6, 16)","(6, 17)","(7, 10)","(7, 12)","(7, 13)","(7, 15)","(7, 18)","(8, 10)","(8, 13)","(8, 17)","(9, 10)","(9, 11)","(9, 12)","(9, 13)","(9, 15)","(9, 17)","(10, 12)","(10, 13)","(10, 14)","(10, 15)","(10, 16)","(11, 15)","(11, 16)","(11, 18)","(12, 14)","(12, 16)","(12, 18)","(13, 18)","(14, 16)","(14, 18)","(15, 16)","(15, 17)","(16, 17)","(16, 18)","(17, 18)"
140,63
3,0,5,9,12,13,15,17,4,7,14,10,18,6,8,11,16,1,2
4,0,1,5,12,17,8,18,3,7,14,9,16,10,13,11,6,15,2
6,1,2,8,10,13,17,7,12,16,18,0,4,11,15,5,3,14,9
7,0,5,10,12,13,18,8,14,15,3,4,17,16,9,1,2,11,6
8,0,1,5,10,13,17,4,12,18,7,14,15,6,9,16,3,11,2
14,0,5,10,12,18,7,8,13,15,3,4,17,16,6,1,2,9,11
15,0,5,9,10,11,17,3,13,7,8,14,16,6,18,12,4,2,1
16,2,6,15,7,10,17,12,18,5,8,0,9,3,4,14,1,13,11
0,1,10,8,12,5,13,17,4,7,14,15,3,18,9,6,16,11,2
0,5,1,4,8,12,17,10,13,3,7,14,9,16,18,6,15,2,11
1,4,2,8,5,17,0,18,6,15,12,10,13,16,7,14,11,9,3
2,3,5,1,8,4,12,0,17,10,13,7,14,6,16,15,9,18,11
2,4,5,1,8,0,17,10,13,12,6,15,18,9,16,7,14,3,11
5,3,1,0,4,8,12,9,17,10,13,7,14,15,11,18,16,6,2
5,4,1,0,8,12,17,10,13,3,7,14,9,16,18,6,15,2,11
5,7,12,0,3,4,14,10,13,18,9,1,17,16,8,15,6,11,2
5,8,1,0,4,10,13,17,12,7,14,15,16,6,9,18,3,2,11
5,14,1,0,4,8,12,18,10,17,13,16,3,7,15,6,9,11,2
5,15,1,0,4,8,11,9,10,17,12,13,16,2,3,7,14,6,18
8,1,0,5,10,13,17,4,7,14,15,12,6,9,16,18,3,2,11
9,0,8,10,13,17,1,5,6,15,16,12,7,14,18,4,11,3,2
9,2,15,10,6,8,13,17,7,16,5,0,18,12,11,4,14,3,1
9,3,8,10,13,17,5,12,0,6,15,16,7,14,18,4,1,11,2
9,15,1,0,11,12,5,10,17,16,18,7,3,13,4,8,14,6,2
10,0,8,1,5,13,17,12,4,18,7,14,15,6,9,16,3,11,2
10,6,5,0,7,8,13,14,15,2,17,12,18,1,9,11,16,3,4
10,7,5,0,8,13,14,15,12,18,1,17,9,11,2,16,3,4,6
10,8,12,1,0,5,13,17,7,14,15,3,4,9,18,6,16,2,11
11,2,15,8,1,5,10,17,0,4,12,18,7,13,14,9,16,6,3
12,3,0,5,9,4,7,14,13,15,17,1,16,10,18,6,8,11,2
12,4,0,1,5,17,8,18,3,7,14,9,16,10,13,11,6,15,2
12,7,0,5,10,13,18,3,4,14,8,15,17,16,9,1,2,11,6
12,14,0,5,10,18,3,4,7,8,13,15,17,16,9,1,6,2,11
12,16,2,0,5,3,4,7,14,1,8,10,6,15,9,11,17,18,13
13,0,4,5,1,12,17,8,3,7,14,18,9,10,16,6,2,15,11
17,0,4,1,5,12,8,18,3,7,14,9,16,10,13,11,6,15,2
17,4,3,5,9,0,13,15,12,1,10,11,6,8,18,7,16,14,2
17,6,3,4,5,9,2,7,13,12,10,16,0,15,14,8,11,1,18
17,8,4,1,5,0,18,10,13,12,16,7,14,6,9,15,3,11,2
17,15,4,5,16,14,18,10,12,7,11,1,0,13,6,8,9,3,2
17,16,3,4,5,9,12,14,15,0,13,7,10,11,18,1,6,8,2
18,7,0,5,10,12,13,14,17,8,15,3,4,16,9,6,1,2,11
0,1,11,17,4,8,18,9,15,16,5,12,3,10,13,2,7,14,6
2,5,8,1,0,4,10,13,17,12,6,15,7,14,16,9,18,3,11
9,0,10,11,15,16,5,17,12,18,3,13,7,8,14,4,6,1,2
9,11,15,1,0,12,5,10,17,16,18,7,3,13,4,8,14,6,2
9,12,0,8,10,13,17,1,5,6,15,16,7,14,18,4,11,3,2
9,12,3,8,10,13,17,1,5,0,6,15,16,7,14,18,4,11,2
9,13,0,8,10,17,1,5,6,15,16,12,7,14,18,4,11,3,2
9,13,10
10,6,7,12,16,15,18,2,17,9,11,0,13,14,8,5,3,4,1
11,0,18
11,1,18
12,0,1,17,4,9,16,18,8,5,3,11,10,15,13,7,14,6,2
12,0,10,8,1,5,13,17,4,18,3,7,14,15,9,6,16,11,2
12,0,18
12,1,4,2,0,5,3,7,14,8,10,6,16,15,9,17,13,18,11
12,18,7,0,5,10,13,3,4,14,17,8,15,16,9,1,6,2,11
12,18,14,0,5,10,3,4,7,13,17,8,15,16,9,1,6,2,11
12,18,16,13,0,7,9,10,6,11,17,5,15,14,1,4,8,3,2
17,16,4,5,14,15,18,12,10,1,0,7,13,11,9,3,6,8,2
18,0,1,10,7,12,13,14,16,8,5,6,15,9,11,17,4,3,2
18,11,16,13,0,9,6,10,12,17,15,7,14,1,4,5,8,2,3
