0,1,2,3,4,5,6,7,8,9,10,11,12
"(0, 12)","(0, 11)","(0, 10)","(0, 5)","(0, 1)","(0, 7)","(0, 8)","(0, 9)","(1, 12)","(1, 11)","(1, 6)","(1, 10)","(1, 7)","(2, 4)","(2, 5)","(2, 7)","(2, 9)","(3, 9)","(3, 11)","(3, 4)","(3, 10)","(3, 8)","(4, 7)","(4, 8)","(4, 5)","(4, 11)","(4, 12)","(5, 7)","(5, 9)","(5, 10)","(6, 7)","(6, 9)","(6, 12)","(7, 9)","(7, 11)","(7, 8)","(9, 12)","(10, 11)","(10, 12)"
101,45
3,0,9,11,10,8,7,12,5,4,1,6,2
4,1,7,11,12,6,9,0,10,3,5,2,8
6,0,7,9,1,12,4,8,5,11,2,3,10
0,1,6,12,7,9,4,8,5,11,2,3,10
0,5,1,7,10,11,4,8,12,3,9,6,2
1,6,5,0,10,7,9,12,11,3,4,8,2
2,4,3,9,7,12,5,11,8,6,0,1,10
5,4,1,7,0,10,11,12,6,9,8,3,2
5,6,7,9,1,0,10,12,11,3,4,8,2
7,4,1,11,12,10,0,9,6,5,3,8,2
7,6,0,9,1,12,4,8,5,11,2,3,10
8,0,1,7
8,3,2,4,7,9,5,12,11,0,10,1,6
8,4,1,7,0,11,12,6,9,5,3,10,2
9,0,1,7,6,12,4,2,5,3,8,11,10
9,2,0,5,7
9,3,5,4,10,2,7,12,11,0,8,1,6
9,6,1,7,12,0,4,2,5,3,11,8,10
10,3,0,9,11,8,12,5,7,4,1,6,2
11,3,0,9,10,8,7,12,5,4,1,6,2
11,4,1,7,12,6,9,0,10,3,5,2,8
12,6,0,7,9,1,4,8,5,11,2,3,10
0,1,7,6,12,9,4,8,5,11,2,3,10
1,6,7,10,12,5,11,0,9,4,3,2,8
2,4,5,6,7,9,12,0,1,3,10,11,8
5,7,0,1,10,11,4,8,12,3,9,6,2
5,7,4,1,0,10,11,12,8,3,9,6,2
7,2,4,3,9,11,8,12,5,0,1,6,10
7,8,0
7,8,4,1,0,11,12,5,3,10,9,6,2
7,9,0,1,6,12,4,2,5,3,8,11,10
7,9,2,0,5
7,9,6,1,12,0,4,2,5,3,11,8,10
7,11,0
7,11,4,1,12,0,9,6,10,5,8,3,2
9,2,5,6,7
9,5,0,1,7,6,12,10,4,11,3,2,8
9,6,2,7,4,12,3,5,0,1,10,11,8
10,0,1,9,12,3,5,6,7,4,11,8,2
10,0,11
10,0,12
11,0,1,6,7,12,9,4,10,3,8,5,2
12,0,1,9,6,7,4,8,5,11,2,3,10
12,1,6,9,0,7,4,11,2,5,3,8,10
5,7,9,0,1,10,6,12,11,3,4,8,2
