0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
"(0, 3)","(0, 11)","(0, 10)","(0, 8)","(0, 6)","(0, 1)","(0, 7)","(0, 9)","(0, 2)","(1, 9)","(1, 10)","(1, 8)","(1, 11)","(1, 6)","(1, 4)","(1, 3)","(2, 4)","(2, 14)","(2, 8)","(2, 10)","(2, 3)","(2, 12)","(2, 5)","(3, 13)","(3, 9)","(3, 5)","(3, 8)","(3, 4)","(3, 6)","(4, 13)","(4, 9)","(4, 14)","(4, 11)","(4, 5)","(4, 10)","(5, 6)","(5, 11)","(5, 12)","(5, 14)","(5, 7)","(5, 10)","(6, 11)","(6, 13)","(6, 12)","(6, 7)","(6, 14)","(6, 9)","(7, 14)","(7, 10)","(7, 13)","(8, 10)","(8, 11)","(8, 13)","(8, 9)","(9, 14)","(10, 12)","(10, 13)","(11, 13)","(12, 13)","(13, 14)"
158,73
4,0,2,9,3,11,1,10,14,8,5,6,13,7,12
5,1,6,11,3,4,10,13,14,9,0,12,7,8,2
12,1,6,10,5,13,0,7,11,3,4,14,2,8,9
13,2,3,4,8,12,10,14,5,6,0,1,9,11,7
14,1,4,9,6,13,3,11,5,8,10,7,12,2,0
0,1,2,10,8,4,3,5,13,11,9,6,7,12,14
0,2,1,4,8,10,3,9,11,13,5,14,6,7,12
0,7,5,3,11,10,6,2,13,8,4,1,12,14,9
1,4,2,10,8,0,3,5,13,11,9,6,7,12,14
2,4,1,8,10,3,0,11,13,9,5,6,12,14,7
2,5,1,4,8,10,3,0,6,11,13,9,14,12,7
2,12,4,5,10,13,6,11,14,3,7,8,0,1,9
2,14,3,5,4,9,6,13,11,12,7,10,1,0,8
3,4,0,2,9,11,1,10,14,8,5,6,13,7,12
3,5,1,6,11,4,10,13,14,9,0,12,7,8,2
3,13,2,4,8,12,10,14,9,11,1,5,6,0,7
6,5,2,0,12,14,3,11,10,7,9,13,4,8,1
6,12,4,5,11,13,14,1,3,9,10,2,7,0,8
6,13,2,5,0,12,14,3,4,8,10,11,7,9,1
6,14,4,5,11,13,1,3,9,12,7,10,0,8,2
7,5,4,14,10,13,2,3,6,11,12,0,8,9,1
7,13,5,3,4,6,11,12,10,14,0,8,1,2,9
7,14,4,5,10,13,6,11,12,3,2,1,9,0,8
8,13,2,3,4,12,10,14,5,6,0,1,9,11,7
9,4,0,2,3,11,1,10,14,8,5,13,6,7,12
9,14,3,2,5,4,6,13,8,0,12,10,11,7,1
10,4,0,2,9,3,11,1,14,8,5,6,13,7,12
10,5,1,6,11,3,4,13,0,12,7,14,9,8,2
10,12,1,6,5,13,0,7,11,3,4,14,2,8,9
10,13,3,0,1,2,8,5,4,11,6,7,9,14,12
11,4,0,2,9,3,1,10,8,5,14,6,13,7,12
11,5,3,0,6,1,13,4,8,10,7,2,9,14,12
11,13,3,0,6,5,1,4,8,10,7,2,9,14,12
0,1,3,5,11,10,6,7,2,4,13,8,12,14,9
0,2,3,7,14,10,5,13,6,9,4,1,8,12,11
0,6,1,2,5,12,14,3,10,8,4,11,7,13,9
0,6,11
0,8,1,2,10,4,3,5,13,9,11,6,7,12,14
0,8,2,1,4,10,3,9,11,13,5,14,6,7,12
0,8,11
0,9,1,2,4,3,14,8,10,11,13,5,6,7,12
0,10,1,7,6,5,13,12,11,3,2,4,14,8,9
0,10,2,7,14,5,9,6,4,13,11,3,1,8,12
0,11,1,5,3,10,6,7,2,4,13,8,12,14,9
1,3,4,8,2,13,9,11,10,0,14,12,5,6,7
1,6,11
1,8,10
1,8,11
1,9,4,2,10,8,0,3,14,5,13,7,11,6,12
2,3,4,1,8,10,0,11,13,9,5,6,12,14,7
2,3,5,1,4,8,10,0,6,11,13,9,14,12,7
2,3,8
2,8,10
2,10,4,3,0,1,8,5,13,11,9,6,7,12,14
2,10,5,3,0,1,8,4,13,11,6,7,9,12,14
2,10,12,4,5,13,6,11,14,3,7,8,0,1,9
2,12,5,9,4,14,8,3,0,6,13,10,11,1,7
2,14,4,3,5,9,6,13,11,12,7,10,0,8,1
3,9,4,0,2,11,1,10,14,8,5,6,13,7,12
6,7,5,13,11,12,14,3,4,10,0,1,8,2,9
6,7,13,12,5,10,11,14,3,4,0,1,8,2,9
6,7,14,4,5,11,13,1,3,9,10,12,0,8,2
6,14,5,4,11,13,1,3,9,0,8,7,12,10,2
7,14,5,4,10,13,2,3,6,11,12,0,8,9,1
0,1,3,6,8,11,13,9,5,4,7,10,14,2,12
0,3,6,9
0,3,8,1,7,13,5,6,10,11,4,12,14,2,9
0,3,8,9
0,3,9,1,5,11,10,6,7,2,4,14,13,8,12
0,6,9,1,2,5,12,14,3,4,8,10,11,7,13
0,8,9,1,2,4,3,14,10,11,13,5,6,7,12
1,3,6,9
1,3,8,9
