0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
"(0, 1)","(0, 16)","(0, 9)","(0, 11)","(1, 2)","(1, 13)","(1, 12)","(2, 3)","(2, 4)","(2, 12)","(3, 4)","(3, 5)","(3, 16)","(4, 11)","(4, 9)","(4, 5)","(5, 6)","(5, 15)","(6, 7)","(6, 8)","(7, 9)","(7, 13)","(8, 9)","(8, 10)","(9, 11)","(10, 11)","(10, 12)","(11, 12)","(11, 14)","(12, 13)","(13, 15)","(13, 14)","(14, 15)","(15, 16)"
145,41
2,0,1
5,1,3,2,4,15,13,16,12,11,14,9,7,0,6,8,10
12,0,11,1
13,0,1
2,0,1,4,9,11,12,7,13,15,5,14,16,3,6,8,10
3,2,0,16,1
4,2,0,11,9,1,12
5,2,3,4,1,15,13,16,12,7,9,11,14,0,6,8,10
6,3,5,1,7,13,2,4,15,9,12,16,11,14,8,0,10
9,3,4,5,1,0,2,15,13,16,11,12,14,7,6,8,10
10,2,12,0,11,1,4,9,8
11,1,12,0,8,10,9
11,3,4,5,8,10,9,6,12,2,7,13,15,1,14,16,0
11,3,4,12,2,8,10,9,5,6,7,15,13,1,14,16,0
12,0,11,1,10,4,2,9,8
12,0,11,1,13,14,6,10,8,7,9,4,5,15,16,2,3
13,0,1,6,7,9,8,10,12,11,14,4,5,15,2,3,16
13,0,1,7,9,10,12,11,6,8,14,4,5,15,2,3,16
14,5,15,3,16,11,4,0,9,7,13,6,12,2,1,8,10
14,7,13,0,11,9,1,12
15,3,16,5,2,13,12,1,4,7,9,11,14,0,6,8,10
15,4,5,2,16,3,13,12,1,0,11,7,9,14,6,8,10
15,5,2,16,3,13,12,1,4,0,11,7,9,14,6,8,10
15,4,5,6,2,16,3,13,12,1,0,11,7,9,14,10,8
15,4,5,16,3,2,13,12,1,7,9,11,14,0,6,8,10
0,4,9,11,14,7,13,1,15,5,12,2,3,16,6,8,10
1,7,13,15,11,0,12,9,14,16,4,5,3,2,6,8,10
7,4,9,5,6,8,2,13,12,1,3,10,15,11,14,16,0
9,2,4,3,1,0,11,16,12,13,15,7,5,14,6,8,10
9,4,5,1,0,2,3,15,13,11,16,12,14,7,6,8,10
11,4,5,2,12,3,13,15,14,7,9,1,16,6,0,8,10
11,4,7,9
11,4,8,10,9,14
13,1,2,12,9,7,0,4,11,14,5,15,3,6,16,8,10
14,0,11,8,10,9,3,15,16,5,4,6,12,2,13,7,1
14,1,13,15,6,5,7,3,2,4,11,16,12,9,0,10,8
15,1,13,12,6,5,7,10,8,3,2,4,11,9,14,0,16
16,0,8,9,7,15,13,6,5,14,11,4,1,12,10,3,2
16,3,6,15,5,2,4,13,12,1,11,14,9,7,0,10,8
9,4,11,5,2,12,3,13,15,7,14,1,16,0,6,8,10
16,0,9,11,2,3,1,4,12,13,15,7,14,5,6,8,10
