0,1,2,3,4,5,6,7,8
"(0, 3)","(0, 5)","(1, 4)","(1, 5)","(1, 6)","(1, 7)","(1, 2)","(2, 6)","(2, 3)","(2, 4)","(3, 6)","(3, 4)","(4, 7)","(4, 8)","(4, 6)","(5, 6)","(5, 8)","(6, 7)"
51,23
7,0,4,3,6,1,5,8,2
0,2,3,1,5,6,4,8
0,3,1,5,6,2,4,8
0,2,3,5,6,1,4,8
1,2,0,5,3,6,4,8
1,4,0,5,3,6,8,2
4,0,3,1,5,6,2,8
5,2,1,6,3,0,4,8
5,4,1,6,8,0,3,2
5,7,1,6,0,4,3,8,2
6,1,0,3,5,2,4,8
6,2,0,3,5,1,4,8
7,1,0,4,3,6,5,8,2
8,2,4,0,5,3,1,6
8,3,4,1,5,6,2,0
8,4,0,5,3,1,6,2
1,4,2,0,5,3,6,8
1,5,6,0,3,2,4,8
1,5,4,6,8,7,0,3,2
6,1,2,0,3,5,4,8
6,3,2,0,5,1,4,8
7,1,2,4,6,0,3,5,8
2,3,4,6,0,5,1,8
