0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
"(0, 2)","(0, 3)","(0, 4)","(1, 3)","(1, 14)","(1, 13)","(1, 5)","(1, 2)","(1, 9)","(1, 8)","(2, 4)","(2, 5)","(2, 6)","(2, 10)","(2, 3)","(3, 4)","(3, 7)","(4, 6)","(4, 14)","(4, 11)","(4, 13)","(4, 7)","(4, 10)","(5, 8)","(5, 13)","(5, 14)","(5, 12)","(6, 11)","(6, 13)","(6, 8)","(7, 8)","(7, 11)","(7, 14)","(8, 9)","(8, 10)","(8, 14)","(9, 11)","(9, 13)","(9, 12)","(10, 11)","(11, 12)","(11, 14)","(12, 13)","(12, 14)","(13, 14)"
70,35
0,1,2,3
1,0,3,2
6,1,2,13,8,4,5,10,14,9,3,7,11,12
8,0,7,3,1,4,10,6,14,2,5,11,13,9,12
9,0,11,4,13,1,3,2,12,14,6,7,10,5,8
10,1,8,2,5,6,13,4,11,14,9,12,3,7
12,0,11,4,13,14,5,2,9,6,10,1,3,8,7
0,1,2,3,4,14,13,5,7,6,8,11,10,9,12
0,2,1,3
1,2,0,3
2,8,5,1,6,10,13,4,11,14,9,12,7,3
2,9,1,0,11,4,13,3,10,6,14,12,7,5,8
2,12,5,0,11,4,13,14,10,6,9,1,8,3,7
3,0,1,2
3,1,0,2
3,9,1,0,11,4,13,2,7,14,12,6,10,5,8
4,0,1,3,2,14,13,7,5,6,8,11,10,9,12
5,1,0,2,3
6,0,4,2,1,13,8,3,14,5,9,7,10,11,12
7,0,3,4,1,8,14,2,13,10,6,5,9,11,12
8,1,0,7,3,4,10,6,14,2,5,11,13,9,12
9,1,0,11,4,13,3,2,14,12,6,7,10,5,8
10,0,2,4,1,8,3,14,13,7,6,5,9,11,12
11,0,4,2,10,6,8,7,9,14,3,1,5,13,12
13,0,4,12,2,5,14,11,1,6,10,9,3,8,7
13,1,0,4,3,2,14,5,6,7,11,8,12,9,10
14,0,4,10,11,8,2,9,6,7,3,1,5,13,12
14,1,0,4,3,2,13,7,5,6,8,11,10,9,12
2,3,9,1,0,11,4,13,10,6,7,14,12,5,8
2,4,0,1,3,14,13,7,5,6,8,11,10,9,12
2,5,1,0,3
3,4,0,1,2,14,13,5,6,7,8,11,10,9,12
13,4,6,0,2,5,1,14,8,3,11,7,9,10,12
14,4,7,0,3,1,13,2,8,5,6,9,10,12,11
0,2,3,4,5,1,14,13,7,6,8,11,10,9,12
