0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
"(0, 2)","(0, 11)","(1, 2)","(1, 6)","(1, 14)","(2, 3)","(2, 16)","(2, 15)","(3, 12)","(3, 6)","(3, 8)","(4, 5)","(4, 8)","(4, 10)","(4, 14)","(5, 7)","(5, 14)","(5, 15)","(6, 8)","(6, 10)","(6, 16)","(7, 12)","(7, 8)","(8, 9)","(9, 16)","(9, 13)","(10, 11)","(10, 15)","(11, 13)","(12, 13)","(12, 16)","(13, 15)","(14, 15)","(15, 16)"
80,36
0,1,2
1,0,2
3,1,2,6,16,12
6,0,10,11,1,2,3,16,15,13,12,9,14,8,4,5,7
7,2,5,15,12,3,8,16,4,13,14,10,9,6,1,11,0
9,1,16,2,6,8,3,12,13,7,15,14,11,10,5,4,0
12,0,13,11,3,2,16,15,9,10,6,8,4,1,7,5,14
14,0,15,2,1
15,1,14,2
16,1,2,6,3,12
0,1,2,4,11,10,14,15,3,8,5,6,13,12,9,16,7
0,1,2,14,15,4,11,10,3,8,5,6,13,12,9,7,16
2,8,3
2,11,0,9,16,13,15,12,10,6,3,8,4,1,5,7,14
3,0,2,7,12,8,16,11,13,15,5,6,9,10,4,14,1
4,1,14,3,8,2,6,15,10,16,9,5,7,13,11,12,0
4,3,8,5,2,15,12,7,1,14,10,16,9,13,6,11,0
4,5,0,10,11,15,2,13,14,1,3,8,9,12,6,7,16
4,6,8,10,2,5,15,14,3,1,16,7,12,9,13,11,0
4,7,5,8,13,15,10,14,9,11,12,16,6,2,3,0,1
4,8,2,5,15,10,14,3,1,7,12,16,9,13,6,11,0
5,1,14,0,15,2
6,1,0,10,11,2,3,16,15,13,12,9,14,8,4,5,7
10,0,11,1,6,2,3,16,15,12,13,9,14,7,5,8,4
10,3,6,2,15,1,16,14,12,4,8,13,5,7,11,9,0
10,6,0,11,1,2,3,16,13,12,15,9,8,14,4,7,5
11,0,1,2,10,6,15,3,16,13,14,12,9,8,4,5,7
11,4,10
13,0,11,1,15,14,2,10,6,16,4,3,8,9,12,5,7
13,1,15,14,2,4,11,10,5,9,8,3,0,6,12,16,7
14,1,0,15,2
16,0,2,4,15,14,10,6,5,9,8,11,1,3,13,7,12
2,3,15
2,5,15,13,0,11,10,4,14,8,3,1,9,6,16,7,12
2,5,15,16
15,0,2,16,4,14,10,5,11,1,3,8,6,9,13,7,12
