0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
"(0, 14)","(1, 14)","(2, 14)","(3, 14)","(4, 14)","(5, 14)","(6, 14)","(7, 14)","(8, 14)","(9, 14)","(10, 14)","(11, 14)","(12, 14)","(13, 14)"
16399,28
0,13,14
1,13,14
2,13,14
3,13,14
4,13,14
5,13,14
6,13,14
7,13,14
8,13,14
9,13,14
10,13,14
11,13,14
12,13,14
13,12,14
0,1,14,2,3,4,5,6,7,8,9,10,11,12
0,1,14,2,3,4,5,6,7,8,9,10,11,13
0,1,14,2,3,4,5,6,7,8,9,10,12,13
0,1,14,2,3,4,5,6,7,8,9,11,12,13
0,1,14,2,3,4,5,6,7,8,10,11,12,13
0,1,14,2,3,4,5,6,7,9,10,11,12,13
0,1,14,2,3,4,5,6,8,9,10,11,12,13
0,1,14,2,3,4,5,7,8,9,10,11,12,13
0,1,14,2,3,4,6,7,8,9,10,11,12,13
0,1,14,2,3,5,6,7,8,9,10,11,12,13
0,1,14,2,4,5,6,7,8,9,10,11,12,13
0,1,14,3,4,5,6,7,8,9,10,11,12,13
0,2,14,3,4,5,6,7,8,9,10,11,12,13
1,2,14,3,4,5,6,7,8,9,10,11,12,13
