0,1,2,3,4,5,6,7,8,9,10,11,12,13
"(0, 10)","(0, 4)","(0, 5)","(1, 2)","(1, 13)","(1, 4)","(1, 7)","(1, 10)","(2, 10)","(2, 9)","(2, 3)","(2, 4)","(2, 7)","(3, 8)","(3, 4)","(3, 10)","(3, 13)","(3, 5)","(3, 7)","(3, 11)","(3, 6)","(4, 11)","(4, 12)","(4, 8)","(4, 10)","(4, 7)","(4, 9)","(5, 9)","(5, 10)","(5, 6)","(5, 8)","(6, 13)","(6, 11)","(6, 12)","(8, 9)","(8, 13)","(8, 10)","(9, 10)","(9, 11)","(9, 12)","(9, 13)","(11, 13)"
112,63
0,2,10,4
3,1,4,10,2,13,7,11,8,9,5,0,6,12
8,2,9,3,4,10,5,11,13,0,6,1,12,7
9,1,2,10,4,13,3,8,11,5,7,0,6,12
12,2,4,9
13,0,1,4,8,3,11,9,10,6,5,2,7,12
0,1,10,4
0,2,10,4
1,2,0,4,10
2,3,1,4,10,13,7,11,8,9,5,0,6,12
4,3,1,10,2,13,7,9,8,11,5,0,6,12
4,8,2,9,3,10,5,11,13,0,6,1,12,7
4,9,1,2,10,13,3,8,11,5,7,0,6,12
5,0,4,9,3,10,8,2,11,13,1,6,7,12
5,3,4,9,10,0,8,2,11,13,1,6,7,12
5,7,3,4,9,10,0,8,2,11,13,1,6,12
5,8,2,9,3,10,4,11,13,0,6,1,12,7
5,9,7,3,2,4,8,10,13,11,0,1,6,12
6,2,3,5,10,9,11,12,13,8,4,1,0,7
6,3,1,13,4,10,2,7,8,11,9,12,5,0
7,0,4,11,3,10,5,2,1,9,8,6,13,12
7,1,0,4,10,2,3,13,5,8,11,9,6,12
7,2,0,4,10,3,1,5,13,9,8,6,11,12
7,3,1,4,10,2,13,11,8,9,5,0,6,12
8,3,2,9,4,10,5,11,13,0,6,1,12,7
9,2,3,8,5,10,11,4,13,6,0,1,12,7
10,0,2,4
10,3,1,4,2,13,7,11,8,9,5,0,6,12
10,8,2,9,3,4,5,11,13,0,6,1,12,7
10,9,1,2,4,13,3,11,8,5,7,0,6,12
10,12,9,4,1,2,13,3,8,6,11,5,7,0
11,3,2,4,9,8,5,10,13,6,0,1,12,7
12,0,4,6,5,3,11,9,10,8,13,2,1,7
12,1,4,6,13,3,11,9,8,10,2,7,5,0
12,2,4,9,6,3,11,5,13,8,10,0,1,7
13,1,5,6,8,3,9,10,11,12,4,2,7,0
1,4,7,0,10,2,3,13,5,8,11,9,6,12
2,3,4,6,11,12,9,8,5,10,13,0,1,7
2,4,7,0,10,3,1,5,13,9,8,6,11,12
2,4,9,6,3,11,12,5,13,8,10,0,1,7
4,7,3,1,10,2,13,9,8,11,5,0,6,12
4,7,9,2,11,3,8,10,13,5,1,6,0,12
4,8,3,6,11,12,13,5,9,1,10,0,2,7
4,10,3,1,2,13,7,9,8,11,5,0,6,12
4,10,8,2,9,3,5,11,13,0,6,1,12,7
4,10,9,1,2,13,3,8,11,5,7,0,6,12
4,11,3,6,12,9,8,5,2,10,13,0,1,7
4,12,8,9,7,3,2,6,10,13,5,11,1,0
4,12,9,1,2,10,13,3,8,11,6,5,7,0
5,3,6,4,9,10,0,8,11,12,2,13,1,7
5,8,3,9,4,10,2,13,11,0,1,6,7,12
5,9,8,7,3,2,4,10,13,11,0,1,6,12
5,10,3,4,9,0,8,2,11,13,1,6,7,12
5,10,8,2,9,3,4,11,13,0,6,1,12,7
5,10,9,7,3,2,1,4,8,13,11,0,6,12
7,1,2,3,13,4,10,9,8,11,5,6,0,12
7,3,2,1,4,10,13,11,8,9,5,0,6,12
10,1,2,0,4
10,2,3,1,4,13,7,11,8,9,5,0,6,12
10,8,3,2,9,4,5,11,13,0,6,1,12,7
10,9,2,3,8,5,11,4,13,6,0,1,12,7
1,2,4,10
2,4,10,9,11,3,8,13,5,1,6,0,7,12
