0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
"(0, 1)","(0, 12)","(0, 5)","(0, 9)","(0, 8)","(1, 10)","(1, 6)","(1, 3)","(1, 5)","(1, 9)","(1, 12)","(1, 11)","(2, 5)","(2, 12)","(2, 8)","(2, 7)","(2, 13)","(3, 14)","(3, 9)","(3, 10)","(4, 5)","(4, 6)","(4, 10)","(4, 12)","(5, 6)","(5, 12)","(5, 14)","(5, 10)","(5, 9)","(5, 13)","(6, 9)","(6, 12)","(6, 13)","(6, 11)","(7, 8)","(7, 13)","(7, 10)","(8, 9)","(8, 10)","(8, 13)","(9, 14)","(10, 11)","(11, 12)","(11, 13)","(13, 14)"
113,51
2,0,5,12,8,10,9,13,7,1,11,4,3,6,14
3,0,9,1
6,0,5,9,12,1
10,0,8,1,5,9,13,2,3,6,14,11,7,12,4
11,0,12,1
13,1,11,6,5,10,12,8,7,4,2,9,0,14,3
0,1,2,12,5,8,10,9,13,7,11,4,3,6,14
4,3,10,6,9,1,11,5,8,12,13,14,0,2,7
5,2,0,12,8,9,10,13,6,1,3,14,7,11,4
5,6,0,9,12,1
5,10,0,8,1,9,13,2,3,6,14,11,7,12,4
5,13,1,11,6,10,12,8,7,4,2,9,0,14,3
7,0,8,6,13,1,12,5,9,11,2,14,10,3,4
7,1,10,2,5,12,8,13,0,9,11,4,6,14,3
7,2,6,13,5,12,11,10,1,8,4,0,9,14,3
7,3,10,0,8,9,1,5,13,2,14,11,6,12,4
7,4,10,2,5,12,8,13,0,9,11,1,6,14,3
8,0,6,9,13,1,12,5,14,11,2,10,3,7,4
8,2,6,9,13,5,12,14,1,0,11,10,3,7,4
8,4,10,6,9,13,11,1,5,3,14,7,12,0,2
8,10,3,9,1,5,0,2,13,14,12,7,11,6,4
9,3,0,1
10,1,2,8,5,7,12,9,0,13,11,4,3,6,14
12,2,0,5,8,10,9,13,11,1,4,7,3,6,14
12,4,2,5
12,6,0,5,9,1
12,11,0,1
12,14,5,3,1,10,9,11,4,8,6,0,13,2,7
13,2,4,6,5,12,11,10,1,8,7,9,0,14,3
14,3,8,13,9,10,6,5,11,7,1,4,2,0,12
14,4,5,11,13,6,10,12,1,8,7,2,9,3,0
0,5,1,4,12,10,6,11,8,9,13,2,3,7,14
1,5,6,0,9,12
4,5,6,8,10,2,0,9,13,11,1,7,3,12,14
5,9,6,0,12,1
5,12,2,0,8,9,10,13,6,1,3,14,11,4,7
5,12,6,0,9,1
5,13,2,12,11,6,10,1,8,7,4,9,0,14,3
5,14,9
7,2,8,12,0,5,10,13,9,11,1,4,3,6,14
7,8,9
7,8,10,3,9,1,5,0,2,13,14,12,11,6,4
8,9,0,6,13,1,12,5,14,11,2,10,3,7,4
9,0,1,2,8,5,12,10,13,6,3,7,11,4,14
10,1,3,6,11,4,5,9,12,13,14,8,0,2,7
11,1,6,8,10,13,0,9,4,5,7,3,14,12,2
11,1,10,2,12,13,5,8,7,4,6,0,9,3,14
12,0,1,4,5,10,6,11,8,9,13,2,3,7,14
12,6,1,0,5,9
0,5,9,1,4,12,6,10,11,8,3,13,2,14,7
0,5,12,1,4,10,6,8,11,9,13,2,3,7,14
