0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
"(0, 14)","(0, 2)","(0, 13)","(0, 11)","(0, 6)","(0, 1)","(0, 7)","(0, 3)","(0, 10)","(1, 3)","(1, 14)","(1, 13)","(1, 5)","(1, 12)","(1, 6)","(1, 7)","(2, 3)","(2, 4)","(2, 5)","(2, 14)","(2, 13)","(2, 8)","(2, 11)","(3, 4)","(3, 12)","(3, 10)","(3, 11)","(3, 7)","(4, 5)","(4, 6)","(4, 7)","(4, 8)","(4, 9)","(5, 6)","(5, 10)","(5, 12)","(5, 11)","(6, 7)","(6, 9)","(6, 10)","(6, 11)","(7, 9)","(7, 12)","(7, 13)","(7, 8)","(8, 11)","(8, 12)","(8, 13)","(8, 10)","(8, 14)","(9, 11)","(9, 12)","(9, 13)","(9, 10)","(10, 11)","(10, 12)","(11, 12)","(11, 13)","(11, 14)","(12, 14)"
152,80
4,1,3,5,6,7,2,12,10,11,0,14,13,8,9
5,0,6,2,1,10,11,4,3,14,13,8,12,7,9
8,1,12,13,7,14,11,9,0,2,6,3,5,4,10
9,3,7,11,12,4,10,6,13,8,0,2,5,1,14
12,0,11,14,1,7,3,10,13,6,5,9,8,2,4
0,1,2,3,14,13,5,12,11,7,4,10,8,6,9
0,2,1,3,5,14,13,4,12,10,11,7,6,8,9
0,10,2,11,3,5,8,4,1,12,7,6,13,14,9
0,11,1,12,13,14,6,3,5,7,10,9,8,2,4
1,5,4,3,6,7,2,12,10,11,0,14,13,8,9
1,12,2,3,14,13,5,0,11,8,7,4,10,9,6
2,4,1,3,0,5,14,13,6,7,12,10,11,8,9
2,5,3,4,1,10,12,11,6,7,8,9,14,13,0
2,8,3,11,4,12,7,10,9,6,5,13,0,14,1
3,4,1,5,6,7,2,10,12,11,0,14,13,8,9
3,12,0,11,14,1,7,10,13,6,5,9,8,2,4
6,4,3,7,10,0,1,11,9,12,8,13,5,2,14
6,5,0,2,1,10,11,4,3,14,13,8,12,7,9
6,9,3,7,4,10,0,1,11,12,8,13,5,2,14
7,4,2,13,8,0,3,9,11,1,10,14,12,6,5
7,8,3,11,4,12,2,10,9,13,0,6,5,14,1
7,9,3,11,12,4,10,13,8,0,6,2,5,1,14
7,12,0,11,14,1,3,10,9,13,8,6,5,2,4
9,4,5,11,6,12,10,8,3,2,7,1,13,14,0
10,5,4,6,3,9,8,7,0,1,11,2,12,13,14
10,8,9,11,4,12,13,7,6,3,2,5,0,1,14
10,9,5,11,6,12,4,8,3,2,7,1,13,14,0
10,12,2,11,3,5,8,0,14,4,1,7,6,13,9
11,5,1,12,13,14,0,6,3,9,8,7,10,2,4
11,8,1,12,13,14,0,6,3,5,7,9,10,2,4
11,9,5,6,12,4,10,7,1,8,3,2,13,0,14
11,12,2,14,8,3,5,0,1,4,7,10,13,6,9
13,8,1,12,7,14,11,9,0,2,6,3,5,4,10
13,9,6,11,0,1,7,12,14,3,5,8,10,2,4
14,8,1,12,13,7,11,9,0,2,6,3,5,4,10
0,1,3,6,4,10,11,7,2,5,8,9,12,13,14
0,2,3,10,5,8,11,6,1,4,12,13,7,14,9
0,3,7
0,3,10,9,13,11,6,7,4,12,1,2,8,5,14
0,3,11,1,12,13,14,6,5,7,10,9,8,2,4
0,6,1,5,2,11,10,4,3,14,13,8,12,7,9
0,6,7
0,6,10,9,13,11,7,1,8,12,3,5,14,2,4
0,6,11,9,13,7,10,1,8,12,3,14,5,2,4
0,7,1,2,4,13,8,3,14,5,6,9,11,10,12
0,7,13
0,11,2,1,12,13,14,6,3,5,7,10,8,9,4
0,13,1,6,11,9,7,12,14,3,5,8,10,2,4
0,13,2,10,11,9,8,3,5,7,6,4,12,14,1
0,13,11,1,12,14,6,3,5,7,10,9,8,2,4
0,14,2,10,12,11,8,3,5,1,7,13,4,6,9
0,14,11,1,12,13,6,3,5,7,10,9,8,2,4
1,3,12,6,4,10,11,0,7,9,5,8,2,13,14
1,6,7
1,7,12,2,3,14,13,5,0,4,8,11,10,9,6
1,7,13
2,3,11
2,8,4,13,7,9,0,3,11,12,10,14,6,1,5
2,11,8,12,3,5,14,4,10,7,1,0,6,9,13
2,13,8,10,3,0,5,11,9,1,7,4,12,14,6
2,14,8,3,0,12,1,11,4,7,10,13,6,5,9
3,7,12,0,11,14,1,10,9,13,8,6,5,2,4
3,10,12,9,4,11,7,5,6,8,2,13,0,1,14
3,11,12,9,4,10,7,5,2,6,8,0,13,1,14
6,7,4,8,10,11,3,9,12,0,5,13,2,1,14
6,7,9,3,4,10,0,1,11,12,5,8,2,13,14
6,9,4,5,11,12,10,8,3,2,1,7,13,14,0
6,10,5,9,4,12,11,3,8,7,2,1,0,13,14
6,10,9,8,7,4,11,12,13,0,3,5,2,1,14
6,11,5,9,4,10,12,3,2,8,7,1,0,13,14
6,11,9,8,7,4,10,12,13,0,3,5,2,1,14
7,9,4,5,6,12,1,11,10,8,3,13,14,0,2
10,8,11,9,4,12,13,7,3,5,6,2,1,0,14
10,11,0,2,3,5,8,4,1,12,7,6,13,14,9
10,11,5,4,6,3,9,8,2,7,0,1,12,13,14
10,11,9,5,6,12,4,7,1,8,3,2,0,13,14
10,11,12,2,3,5,8,0,14,4,1,7,6,13,9
11,13,8,1,12,14,0,6,3,5,7,9,10,2,4
11,14,8,1,12,13,0,6,3,5,7,9,10,2,4
11,14,12,7,9,13,8,0,6,3,1,4,10,2,5
