0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
"(0, 8)","(0, 9)","(0, 11)","(0, 13)","(0, 14)","(0, 16)","(1, 8)","(1, 9)","(1, 10)","(1, 12)","(1, 15)","(2, 8)","(2, 9)","(2, 10)","(2, 11)","(3, 8)","(3, 10)","(3, 12)","(4, 8)","(4, 9)","(4, 10)","(4, 11)","(4, 12)","(4, 15)","(4, 16)","(5, 8)","(5, 9)","(5, 10)","(5, 11)","(5, 13)","(6, 8)","(6, 9)","(6, 10)","(6, 11)","(6, 12)","(6, 13)","(6, 14)","(6, 16)","(7, 8)","(7, 9)","(7, 11)","(7, 14)","(7, 16)","(8, 9)","(8, 10)","(8, 12)","(8, 13)","(8, 15)","(8, 16)","(9, 10)","(9, 11)","(9, 12)","(9, 13)","(9, 14)","(9, 15)","(10, 11)","(10, 12)","(10, 13)","(10, 14)","(10, 15)","(10, 16)","(11, 12)","(11, 13)","(11, 14)","(11, 15)","(12, 13)","(12, 14)","(12, 15)","(13, 14)","(13, 16)","(14, 15)","(15, 16)"
186,97
0,7,8,9,11,14,16,2,4,5,6,10,12,13,15
1,7,8,9
2,7,8,9,11,0,4,5,6,10,12,13,15,14,16
3,7,8
4,7,8,9,11,16,0,2,5,6,10,12,13,15,14
5,7,8,9,11,0,2,4,6,10,12,13,15,14,16
6,7,8,9,11,14,16,0,2,4,5,10,12,13,15
7,6,8,9,11,14,16,0,2,4,5,10,12,13,15
0,3,8,1,9,10,12,11,13,14,16,2,4,5,6,7,15
1,3,8,10,12,2,9,11,15,0,4,5,6,7,13,14,16
1,7,8,9,10,11,14,16,12,15,0,2,4,5,6,13
2,3,8,10,15,9,11,12,0,4,5,6,7,13,14,16
3,4,8,10,12,7,9,11,16,14,0,6,13,15,2,5
3,6,8,10,12,7,9,11,14,16,0,4,13,15,2,5
3,7,8,9,10,12,11,14,16,0,2,4,5,6,13,15
9,0,7,8,11,14,16,2,4,5,6,10,12,13,15
9,1,7,8
9,2,7,8,11,0,4,5,6,10,12,13,15,14,16
9,4,7,8,11,16,0,2,5,6,10,12,13,15,14
9,5,7,8,11,0,2,4,6,10,12,13,15,14,16
9,6,7,8,11,14,16,0,2,4,5,10,12,13,15
9,7,6,8,11,14,16,0,2,4,5,10,12,13,15
10,1,0,8,9,11,13,14,16,2,4,5,6,7,12,15
10,2,7,8,9,11,14,16,0,4,5,6,12,13,15
11,0,1,9,10,12,15,8,13,14,16,2,4,5,6,7
11,1,9,10,12,15,13,8,14,16,0,2,4,5,6,7
11,2,8,0,4,5,6,7,9,10,12,13,15,16,14
11,3,10,12,13,8,0,2,4,5,6,7,9,15,14,16
11,4,8,0,2,5,6,7,9,10,12,13,15,16,14
11,5,8,0,2,4,6,7,9,10,12,13,15,16,14
11,6,8,0,2,4,5,7,9,10,12,13,15,14,16
11,7,8,0,2,4,5,6,9,10,12,13,15,14,16
12,4,7,8,9,11,14,16,0,2,5,6,10,13,15
13,0,1,8,9,10,12,11,14,16,15,2,4,5,6,7
13,5,7,8,9,11,14,16,0,2,4,6,10,12,15
13,6,7,8,9,11,14,16,0,2,4,5,10,12,15
14,0,1,9,10,12,15,8,11,13,16,6,7,2,4,5
14,1,9,10,12,15,8,0,6,7,13,11,16,2,4,5
14,3,10,12,9,8,0,6,7,13,15,11,16,2,4,5
14,6,8,0,7,9,10,12,13,15,11,16,2,4,5
14,7,8,0,6,9,10,12,13,15,11,16,2,4,5
15,4,7,8,9,11,14,16,0,2,5,6,10,12,13
16,0,1,8,10,15,9,11,13,14,4,6,7,12,2,5
16,3,8,10,0,9,11,13,14,4,6,7,15,12,2,5
16,4,7,8,9,11,0,2,5,6,10,12,13,15,14
16,6,7,8,9,11,14,0,2,4,5,10,12,13,15
16,7,6,8,9,11,14,0,2,4,5,10,12,13,15
1,6,8,9,10,12,3,11,15,0,2,4,5,7,13,14,16
2,8,9,7,11,0,4,5,6,10,12,13,15,14,16
3,4,8,10,12,9,14,11,15,0,6,7,13,2,5,16
4,8,9,7,11,16,0,2,5,6,10,12,13,15,14
5,8,9,7,11,0,2,4,6,10,12,13,15,14,16
6,8,9,7,11,14,16,0,2,4,5,10,12,13,15
8,10,1,0,9,11,13,14,16,4,6,7,15,2,5,12
8,13,0,1,9,10,12,11,14,16,2,4,5,6,7,15
8,13,5,7,9,11,14,16,0,4,6,10,15,2,12
8,16,0,1,10,15,9,11,13,14,4,6,7,2,5,12
8,16,4,9,0,6,7,10,13,15,11,14,12,2,5
8,16,6,9,0,4,7,10,13,15,11,14,12,2,5
9,1,3,8,10,12,2,11,15,0,4,5,6,7,13,14,16
9,3,8,10,12,13,1,5,11,0,2,4,6,7,15,14,16
9,3,8,10,12,15,1,2,11,0,4,5,6,7,13,14,16
11,2,9,8,0,4,5,6,7,10,12,13,15,16,14
11,4,9,8,0,2,5,6,7,10,12,13,15,16,14
11,5,9,8,0,2,4,6,7,10,12,13,15,16,14
11,6,9,8,0,2,4,5,7,10,12,13,15,14,16
11,7,9,13,8,14,16,0,2,4,5,6,10,12,15
11,9,0,1,10,12,15,8,13,14,16,2,4,5,6,7
13,3,8,10,12,6,7,9,11,14,16,0,4,15,2,5
14,6,9,8,0,7,10,12,13,15,11,16,2,4,5
14,7,9,10,8,11,16,0,6,12,13,15,2,4,5
14,9,0,1,10,12,15,8,11,13,16,6,7,2,4,5
15,1,3,8,10,12,2,9,11,0,4,5,6,7,13,14,16
15,3,8,10,12,4,7,9,11,14,16,0,6,13,2,5
0,8,9,13,1,10,12,11,14,16,2,4,5,6,7,15
1,8,9,10,0,11,13,14,16,12,15,2,4,5,6,7
4,8,9,10,11,0,2,5,6,7,12,13,15,16,14
6,8,9,10,11,0,2,4,5,7,12,13,15,14,16
8,12,4,9,7,11,14,16,0,2,5,6,10,13,15
8,13,5,9,7,11,14,16,0,2,4,6,10,12,15
8,13,6,9,7,11,14,16,0,2,4,5,10,12,15
8,15,4,9,7,11,14,16,0,2,5,6,10,12,13
8,16,4,10,14,0,6,7,9,12,13,15,11,2,5
8,16,6,10,12,4,13,15,9,11,14,0,7,2,5
11,2,9,10,13,8,0,4,5,6,7,12,15,14,16
11,4,9,10,8,0,2,5,6,7,12,13,15,16,14
11,5,9,10,12,8,13,0,2,4,6,7,15,14,16
11,6,9,10,8,0,2,4,5,7,12,13,15,14,16
14,6,9,10,8,0,7,12,13,15,11,16,2,4,5
8,13,6,9,10,11,0,2,4,5,7,12,15,14,16
8,15,4,9,10,11,0,2,5,6,7,12,13,14,16
11,4,9,10,12,13,8,16,0,2,5,6,7,15,14
11,5,9,10,13,12,8,0,2,4,6,7,15,14,16
11,6,9,10,12,8,0,2,4,5,7,13,15,14,16
14,6,9,10,11,8,0,7,12,13,15,2,4,5,16
11,6,9,10,12,13,8,0,2,4,5,7,15,14,16
14,6,9,10,11,12,8,0,7,13,15,2,4,5,16
