0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
"(0, 1)","(0, 2)","(0, 4)","(0, 5)","(0, 6)","(0, 7)","(0, 8)","(0, 9)","(0, 10)","(0, 14)","(0, 16)","(1, 2)","(1, 3)","(1, 4)","(1, 6)","(1, 12)","(1, 15)","(1, 16)","(2, 4)","(2, 5)","(2, 9)","(2, 13)","(2, 14)","(2, 15)","(3, 4)","(3, 5)","(3, 7)","(3, 8)","(3, 10)","(3, 13)","(3, 15)","(3, 16)","(4, 8)","(4, 9)","(4, 10)","(4, 11)","(4, 12)","(4, 16)","(5, 6)","(5, 7)","(5, 9)","(5, 12)","(5, 13)","(5, 15)","(6, 8)","(6, 9)","(6, 11)","(6, 13)","(6, 15)","(7, 11)","(7, 13)","(7, 14)","(7, 16)","(8, 9)","(8, 11)","(8, 12)","(8, 13)","(8, 15)","(9, 10)","(9, 12)","(9, 13)","(9, 14)","(9, 15)","(9, 16)","(10, 11)","(10, 12)","(10, 13)","(10, 14)","(11, 12)","(11, 13)","(11, 14)","(11, 15)","(11, 16)","(12, 13)","(12, 15)","(13, 15)","(13, 16)","(14, 15)","(14, 16)","(15, 16)"
223,124
3,0,1,4,5,7,8,10,16,2,6,12,15,9,11,13,14
11,3,4,7,8,10,13,15,16,0,2,9,12,1,14,5,6
12,0,1,4,5,8,9,10,2,3,6,15,16,13,11,14,7
13,1,2,3,6,12,15,16,4,5,0,9,14,8,10,11,7
15,0,1,2,5,6,8,9,14,16,3,12,4,13,7,11,10
0,5,1,2,3,6,12,15,4,13,9,7,8,10,16,11,14
0,7,4,3,11,16,1,5,8,10,13,15,6,14,12,2,9
0,8,3,1,4,5,7,10,16,6,12,15,2,9,11,13,14
0,9,1,2,4,6,12,15,16,5,13,14,8,11,3,10,7
0,10,3,1,4,5,7,8,16,12,2,6,15,9,11,13,14
0,14,1,2,15,16,4,9,13,5,6,8,10,11,3,12,7
1,3,2,4,5,13,15,0,9,12,8,10,11,16,6,7,14
1,12,3,4,5,8,10,13,15,0,2,9,11,16,6,14,7
1,15,0,2,5,6,8,9,14,16,13,4,3,12,7,11,10
