0,1,2,3,4,5,6,7,8,9,10,11
"(0, 1)","(0, 4)","(0, 7)","(0, 6)","(0, 5)","(0, 2)","(0, 3)","(1, 7)","(1, 8)","(1, 2)","(1, 6)","(1, 4)","(1, 11)","(1, 3)","(1, 5)","(2, 7)","(2, 3)","(2, 4)","(2, 8)","(2, 5)","(2, 9)","(2, 6)","(3, 10)","(3, 4)","(3, 8)","(3, 5)","(4, 5)","(4, 9)","(4, 10)","(4, 11)","(4, 7)","(4, 6)","(5, 6)","(5, 7)","(5, 11)","(5, 8)","(5, 9)","(6, 8)","(6, 9)","(6, 10)","(7, 11)","(7, 9)","(7, 8)","(8, 9)","(8, 10)","(9, 10)","(9, 11)","(10, 11)"
209,88
8,0,6,1,3,2,7,5,4,10,9,11
9,1,8,6,4,7,11,2,5,3,10,0
10,2,3,4,9,8,6,5,1,0,7,11
11,0,7,4,5,1
1,8,0,6,3,2,7,5,4,10,9,11
1,11,0,7,4,5
2,8,0,6,1,3,7,5,4,10,9,11
2,9,3,8,4,10,5,6,1,7,11,0
3,8,0,6,1,2,7,5,4,10,9,11
3,10,2,4,9,8,6,5,1,7,0,11
4,9,1,8,6,7,11,2,5,3,10,0
4,10,2,3,9,8,6,5,1,0,7,11
4,11,0,7,5,1
5,8,0,6,1,3,2,7,4,10,9,11
5,9,1,8,6,4,7,11,2,3,10,0
5,11,0,7,4,1
6,8,0,1,3,2,7,5,10,4,9,11
6,9,1,8,4,7,11,2,5,3,10,0
6,10,3,8,5,0,1,4,2,7,9,11
7,8,0,6,1,3,2,5,9,4,10,11
7,9,1,8,6,4,11,2,5,3,10,0
7,11,0,4,5,1
1,2,8,0,6,3,7,5,4,10,9,11
1,3,8,0,6,2,7,5,4,10,9,11
1,4,11,0,7,5
1,5,8,0,6,3,2,7,4,10,9,11
1,5,11,0,7,4
1,6,8,0,3,2,7,5,10,4,9,11
1,7,8,0,6,3,2,5,9,4,10,11
1,7,11,0,4,5
2,3,8,0,6,1,7,5,4,10,9,11
2,4,9,3,8,10,5,6,1,7,11,0
2,5,8,0,6,1,3,7,4,10,9,11
2,5,9,3,8,4,10,6,1,7,11,0
2,6,8,0,1,3,7,5,10,4,9,11
2,6,9,3,8,5,0,1,4,10,7,11
2,7,8,0,6,1,3,5,9,4,10,11
2,7,9,3,1,0,5,4,8,10,6,11
3,5,8,0,6,1,2,7,4,10,9,11
4,5,9,1,8,6,7,11,2,3,10,0
4,5,11,0,7,1
4,6,9,1,8,7,11,2,5,3,10,0
4,6,10,8,3,5,9,2,1,7,0,11
4,7,9,1,8,6,11,2,5,3,10,0
4,7,11,0,5,1
5,6,8,0,1,3,2,7,10,4,9,11
5,6,9,1,8,4,7,11,2,3,10,0
5,7,8,0,6,1,3,2,9,4,10,11
5,7,9,1,8,6,4,11,2,3,10,0
5,7,11,0,4,1
0,1,2,6,3,8,5,4,10,7,9,11
0,1,2,7,3,5,4,8,9,10,6,11
1,2,3,8,4,9,6,7,10,5,11,0
1,2,5,8,0,6,3,7,4,10,9,11
1,2,6,8,4,9,3,7,10,5,11,0
1,2,7,8,4,9,6,3,10,5,11,0
1,3,5,8,0,6,2,7,4,10,9,11
1,4,5,11,0,7
1,4,7,11,0,5
1,5,6,8,0,3,2,7,10,4,9,11
1,5,7,8,0,6,3,2,9,4,10,11
1,5,7,11,0,4
2,3,5,8,0,6,1,7,4,10,9,11
2,4,5,9,3,8,10,6,1,7,11,0
2,4,6,9,3,8,5,0,1,10,7,11
2,4,7,9,3,1,0,5,8,10,6,11
2,5,6,8,0,1,3,7,10,4,9,11
2,5,6,9,3,8,0,1,4,10,7,11
2,5,7,8,0,6,1,3,9,4,10,11
2,5,7,9,3,1,0,4,8,10,6,11
4,5,6,9,1,8,7,11,2,3,10,0
4,5,7,9,1,8,6,11,2,3,10,0
4,5,7,11,0,1
0,1,2,3,4
0,1,2,3,5
0,1,2,4,6,3,8,5,10,7,9,11
0,1,2,4,7,3,5,8,6,9,10,11
0,1,2,5,6,3,8,4,10,7,9,11
0,1,2,5,7,3,4,8,9,10,6,11
0,1,3,4,5
0,1,4,5,6
0,2,3,4,5
0,2,4,5,6
0,2,4,5,7
1,2,3,4,5
1,2,4,5,6
1,2,4,5,7
1,4,5,7,11
