0,1,2,3,4,5,6,7,8,9,10,11,12
"(0, 1)","(1, 2)","(1, 4)","(1, 8)","(1, 10)","(2, 3)","(2, 5)","(2, 6)","(2, 12)","(5, 7)","(5, 9)","(5, 11)"
1181,24
0
2,0,1
3,0,2,1
4,0,1
5,0,2,1
6,0,2,1
7,0,5,2,1
8,0,1
9,0,5,2,1
10,0,1
11,0,5,2,1
12,0,2,1
4,0,1,8,10
3,0,2,1,4,6,8,10,12
3,0,2,1,4,6,7,5,8,9,10,11
3,0,2,1,4,6,7,5,8,9,10,12
3,0,2,1,4,6,7,5,8,9,11,12
3,0,2,1,4,6,7,5,8,10,11,12
3,0,2,1,4,6,7,5,9,10,11,12
3,0,2,1,4,6,8,9,5,10,11,12
3,0,2,1,4,7,5,8,9,10,11,12
3,0,2,1,6,7,5,8,9,10,11,12
4,0,1,6,2,7,5,8,9,10,11,12
1,3,2,4,6,7,5,8,9,10,11,12
