0,1,2,3,4,5,6,7,8,9,10
"(0, 9)","(0, 7)","(0, 4)","(0, 10)","(1, 2)","(1, 5)","(1, 7)","(2, 4)","(2, 7)","(2, 10)","(2, 6)","(3, 4)","(3, 5)","(3, 10)","(4, 7)","(4, 8)","(5, 7)","(6, 7)","(7, 9)","(8, 9)","(8, 10)","(9, 10)"
61,24
2,0,4,7,10,3,8,9,5,1
3,0,4,10,2,8,7,9,5,1
8,3,10,4,2,0,7,9,5,1
0,1,7,4,2,10,9,8,3,5
0,2,7,4,10,9,3,8,5,1
0,4,5,7,3,10,8,2,9,1
0,6,7,4,2,10,9,8,3,5,1
0,6,7,9,4,2,8,10,3,5,1
1,2,3,5,4,10,7,0,8,9
4,2,0,7,10,9,8,3,5,1
5,3,0,7,4,10,9,2,8,1
5,6,7,9
6,1,7,2,3,5,4,10,0,8,9
6,2,0,7,4,10,9,3,8,5,1
7,2,0,4,10,3,8,9,5,1
9,0,6,7
10,0,8,9,4,7,3,2,5,1
10,2,0,4,7,3,8,9,5,1
0,1,7,5,8,9,4,10,2,3
0,5,7,6,8,9,4,10,3,2,1
7,1,2,3,5,4,10,0,8,9
7,4,2,0,10,9,8,3,5,1
9,0,1,7,4,8,2,10,3,5
9,1,7,5
