0,1,2,3,4,5,6,7,8,9,10,11,12,13
"(0, 1)","(0, 12)","(0, 11)","(0, 2)","(1, 10)","(1, 11)","(1, 7)","(2, 6)","(2, 11)","(2, 9)","(2, 10)","(3, 13)","(3, 7)","(4, 6)","(4, 13)","(5, 6)","(5, 9)","(5, 13)","(5, 10)","(6, 7)","(6, 10)","(7, 11)","(7, 10)","(8, 11)","(8, 12)","(9, 13)","(11, 13)","(12, 13)"
84,36
3,0,13,12,11,7,1,8
4,1,6,7,10,13,11,5,2,3,9,0,12,8
5,0,6,2,9,10,13,12,11,1,4,7,8,3
7,0,11,1
8,7,11
9,0,2
10,0,1,2,11,7,6
0,1,6,2,10,7,11
0,2,1,11,10,7,6
0,9,2,7,1,11,5,6,10,13,3,12,4,8
1,5,10,4,6,7,11,13,2,3,0,9,12,8
2,4,6,9,13,5,11,10,7,1,3,0,12,8
8,7,11,0,12,1,13,3
11,3,13,7,0,12,1,8
11,7,0,1
12,1,0,2,10,11,5,13,7,8,6,9,3,4
12,2,0,7,13,11,8,3,1,6,10,9,4,5
12,4,13,2,0,6,11,9,5,7,8,10,1,3
12,5,13,2,0,6,9,10,11,1,4,7,8,3
13,3,0,12,11,7,1,8
13,4,2,11,9,6,7,5,3,10,1,0,12,8
13,5,2,11,9,6,10,7,1,4,3,0,12,8
13,6,4,5,9,2,11,10,7,1,3,0,12,8
13,9,0,12,11,2,8
0,8,12,11,13,1,2,9,10,5,7,6,3,4
0,11,1,6,2,7,10
1,3,7,10,5,13,6,11,4,2,0,9,12,8
12,3,13,4,8,11,7,0,1,6,2,10,5,9
12,3,13,5,8,11,7,0,1,6,10,2,9,4
12,3,13,9,2,0,11,7,6,10,1,8,5,4
12,9,13,4,2,0,11,6,8,7,5,3,1,10
12,9,13,5,2,0,11,6,10,1,8,7,4,3
13,4,3,8,12,11,7,0,1,6,2,10,5,9
13,5,3,8,12,11,7,0,1,6,10,2,9,4
13,4,3,9,11,7,2,6,5,10,1,0,12,8
13,5,3,9,11,7,2,6,10,4,1,0,12,8
