0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
"(0, 15)","(0, 3)","(0, 9)","(0, 11)","(0, 8)","(0, 14)","(0, 13)","(1, 3)","(1, 4)","(1, 13)","(1, 10)","(1, 7)","(1, 14)","(2, 3)","(2, 4)","(2, 5)","(2, 15)","(2, 6)","(2, 9)","(3, 4)","(3, 5)","(3, 6)","(3, 7)","(3, 15)","(3, 9)","(3, 10)","(3, 14)","(4, 5)","(4, 6)","(4, 7)","(4, 8)","(4, 9)","(4, 11)","(4, 13)","(5, 6)","(5, 8)","(5, 9)","(5, 13)","(5, 11)","(6, 9)","(6, 10)","(6, 12)","(6, 15)","(6, 8)","(7, 9)","(7, 13)","(7, 14)","(8, 9)","(8, 10)","(8, 12)","(9, 13)","(9, 10)","(9, 14)","(9, 15)","(10, 12)","(10, 14)","(11, 12)","(11, 15)","(12, 13)","(12, 14)","(12, 15)","(13, 14)","(13, 15)","(14, 15)"
165,108
0,1,3,14,13,4,5,7,15,9,8,11,2,6,10,12
1,0,3,13,14,4,5,7,15,9,8,11,2,6,10,12
2,1,3,4
4,0,3,8,9,11,13,5,6,10,15,1,7,14,12,2
5,1,4,3,13,0,7,15,9,14,11,8,2,6,10,12
6,1,4,3,10,8,9,5,0,7,13,14,11,15,12,2
7,0,9,3,13,14,4,1,5,15,8,11,2,6,10,12
10,0,8,14,9,3,12,5,4,6,11,13,15,1,7,2
12,1,13,10,14,9,8,6,15,7,4,3,5,0,2,11
0,2,15,3,9,13,4,5,1,7,14,8,11,6,10,12
3,0,1,14,13,15,9,5,7,4,2,11,6,10,8,12
3,1,0,13,14,15,9,5,7,4,2,11,6,10,8,12
3,4,0,8,9,11,13,10,5,6,12,15,14,1,7,2
3,5,1,4,13,14,15,9,7,0,2,11,6,10,8,12
3,6,1,4,10,8,9,5,0,7,13,14,11,15,12,2
3,7,0,9,13,14,15,1,5,4,2,11,6,10,8,12
3,10,0,8,14,9,5,4,6,12,13,11,1,7,15,2
4,1,0,3,8,9,11,13,14,5,6,10,15,7,12,2
5,2,1,4,3,13,0,7,15,9,14,11,8,6,10,12
6,2,1,4,3,10,8,9,5,0,7,13,14,11,15,12
7,1,2,9,4,3,13,10,14,15,5,0,12,6,8,11
8,0,7,9,4,3,14,13,11,1,5,6,10,15,12,2
8,4,1,10,6,9,3,7,13,14,5,0,12,15,11,2
9,0,1,7,13,10,14,4,3,12,15,5,8,6,11,2
9,2,0,3,15
9,4,1,7,13,10,14,3,12,15,5,0,8,6,11,2
9,5,1,7,13,10,14,4,3,12,15,0,8,6,11,2
9,6,1,7,13,10,14,4,3,12,15,5,0,8,11,2
9,7,1,13,10,14,4,3,12,15,5,0,8,6,11,2
9,10,1,7,13,14,4,3,12,15,5,0,6,8,11,2
10,1,2,6,9,3,4,7,13,14,8,12,15,5,0,11
11,0,14,12,15,13,8,5,4,9,10,6,3,2,1,7
11,1,4,6,12,15,5,3,10,13,14,8,2,9,0,7
11,4,0,3,8,9,13,5,15,6,10,1,7,14,12,2
13,0,8,12,9,5,4,11,14,15,10,6,3,1,7,2
13,1,3,14,15,9,5,7,4,0,2,11,6,10,8,12
13,4,0,3,8,9,11,1,5,7,15,14,6,10,12,2
13,5,3,14,15,9,1,7,4,0,2,11,6,10,8,12
13,7,0,9,3,14,4,1,5,15,8,11,2,6,10,12
13,12,6,15,9,5,4,2,11,3,8,10,14,0,1,7
14,0,1,3,13,4,5,7,15,9,8,11,2,6,10,12
14,1,2,9,15,3,4,7,13,10,11,6,5,0,12,8
14,2,9,15,3
15,0,1,13,3,14,9,5,7,4,10,6,2,11,8,12
15,2,0,3,9
15,6,1,13,3,14,4,10,12,9,5,7,0,2,11,8
15,12,1,13,3,14,10,9,5,7,4,0,6,8,2,11
2,3,4,0,15,9,8,11,13,6,12,5,10,14,1,7
3,4,1,0,8,9,11,13,14,10,5,6,12,7,15,2
3,5,2,1,4,13,14,15,9,7,0,11,6,10,8,12
3,6,2,1,4,10,8,9,5,0,7,13,14,11,15,12
3,7,1,2,9,4,13,10,14,15,5,0,12,6,8,11
3,9,0,1,7,13,10,14,4,15,5,12,8,6,11,2
3,9,4,1,7,13,10,14,15,5,0,12,8,6,2,11
3,9,5,1,7,13,10,14,4,15,0,12,8,6,2,11
3,9,6,1,7,13,10,14,4,15,5,0,12,8,2,11
3,9,7,1,13,10,14,4,15,5,0,12,8,6,2,11
3,9,10,1,7,13,14,4,15,5,0,12,6,8,2,11
3,10,1,13,4,5,0,7,15,9,14,12,6,8,11,2
3,14,0,1,13,15,9,5,7,4,2,11,6,10,8,12
3,14,1,6,12,10,9,15,4,13,8,11,7,2,5,0
3,14,7,0,9,13,15,1,5,4,2,11,6,10,8,12
3,15,0,1,13,14,9,5,7,4,10,6,2,11,8,12
3,15,6,1,13,14,4,10,9,5,7,0,12,2,11,8
9,4,2,1,7,13,10,14,3,15,5,12,0,8,6,11
9,5,2,1,7,13,10,14,4,3,15,12,0,8,6,11
9,6,2,1,7,13,10,14,4,3,12,15,5,0,8,11
9,7,2,4,3,5,13,15,14,1,0,11,6,10,8,12
9,8,4,1,7,13,10,14,3,12,5,0,15,6,11,2
9,13,0,12,8,6,10,14,15,11,5,4,3,1,2,7
9,13,4,3,14,15,1,5,7,0,2,11,6,10,8,12
9,13,5,3,14,15,1,7,4,0,2,11,6,10,8,12
9,13,7,3,14,15,1,5,4,0,2,11,6,10,8,12
9,14,0,1,7,13,10,4,3,12,15,5,8,6,11,2
9,15,0,1,7,13,10,14,4,3,12,5,6,8,2,11
9,15,2,0,3
9,15,6,1,7,13,10,14,4,3,12,5,0,8,2,11
13,1,4,6,12,15,9,5,3,10,14,11,8,2,7,0
13,5,4,8,12,9,0,11,6,10,14,15,3,1,7,2
13,7,1,3,14,15,9,5,4,0,2,11,6,10,8,12
13,14,0,8,12,9,5,4,10,11,15,6,3,1,7,2
13,14,1,6,12,15,9,5,4,10,3,8,11,2,7,0
13,14,7,0,9,3,4,1,5,15,8,11,2,6,10,12
13,14,12,6,15,9,5,4,10,3,2,11,8,1,7,0
13,15,0,8,12,9,5,4,6,11,14,10,3,2,1,7
13,15,12,11,5,4,0,6,3,2,9,8,14,10,1,7
15,6,2,1,13,3,14,4,10,12,9,5,7,0,11,8
15,14,0,1,13,3,9,5,7,4,10,6,2,11,8,12
3,5,2,4,1,13,14,15,9,7,0,11,6,10,8,12
3,6,2,4,1,10,9,8,7,13,14,5,0,15,12,11
3,9,2,4,1,7,13,10,14,15,5,0,12,6,8,11
3,9,2,5,1,7,13,10,14,4,15,0,12,6,8,11
3,9,2,6,1,7,13,10,14,4,15,5,0,12,8,11
3,9,14,0,1,7,13,10,4,15,5,12,8,6,11,2
3,9,15,0,1,7,13,10,14,4,5,12,6,8,2,11
3,9,15,6,1,7,13,10,14,4,5,0,12,8,2,11
3,15,2,6,8,4,5,0,9,10,12,11,13,1,14,7
3,15,14,0,1,13,9,5,7,4,10,6,2,11,8,12
9,13,0,14,12,8,6,10,15,11,5,4,3,1,2,7
9,13,14,15
9,13,15,0,12,8,6,10,14,11,5,4,3,1,2,7
9,15,6,2,1,7,13,10,14,4,3,12,5,0,8,11
9,15,14,0,1,7,13,10,4,3,12,5,6,8,2,11
13,14,15,0,8,12,9,5,4,10,6,11,3,2,1,7
3,5,2,4,6,8,0,9,10,11,13,15,14,1,12,7
3,9,2,4,5,1,7,13,10,14,15,0,12,6,8,11
3,9,2,6,4,1,7,13,10,14,15,5,0,12,8,11
3,9,14,15,0,1,7,13,10,4,5,12,6,8,2,11
