0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
"(0, 16)","(0, 2)","(0, 4)","(0, 6)","(0, 11)","(0, 12)","(0, 7)","(0, 3)","(0, 15)","(1, 2)","(1, 9)","(1, 7)","(1, 14)","(2, 13)","(2, 3)","(2, 7)","(2, 14)","(2, 11)","(2, 6)","(2, 4)","(2, 12)","(3, 5)","(3, 4)","(3, 11)","(3, 14)","(3, 16)","(4, 9)","(4, 15)","(4, 10)","(4, 5)","(4, 16)","(5, 6)","(5, 12)","(5, 10)","(5, 7)","(5, 9)","(6, 7)","(6, 16)","(7, 10)","(7, 13)","(8, 9)","(8, 15)","(8, 16)","(9, 15)","(9, 11)","(10, 15)","(10, 11)","(11, 12)","(12, 13)","(13, 15)","(15, 16)"
137,67
0,1,2,7
1,0,2,7
5,0,6,3,12,7,4,2,16,11,13,10,15,9,1,8,14
9,0,4,15,11,3,10,2,5,16,7,1,13,6,12,8,14
10,0,7,15,4,11,13,2,5,9,3,12,6,1,16,14,8
13,0,15,2,12,7,4,10,5,11,6,3,9,16,1,8,14
0,1,2,7,5,4,6,12,3,9,10,16,13,11,14,15,8
2,13,0,15,12,7,4,10,5,11,6,3,9,16,1,8,14
3,0,1,2,14,7,5,6,12,4,9,16,11,13,10,15,8
4,0,1,9,2,7,15,11,5,10,13,3,12,6,14,16,8
4,5,2,6,3,12,7,0,16,11,13,10,15,9,1,8,14
4,9,3,5,11,12,10,0,2,15,7,6,1,16,13,14,8
6,0,1,7,2
6,1,7,2,13,12,5,0,9,3,4,15,11,16,14,10,8
6,1,7,2,14,12,5,0,13,9,3,4,15,11,16,10,8
7,0,1,2
7,1,0,2
7,5,0,6,3,12,4,2,16,11,13,10,15,9,1,8,14
7,10,0,15,4,11,13,9,2,5,3,12,1,6,16,14,8
7,13,0,15,2,12,10,4,5,11,6,3,9,16,1,8,14
7,14,2,1,5,3,6,4,12,9,0,16,11,10,13,15,8
8,0,15,16,5,9,4,6,12,7,3,10,11,1,2,13,14
8,1,9,14,16,3,15,4,0,2,6,7,5,11,13,10,12
8,9,0,15,16,4,11,10,3,2,5,7,1,6,13,12,14
9,1,4,2,11,0,3,10,15,7,5,14,13,16,6,12,8
11,0,1,2,9,7,4,15,5,10,3,13,12,6,14,16,8
11,9,7,0,2,10,1,5,4,15,6,12,3,16,13,14,8
12,0,1,2,7,5,13,6,3,4,9,15,16,11,14,10,8
12,1,2,13,7,5,0,9,6,3,4,15,11,16,14,10,8
13,1,2,7,5,12,9,3,6,4,0,11,15,14,16,10,8
14,0,2,3,1,7,5,6,12,4,9,16,11,13,10,15,8
14,1,0,2,3,7,5,9,6,12,4,15,11,16,13,10,8
15,0,2,13,4,12,7,5,10,9,6,3,11,1,16,14,8
15,1,9,7,13,10,0,5,2,12,4,11,6,3,16,14,8
15,6,16,0,7,13,10,2,12,5,4,11,3,9,8,1,14
15,9,0,4,11,3,10,2,16,5,7,13,1,8,6,14,12
16,0,2,3,6,4,5,12,7,11,13,10,9,15,8,1,14
16,13,15,7,0,6,10,2,12,4,11,5,3,9,8,1,14
0,2,3,1,7,14,5,6,12,4,9,16,11,13,10,15,8
0,2,4,1,7,9,10,5,15,11,6,3,12,13,16,14,8
0,2,6,1,7
2,3,13,12,5,11,0,6,7,4,10,9,15,16,1,8,14
2,4,14,3
2,7,13,0,15,12,4,10,5,11,6,3,9,16,1,8,14
2,11,0,1,9,7,4,15,5,10,3,13,6,12,14,16,8
2,11,14,3
2,12,0,10,7,11,4,5,15,13,3,9,6,16,1,8,14
2,12,13,10,7,11,4,5,15,0,3,9,6,16,1,8,14
2,12,14,0,3,5,11,6,7,4,10,9,16,13,1,15,8
2,14,1,0,3,7,5,6,12,4,9,16,11,13,10,15,8
4,3,0,1,9,2,14,7,5,11,15,10,6,12,16,13,8
4,3,16
7,6,0,1,2
11,3,0,1,2,9,14,7,4,5,15,10,12,6,16,13,8
15,4,0,2,13,12,7,5,10,9,6,3,11,1,16,14,8
15,4,9,7,13,10,0,2,5,1,12,11,6,3,16,14,8
15,8,9,0,16,4,11,3,10,2,5,7,13,1,6,12,14
16,0,3,2,6,4,5,12,7,11,13,10,9,15,8,1,14
16,4,0,2,3,6,5,12,7,11,13,10,9,15,8,1,14
16,6,0,5,3,4,12,7,2,11,10,13,9,15,8,1,14
16,15,0,2,3,6,4,13,5,7,12,10,9,11,8,1,14
0,2,3,4,13,12,7,15,5,11,10,16,6,9,1,8,14
0,2,6,7
2,3,11,0,13,12,7,15,5,10,4,16,9,6,8,1,14
2,6,7,13,0,15,12,4,16,10,5,3,11,9,1,8,14
4,3,16,0,14,2,6,5,12,7,11,13,10,1,9,15,8
16,4,15,0,2,3,6,13,5,7,12,10,9,11,8,1,14
