0,1,2,3,4,5,6,7,8,9,10,11,12,13
"(0, 3)","(0, 5)","(0, 8)","(0, 9)","(0, 6)","(0, 7)","(0, 13)","(1, 13)","(1, 5)","(1, 9)","(1, 7)","(1, 3)","(1, 4)","(1, 12)","(2, 5)","(2, 10)","(2, 11)","(2, 3)","(2, 8)","(3, 5)","(3, 8)","(3, 9)","(3, 4)","(3, 11)","(3, 10)","(4, 9)","(4, 12)","(4, 10)","(4, 7)","(4, 13)","(4, 6)","(5, 7)","(5, 11)","(5, 13)","(5, 8)","(5, 12)","(6, 7)","(6, 8)","(6, 10)","(6, 9)","(6, 11)","(7, 8)","(7, 11)","(7, 13)","(7, 12)","(8, 12)","(8, 13)","(8, 9)","(8, 10)","(9, 13)","(9, 11)","(10, 11)","(10, 12)","(10, 13)","(11, 12)","(12, 13)"
173,110
0,1,3,5,9,7,13,8,4,11,10,6,12,2
1,0,13,5,9,7,3,8,4,10,11,6,12,2
2,1,5,3
4,0,9,3,7,13,6,1,8,11,5,10,12,2
10,1,4,12,3,13,11,8,5,0,9,7,6,2
11,1,12,7,5,3,9,8,4,10,13,0,6,2
3,0,1,5,9,7,13,11,8,4,6,10,12,2
3,1,0,13,5,9,7,8,4,10,11,6,12,2
3,4,0,9,7,13,6,1,8,11,5,10,12,2
3,10,1,4,12,13,11,8,5,9,0,7,6,2
3,11,1,12,7,5,9,8,4,10,13,0,6,2
4,1,2,3,10,5,12,13,11,8,7,9,0,6
5,0,1,3,9,7,13,8,4,11,10,6,12,2
5,1,0,13,9,7,3,8,4,10,11,6,12,2
5,2,1,3
5,11,1,12,7,3,9,8,4,10,13,0,6,2
6,0,5,7,8,11,12,3,9,10,2,4,13,1
6,4,5,7,8,0,11,12,3,1,13,9,10,2
6,10,3,8,0,9,11,4,7,12,5,2,13,1
6,11,5,7,8,0,12,3,9,10,2,4,13,1
7,0,4,3,9,6,13,5,8,11,1,10,12,2
7,1,3,8,5,11,4,0,12,13,9,6,10,2
7,4,0,9,3,13,6,1,8,11,5,10,12,2
7,11,4,10,12,3,6,9,8,13,5,1,0,2
8,0,1,7,12,3,13,9,5,11,4,6,10,2
8,2,0,5,3
8,10,1,7,12,3,13,9,5,4,6,11,0,2
8,12,0,7,13,5
9,0,2,3,8,11,5,7,6,12,10,1,13,4
9,1,2,3,8,11,5,7,12,13,6,10,0,4
9,4,0,3,7,13,6,5,8,11,1,10,12,2
9,11,2,3,8,7,6,12,5,10,13,1,4,0
10,2,1,4,12,3,13,5,7,11,8,0,9,6
11,2,1,12,7,5,3,9,8,10,4,13,0,6
12,1,3,11,8,4,10,5,7,9,2,6,13,0
12,4,0,8,7,13,5,9,3,6,10,11,1,2
13,0,4,3,9,6,7,5,8,1,10,11,12,2
13,1,3,9,8,5,4,10,0,11,6,7,12,2
13,4,0,9,3,7,6,1,8,11,5,10,12,2
13,10,3,1,9,8,5,4,0,12,7,6,11,2
3,4,1,8,9,12,10,7,13,6,5,11,0,2
3,5,0,1,9,7,13,8,11,4,6,10,12,2
3,5,1,0,13,9,7,8,4,10,11,6,12,2
3,5,11,1,12,7,9,8,4,10,13,0,6,2
3,8,0,1,7,12,13,9,5,11,4,6,10,2
3,8,2,0,5
3,8,9
3,8,10,1,7,12,13,9,5,4,11,0,6,2
3,9,0,7,5,8,4,11,1,13,6,12,10,2
3,9,1,2,8,11,5,7,12,13,6,10,0,4
3,9,4,0,7,13,6,8,5,11,1,10,12,2
3,10,2,1,4,12,13,5,7,11,8,9,0,6
3,11,2,4,10,12,7,6,9,8,13,5,1,0
5,7,0,6,11,8,3,9,10,12,2,4,1,13
5,7,1,11,9,3,12,13,8,0,4,6,10,2
5,7,11,10,3,2,13,8,12,6,4,0,1,9
5,8,0,1,7,12,3,13,9,11,4,6,10,2
5,8,2,0,3
5,8,12,0,7,13
5,11,2,1,12,7,3,9,8,10,4,13,0,6
5,12,1,6,7,0,11,8,4,10,9,13,3,2
5,13,0,6,7,11,8,9,4,10,1,12,3,2
5,13,1,6,7,0,11,8,9,4,10,12,3,2
6,0,7,5,8,11,12,3,9,10,2,4,13,1
6,7,8
6,8,0,5,7,11,10,12,2,3,9,13,4,1
6,8,9
6,9,0,7,13,1,4,8,11,10,12,5,3,2
7,1,4,11,5,9,3,12,10,6,13,0,8,2
7,8,0,4,6,12,3,13,9,10,11,5,1,2
7,8,12,0,13,5
7,12,1,3,8,5,11,4,0,10,13,9,6,2
7,12,4,0,8,13,5,9,3,6,10,1,11,2
7,13,0,4,3,9,6,5,8,11,1,10,12,2
7,13,1,3,8,5,11,4,0,9,10,12,6,2
7,13,4,0,9,3,6,1,8,11,5,10,12,2
8,9,0,2,3,11,5,10,12,7,6,1,13,4
8,9,13
8,10,2,1,7,12,3,13,9,5,4,6,11,0
8,13,0,4,7,6,12,3,9,10,5,11,1,2
8,13,10,11,7,6,12,3,9,5,2,4,1,0
8,13,12,0,7,5
9,4,1,2,3,8,11,10,5,7,6,12,13,0
9,13,0,7,1,4,8,6,11,5,3,12,10,2
9,13,1,3,8,5,4,10,0,7,12,6,11,2
9,13,4,0,3,7,6,5,8,1,10,11,12,2
12,1,4,6,11,8,7,10,9,5,3,2,13,0
13,1,4,6,9,8,7,10,0,11,3,12,5,2
13,10,4,11,9,7,12,5,3,6,8,1,0,2
13,12,1,3,9,8,5,4,10,0,11,6,7,2
13,12,4,0,8,7,5,9,3,6,10,11,1,2
2,3,5,8
3,5,8,0,1,7,12,13,9,11,4,6,10,2
5,7,0,8,11,3,9,6,12,10,2,4,1,13
5,7,1,12,11,9,3,13,8,0,4,6,10,2
5,7,8,12,0,13
5,7,13,0,6,11,8,9,4,10,12,3,2,1
5,7,13,1,11,9,12,10,3,8,0,4,6,2
5,8,13,0,6,7,11,9,4,10,1,12,2,3
5,8,13,12,0,7
5,13,12,1,6,7,0,11,8,9,4,10,3,2
7,1,4,12,11,5,9,3,10,6,13,0,8,2
7,8,13,0,4,6,12,3,9,10,11,5,1,2
7,8,13,12,0,5
7,13,1,4,11,9,12,5,10,3,6,8,0,2
7,13,12,1,3,8,5,11,4,0,9,10,6,2
7,13,12,4,0,8,5,9,3,6,10,1,11,2
13,12,1,4,6,9,8,7,10,0,11,3,5,2
5,7,8,12,13
5,7,8,13,0,11,6,12,3,9,10,2,4,1
