0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
"(0, 6)","(0, 7)","(0, 8)","(0, 9)","(0, 11)","(0, 12)","(1, 6)","(1, 7)","(1, 8)","(1, 10)","(1, 11)","(1, 12)","(1, 14)","(1, 16)","(2, 6)","(2, 7)","(2, 8)","(2, 10)","(2, 15)","(2, 16)","(3, 6)","(3, 9)","(3, 12)","(4, 6)","(4, 7)","(4, 9)","(4, 13)","(5, 6)","(5, 7)","(5, 8)","(5, 9)","(5, 10)","(5, 11)","(5, 13)","(6, 7)","(6, 8)","(6, 9)","(6, 10)","(6, 11)","(6, 14)","(6, 15)","(7, 8)","(7, 9)","(7, 11)","(7, 12)","(7, 13)","(7, 15)","(7, 16)","(8, 10)","(8, 13)","(8, 14)","(8, 15)","(9, 10)","(9, 11)","(9, 12)","(9, 14)","(9, 16)","(10, 15)","(10, 16)","(11, 12)","(11, 13)","(11, 14)","(12, 13)","(12, 14)","(14, 15)","(14, 16)"
187,110
0,1,6,7,8,11,12,3,9,14,5,13,10,16,4,15,2
1,3,6,12,0,7,9,11,14,8,15,16,10,13,5,2,4
2,4,6,7
3,1,6,12,0,7,9,11,14,8,15,16,10,13,5,2,4
4,3,6,9
5,2,6,7,8,10,1,9,15,16,11,12,14,0,13,3,4
10,0,6,8,9,5,7,14,11,1,2,15,16,12,13,3,4
13,1,7,8,11,12,0,5,6,14,9,10,4,3,15,16,2
14,0,6,8,9,11,12,1,3,7,5,10,13,16,15,2,4
0,2,6,7,8,14,9,11,12,15,16,1,10,5,13,3,4
2,3,6,7,9,12,10,16,0,1,11,14,5,8,15,13,4
2,4,6,7,14,8,15,16,9,1,11,12,13,10,0,5,3
4,3,6,9,8,7,13,0,5,10,14,12,1,2,15,16,11
5,3,6,9,8,0,7,10,14,11,12,1,2,15,16,13,4
6,0,1,7,8,11,12,5,13,14,3,9,10,4,15,16,2
6,1,3,12,0,7,9,11,14,8,15,16,10,13,5,2,4
6,3,1,12,0,7,9,11,14,8,15,16,10,13,5,2,4
6,5,2,7,8,10,1,9,15,16,11,12,14,0,13,3,4
6,10,0,8,9,5,7,14,11,1,2,15,16,12,13,3,4
6,14,0,8,9,11,12,5,7,10,1,13,3,15,16,2,4
7,0,1,6,8,11,12,3,9,14,5,13,10,16,4,15,2
7,1,3,6,9,12,0,11,14,10,16,8,5,15,2,13,4
7,2,4,6
7,4,2,6
7,5,4,6,9,13,8,11,12,0,10,14,1,3,2,15,16
7,13,1,8,11,12,0,5,6,14,9,10,4,3,15,16,2
8,0,1,6,7,11,12,3,9,14,5,13,10,16,4,15,2
8,1,5,6,7,10,11,2,9,15,16,0,13,14,12,4,3
8,2,3,6
8,3,6,1,12,0,7,13,14,9,11,15,16,4,5,10,2
8,5,4,6,7,13,9,11,12,0,10,14,1,3,2,15,16
8,3,6,15,1,12,7,10,14,0,13,9,11,2,5,16,4
9,0,3,6,12,1,7,11,14,10,16,8,15,2,5,13,4
9,3,2,6,7,10,16,1,14,12,5,8,15,11,0,13,4
9,4,3,6
9,5,2,6,7,10,16,8,1,14,15,0,11,12,13,3,4
9,10,2,6,7,16,1,14,5,8,15,11,12,0,13,3,4
9,14,3,6,12,0,1,7,11,8,10,16,15,5,13,2,4
10,1,5,6,7,8,11,2,9,15,16,0,13,14,12,4,3
11,0,5,6,7,8,9,1,13,14,10,12,16,4,15,2,3
11,1,5,6,7,8,10,2,9,15,16,0,13,14,12,4,3
