0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
"(0, 12)","(0, 10)","(0, 4)","(0, 6)","(0, 5)","(1, 12)","(1, 11)","(1, 5)","(1, 9)","(1, 10)","(2, 11)","(2, 8)","(2, 12)","(2, 14)","(2, 4)","(2, 9)","(2, 3)","(3, 7)","(3, 4)","(3, 11)","(3, 12)","(3, 15)","(3, 6)","(3, 9)","(4, 5)","(4, 14)","(4, 12)","(4, 11)","(5, 15)","(5, 10)","(6, 13)","(6, 14)","(6, 11)","(6, 15)","(7, 11)","(7, 8)","(7, 15)","(7, 14)","(8, 15)","(8, 14)","(8, 13)","(9, 15)","(9, 13)","(10, 15)","(10, 11)","(11, 12)","(13, 14)","(14, 15)"
85,47
0,1,12,10,5,11,4,6,3,15,14,9,7,2,13,8
1,0,12,5,10,4,11,6,3,15,14,9,7,2,13,8
3,0,4,12,6,14,11,15,2,7,10,5,9,8,1,13
7,0,3,4,11,14,12,6,15,10,5,2,1,8,9,13
8,1,2,11,7,12,9,15,13,5,10,14,3,4,6,0
9,0,15,5,1,10,6,13,3,12,2,4,14,8,11,7
11,0,6,10,4,12,15,14,3,5,1,7,9,2,13,8
14,1,6,11,2,4,7,15,9,13,5,10,12,3,0,8
15,0,5,10,6,11,7,3,4,12,1,14,9,2,13,8
2,3,0,12,4,6,11,14,10,7,15,1,5,8,9,13
4,0,1,5,12,11,10,6,14,3,15,2,7,9,13,8
4,3,1,5,12,11,9,15,0,10,2,14,7,6,8,13
4,8,2,14,11,7,6,3,15,0,13,12,9,5,10,1
4,11,1,5,12,10,0,6,14,3,15,2,7,9,13,8
4,14,1,5,12,11,6,2,7,15,9,13,10,0,8,3
5,0,3,4,15,12,6,14,11,10,1,2,7,9,13,8
5,1,8,15,12,2,11,9,7,10,13,3,14,6,0,4
6,0,12,11,3,10,4,15,1,5,14,7,9,2,13,8
6,3,10,11,0,15,4,12,7,5,14,1,2,9,13,8
6,11,0,10,4,12,15,5,1,3,14,7,9,2,13,8
8,2,3,7,15,11,14,9,6,10,4,1,13,0,5,12
9,1,0,15,5,10,6,13,3,12,2,4,14,8,11,7
10,0,4,11,5,6,12,1,15,14,3,7,9,2,13,8
10,1,4,0,11,5,12,6,15,14,3,9,7,2,13,8
10,8,15,4,0,11,5,2,14,3,12,6,13,7,1,9
10,11,0,6,4,12,15,14,3,5,1,7,9,2,13,8
11,1,0,6,10,4,12,5,15,14,3,7,9,2,13,8
12,0,1,10,5,11,4,6,3,15,14,9,7,2,13,8
12,1,0,5,10,4,11,6,3,15,14,9,7,2,13,8
12,3,0,4,6,14,11,2,15,7,10,8,9,5,1,13
12,8,2,3,7,15,11,14,9,6,10,4,1,13,0,5
12,11,0,6,10,4,3,15,14,1,5,7,2,9,13,8
12,14,2,4,7,3,11,8,15,6,9,5,10,0,13,1
14,2,3,6,15,4,7,11,0,9,8,5,10,12,1,13
4,2,3,8,14,7,15,6,11,5,9,0,13,10,1,12
4,2,11,1,5,12,9,10,0,15,3,6,13,14,8,7
4,12,0,1,5,11,10,6,14,3,15,2,7,9,13,8
4,12,3,1,5,11,9,0,15,10,2,6,13,14,7,8
4,12,11,1,5,0,10,6,14,3,15,2,7,9,13,8
4,14,2,7,3,11,8,15,6,5,9,10,0,13,1,12
10,1,5,8,15,12,2,11,9,7,13,3,14,6,0,4
10,5,15,0,6,11,1,4,7,3,12,9,14,13,2,8
12,2,3,0,4,6,14,11,15,7,10,9,8,5,1,13
12,11,1,0,6,10,4,5,3,15,14,9,7,2,13,8
4,2,11,3,10,5,0,15,1,12,6,14,9,8,7,13
4,2,12,3,10,5,0,11,1,15,6,7,9,14,8,13
4,2,12,11,1,5,9,0,10,15,3,6,13,14,8,7
