0,1,2,3,4,5,6,7,8,9,10,11
"(0, 3)","(0, 1)","(0, 9)","(0, 7)","(1, 5)","(1, 2)","(2, 10)","(2, 7)","(2, 11)","(2, 9)","(3, 7)","(3, 4)","(3, 10)","(4, 8)","(4, 7)","(4, 9)","(4, 10)","(4, 11)","(5, 9)","(6, 9)","(6, 10)","(6, 11)","(6, 8)","(8, 9)"
55,25
2,0,7,1,9,4,5,10,11,3,6,8
4,2,7,9,10,11,0,3,6,1,8,5
5,0,1,9,2,7,4,3,10,11,6,8
11,0,2,7,4,1,9,6,3,10,8,5
0,1,2,9,7,5,4,3,10,11,6,8
0,6,9,7,2,10,11,4,8,3,1,5
0,7,2,1,9,5,4,3,10,11,6,8
0,8,9,5,1,2,7,4,3,10,11,6
0,9,5,1,2,7,4,3,10,11,6,8
1,2,9,0,5,7,4,3,10,11,6,8
3,4,6,10,8,9,11,2,0,7,1,5
3,8,4,6,10,9,11,2,0,7,1,5
6,5,9,7,0,2,10,11,4,8,3,1
6,8,5,9
7,4,2,9,10,11,0,6,3,1,8,5
7,8,4,2,9,10,11,0,6,3,1,5
8,4,2,9,7,10,11,0,6,3,1,5
9,2,7,0,4,1,3,10,11,5,6,8
9,4,3,0,7,2,10,11,1,6,5,8
9,5,3,0,4,1,7,2,10,11,6,8
10,2,0,3,7,1,9,4,5,6,11,8
3,4,7,6,10,8,9,11,2,0,1,5
9,4,5,7,0,2,1,3,10,11,6,8
9,8,4,3,0,7,2,10,11,1,6,5
9,8,5,3,0,4,1,7,2,10,11,6
