0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
"(0, 1)","(0, 15)","(0, 2)","(0, 14)","(0, 12)","(0, 9)","(1, 3)","(1, 15)","(1, 9)","(2, 3)","(2, 4)","(2, 11)","(2, 13)","(3, 4)","(3, 5)","(4, 5)","(4, 6)","(5, 12)","(5, 11)","(6, 7)","(6, 8)","(7, 8)","(7, 9)","(7, 14)","(8, 9)","(8, 13)","(9, 10)","(10, 11)","(10, 12)","(11, 13)","(12, 14)","(13, 14)"
128,47
3,0,2,1
6,1,7,9,8,4,3,0,2,13,14,12,5,10,11
11,0,2
13,0,14,2
0,5,12,13,2,14,11,3,4,10,1,9,6,7,8
0,6,2,4,14,7,9,8,13,5,12,3,1,11,10
0,8,9
1,5,3,2,0,4,11,12,10,9,8,6,7,13,14
1,8,9,10,6,3,4,7,2,13,11,5,12,0,14
2,5,3,4,11,12,0,10,1,9,8,6,7,13,14
2,6,4,1,3,0,7,9,8,13,14,12,5,10,11
2,8,13,3,9,1,6,4,0,7,14,12,5,10,11
2,10,11,12,0,5,9,4,3,1,8,6,7,13,14
5,3,0,12,2,1,4,11,10,9,8,6,7,13,14
7,4,6,5,14,12,13,2,0,8,11,9,3,10,1
7,6,3,4,9,1,2,0,8,14,13,12,5,10,11
8,4,6,1,9,3,7,0,2,13,14,12,5,10,11
8,6,1,9,7,4,3,0,2,13,14,12,5,10,11
9,6,8,7,5,10,11,12,0,1,3,4,13,14,2
10,5,11,12,9,3,1,0,2,4,6,7,8,13,14
11,0,2,12,10,5,9,4,3,1,8,6,7,13,14
11,0,2,15,12,10,5,9,1,4,3,8,6,7,13,14
12,1,0,6,14,7,5,4,3,9,8,2,13,10,11
12,2,0,11,10,5,9,4,3,1,8,6,7,14,13
12,3,5,2,0,4,11,1,10,9,8,6,7,14,13
12,4,5,2,0,3,11,1,10,9,8,6,7,14,13
13,0,14,2,10,11,12,9,5,8,7,4,3,1,6
13,0,14,2,15,10,11,12,9,1,5,3,8,7,4,6
14,1,0,6,7,3,4,9,8,2,13,5,12,11,10
14,6,7,5,12,4,2,0,13,9,8,3,11,10,1
15,7,0,14,9,1,8,13,2,3,4,6,5,12,10,11
15,10,0,12,9,1,6,2,4,3,14,7,8,5,11,13
0,1,7,14,9,8,13,2,3,4,6,5,12,10,11
0,7,14,9,10,12
1,7,9,8,6,3,4,2,13,0,14,12,5,10,11
1,9,12,0,10,6,3,4,8,7,14,5,2,11,13
2,3,13,1,0,14,8,9,12,5,7,6,4,10,11
2,4,13,1,3,0,14,8,9,5,12,6,7,11,10
9,7,8,0,14,13,2,4,6,3,1,5,12,10,11
10,7,9,8,0,12,14,13,11,2,5,4,6,3,1
14,7,8,13,5,12,6,4,11,10,9,0,2,1,3
15,1,12,0,6,2,4,3,14,7,9,8,5,13,11,10
15,1,14,0,6,2,4,3,7,9,8,13,5,12,11,10
15,2,0,12,11,10,5,9,1,3,4,8,6,7,13,14
2,3,4,13,1,0,14,8,9,12,5,7,6,10,11
14,0,12,1,6,7,2,4,9,8,5,3,13,11,10
15,12,0,14,1,6,2,4,3,7,9,8,5,13,11,10
