0,1,2,3,4,5,6,7,8,9,10,11
"(0, 10)","(0, 4)","(0, 6)","(0, 11)","(0, 1)","(0, 2)","(0, 3)","(0, 8)","(1, 4)","(1, 9)","(1, 8)","(1, 7)","(1, 2)","(1, 3)","(1, 10)","(1, 5)","(1, 11)","(2, 5)","(2, 11)","(2, 6)","(2, 10)","(2, 7)","(2, 3)","(2, 8)","(2, 4)","(3, 5)","(3, 11)","(3, 8)","(3, 10)","(3, 4)","(3, 6)","(3, 9)","(3, 7)","(4, 7)","(4, 8)","(4, 9)","(4, 11)","(4, 5)","(4, 10)","(4, 6)","(5, 7)","(5, 8)","(5, 10)","(5, 6)","(5, 11)","(5, 9)","(6, 10)","(6, 7)","(6, 8)","(6, 9)","(7, 9)","(7, 10)","(7, 8)","(7, 11)","(8, 9)","(8, 10)","(8, 11)","(9, 10)","(9, 11)","(10, 11)"
757,474
5,0,3,2,8,10,4,6,11,1,7,9
7,0,4,10,2,1,6,8,3,11,9,5
9,0,10,11,1,4,8,3,6,2,5,7
0,6,1,2,10,5,7,4,8,3,9,11
1,5,0,3,2,8,10,4,6,11,7,9
1,7,0,4,10,2,6,8,3,11,5,9
1,9,2,10,7,11,4,8,3,6,5,0
2,5,0,3,8,10,4,6,11,1,7,9
2,7,0,4,10,1,6,8,3,11,9,5
3,5,0,2,8,10,4,6,11,1,7,9
3,7,0,4,10,2,1,6,8,11,9,5
3,9,0,10,11,1,4,8,6,2,5,7
4,5,0,3,2,8,10,6,11,1,7,9
4,7,0,10,2,1,6,8,3,11,9,5
4,9,0,10,11,1,8,3,6,2,5,7
6,5,1,2,10,0,7,4,8,3,9,11
6,7,1,2,10,0,5,4,8,3,9,11
6,9,2,10,7,11,1,4,8,3,5,0
8,5,0,3,2,10,4,6,11,1,7,9
8,7,0,4,10,2,1,6,3,11,9,5
8,9,0,10,11,1,4,3,6,2,5,7
10,5,0,3,2,8,4,6,11,1,7,9
10,7,0,4,2,1,6,8,3,11,9,5
10,9,0,11,1,4,8,3,6,2,5,7
11,5,0,3,2,8,10,4,6,1,7,9
11,7,0,4,10,2,1,6,8,3,9,5
11,9,0,10,1,4,8,3,6,7,2,5
0,2,6,1,10,5,7,4,8,3,9,11
0,3,6,1,2,10,5,7,4,8,9,11
0,4,6,1,2,10,5,7,8,3,9,11
0,8,6,1,2,10,5,7,4,3,9,11
0,10,6,1,2,5,7,4,8,3,9,11
1,2,5,0,3,8,10,4,6,11,7,9
1,2,7,0,4,10,6,8,3,11,5,9
1,3,5,0,2,8,10,4,6,11,7,9
1,3,7,0,4,10,2,6,8,11,5,9
1,3,9,2,10,7,11,4,8,6,5,0
1,4,5,0,3,2,8,10,6,11,7,9
1,4,7,0,10,2,6,8,3,11,5,9
1,4,9,2,10,7,11,8,3,6,5,0
1,8,5,0,3,2,10,4,6,11,7,9
1,8,7,0,4,10,2,6,3,11,5,9
1,8,9,2,10,7,11,4,3,6,5,0
1,10,5,0,3,2,8,4,6,11,7,9
1,10,7,0,4,2,6,8,3,11,5,9
1,10,9,2,7,11,4,8,3,6,5,0
1,11,5,0,3,2,8,10,4,6,7,9
1,11,7,0,4,10,2,6,8,3,5,9
1,11,9,2,10,7,4,8,3,6,5,0
2,3,5,0,8,10,4,6,11,1,7,9
2,3,7,0,4,10,1,6,8,11,9,5
2,4,5,0,3,8,10,6,11,1,7,9
2,4,7,0,10,1,6,8,3,11,9,5
2,6,5,1,10,0,7,4,8,3,9,11
2,6,7,1,10,0,5,4,8,3,9,11
2,8,5,0,3,10,4,6,11,1,7,9
2,8,7,0,4,10,1,6,3,11,9,5
2,10,5,0,3,8,4,6,11,1,7,9
2,10,7,0,4,1,6,8,3,11,9,5
2,11,5,0,3,8,10,4,6,1,7,9
2,11,7,0,4,10,1,6,8,3,9,5
3,4,5,0,2,8,10,6,11,1,7,9
3,4,7,0,10,2,1,6,8,11,9,5
3,4,9,0,10,11,1,8,6,2,5,7
3,6,5,1,2,10,0,7,4,8,9,11
3,6,7,1,2,10,0,5,4,8,9,11
3,6,9,2,10,7,11,1,4,8,5,0
3,8,5,0,2,10,4,6,11,1,7,9
3,8,7,0,4,10,2,1,6,11,9,5
3,8,9,0,10,11,1,4,6,2,5,7
3,10,5,0,2,8,4,6,11,1,7,9
3,10,7,0,4,2,1,6,8,11,9,5
3,10,9,0,11,1,4,8,6,2,5,7
3,11,5,0,2,8,10,4,6,1,7,9
3,11,7,0,4,10,2,1,6,8,9,5
3,11,9,0,10,1,4,8,6,7,2,5
4,6,5,1,2,10,0,7,8,3,9,11
4,6,7,1,2,10,0,5,8,3,9,11
4,6,9,2,10,7,11,1,8,3,5,0
4,8,5,0,3,2,10,6,11,1,7,9
4,8,7,0,10,2,1,6,3,11,9,5
4,8,9,0,10,11,1,3,6,2,5,7
4,10,5,0,3,2,8,6,11,1,7,9
4,10,7,0,2,1,6,8,3,11,9,5
4,10,9,0,11,1,8,3,6,2,5,7
4,11,5,0,3,2,8,10,6,1,7,9
4,11,7,0,10,2,1,6,8,3,9,5
4,11,9,0,10,1,8,3,6,7,2,5
6,8,5,1,2,10,0,7,4,3,9,11
6,8,7,1,2,10,0,5,4,3,9,11
6,8,9,2,10,7,11,1,4,3,5,0
6,10,5,1,2,0,7,4,8,3,9,11
6,10,7,1,2,0,5,4,8,3,9,11
6,10,9,2,7,11,1,4,8,3,5,0
8,10,5,0,3,2,4,6,11,1,7,9
8,10,7,0,4,2,1,6,3,11,9,5
8,10,9,0,11,1,4,3,6,2,5,7
8,11,5,0,3,2,10,4,6,1,7,9
8,11,7,0,4,10,2,1,6,3,9,5
8,11,9,0,10,1,4,3,6,7,2,5
10,11,5,0,3,2,8,4,6,1,7,9
10,11,7,0,4,2,1,6,8,3,9,5
10,11,9,0,1,4,8,3,6,7,2,5
0,2,3,6,1,10,5,7,4,8,9,11
0,2,4,6,1,10,5,7,8,3,9,11
0,2,8,6,1,10,5,7,4,3,9,11
0,2,10,6,1,5,7,4,8,3,9,11
0,3,4,6,1,2,10,5,7,8,9,11
0,3,8,6,1,2,10,5,7,4,9,11
0,3,10,6,1,2,5,7,4,8,9,11
0,4,8,6,1,2,10,5,7,3,9,11
0,4,10,6,1,2,5,7,8,3,9,11
0,8,10,6,1,2,5,7,4,3,9,11
1,2,3,5,0,8,10,4,6,11,7,9
1,2,3,7,0,4,10,6,8,11,5,9
1,2,4,5,0,3,8,10,6,11,7,9
1,2,4,7,0,10,6,8,3,11,5,9
1,2,8,5,0,3,10,4,6,11,7,9
1,2,8,7,0,4,10,6,3,11,5,9
1,2,10,5,0,3,8,4,6,11,7,9
1,2,10,7,0,4,6,8,3,11,5,9
1,2,11,5,0,3,8,10,4,6,7,9
1,2,11,7,0,4,10,6,8,3,5,9
1,3,4,5,0,2,8,10,6,11,7,9
1,3,4,7,0,10,2,6,8,11,5,9
1,3,4,9,2,10,7,11,8,6,5,0
