0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
"(0, 14)","(0, 2)","(0, 13)","(0, 3)","(0, 12)","(0, 4)","(0, 11)","(0, 6)","(0, 1)","(1, 14)","(1, 4)","(1, 13)","(1, 5)","(1, 12)","(1, 11)","(1, 2)","(2, 3)","(2, 4)","(2, 14)","(2, 6)","(2, 13)","(3, 4)","(3, 5)","(3, 6)","(3, 7)","(3, 14)","(4, 5)","(4, 6)","(4, 7)","(4, 8)","(5, 7)","(5, 8)","(5, 9)","(5, 12)","(6, 7)","(6, 8)","(6, 9)","(6, 10)","(7, 8)","(7, 9)","(7, 10)","(7, 11)","(8, 9)","(8, 10)","(8, 11)","(8, 12)","(9, 10)","(9, 12)","(9, 13)","(9, 14)","(10, 11)","(10, 12)","(10, 13)","(10, 14)","(11, 12)","(11, 13)","(11, 14)","(12, 13)","(12, 14)","(13, 14)"
196,87
5,0,4,3,1,12,8,2,14,6,11,7,9,10,13
7,1,5,4,11,8,12,0,6,10,9,3,2,13,14
8,1,5,11,4,12,7,0,9,10,6,3,13,14,2
9,4,8,7,6,5,3,14,0,1,2,12,11,10,13
10,0,11,12,13,6,14,8,7,9,2,3,4,5,1
0,3,1,2,4,5,14,12,9,13,8,6,7,11,10
0,6,1,4,2
1,5,3,14,4,0,2,12,9,8,13,7,6,11,10
2,11,0,14,13,1,10,6,12,7,8,3,9,4,5
2,12,0,14,13,1,10,6,11,8,9,3,4,7,5
3,5,2,4,1,14,0,12,9,13,8,7,6,11,10
3,7,1,2,4,5,0,14,11,6,13,8,12,9,10
4,5,0,3,1,12,2,14,8,13,6,9,11,10,7
4,7,1,5,11,8,12,0,6,10,9,3,2,13,14
4,8,1,5,11,12,7,0,9,10,6,3,13,14,2
6,7,1,4,2,0,5,11,8,3,14,13,12,9,10
6,8,1,4,2,0,5,11,12,7,3,14,13,9,10
6,9,5,7,4,8,3,14,0,2,10,12,1,11,13
6,10,3,7,14,9,11,0,2,5,8,12,13,1,4
9,5,6,4,3,7,8,14,12,1,0,2,10,11,13
11,7,6,10,8,0,12,13,14,4,3,9,5,1,2
11,8,6,10,7,0,12,13,14,4,3,9,5,1,2
11,10,0,12,13,6,14,9,8,2,7,3,5,4,1
12,5,0,4,3,1,8,14,2,6,11,7,9,10,13
12,8,4,0,1,5,11,6,3,7,10,14,9,2,13
12,9,4,0,8,1,5,7,6,14,13,11,3,2,10
12,10,0,11,13,6,14,8,7,9,2,3,4,5,1
13,9,8,12,11,10,14,7,3,5,2,0,6,4,1
13,10,0,11,12,6,14,8,7,9,2,3,4,5,1
14,9,8,12,11,10,13,7,3,5,6,4,0,2,1
14,10,0,11,12,13,6,8,7,9,2,3,4,5,1
