0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
"(0, 1)","(0, 15)","(0, 3)","(0, 14)","(0, 13)","(0, 9)","(0, 5)","(0, 12)","(0, 6)","(1, 4)","(1, 15)","(1, 5)","(1, 14)","(1, 8)","(1, 13)","(1, 9)","(1, 2)","(2, 3)","(2, 16)","(2, 15)","(2, 11)","(2, 4)","(2, 8)","(2, 7)","(3, 4)","(3, 5)","(3, 7)","(3, 15)","(3, 13)","(3, 14)","(4, 7)","(4, 16)","(4, 10)","(4, 5)","(4, 14)","(4, 13)","(4, 9)","(5, 6)","(5, 8)","(5, 9)","(5, 16)","(6, 7)","(6, 9)","(6, 10)","(6, 14)","(7, 9)","(7, 12)","(7, 8)","(7, 13)","(8, 11)","(8, 12)","(8, 13)","(9, 11)","(9, 13)","(9, 16)","(10, 13)","(10, 14)","(10, 16)","(10, 11)","(11, 12)","(11, 13)","(11, 15)","(11, 16)","(12, 13)","(12, 15)","(12, 16)","(13, 14)","(14, 15)"
164,83
2,0,3,15,1,4,5,13,14,9,8,16,6,11,7,12,10
4,0,3,1,5,14,13,9,2,15,7,6,8,16,11,12,10
7,1,9,4,8,13,2,11,5,16,3,12,15,10,6,0,14
8,0,5,12,1,13,16,3,9,4,15,2,11,10,7,14,6
10,0,13,6,14,9,7,11,4,16,1,3,12,15,8,2,5
11,1,9,13,8,15,2,7,5,0,4,16,12,14,3,6,10
16,1,2,4,5,9,3,8,11,7,0,15,13,14,12,10,6
0,1,4,3,14,13,9,5,2,15,7,6,8,11,16,12,10
0,3,4,1,14,13,9,5,15,2,6,8,7,12,11,16,10
0,6,4,1,3,14,13,9,5,7,10,15,2,8,11,16,12
0,12,11,15,13,9,14,1,3,7,16,10,6,4,8,2,5
1,2,3,0,4,15,5,14,13,9,12,11,8,16,6,7,10
1,4,0,3,5,14,13,9,2,15,7,6,8,16,11,12,10
1,8,0,5,12,13,16,3,9,4,15,2,11,10,14,7,6
3,2,1,4,5,0,15,13,14,9,8,16,6,12,11,7,10
3,4,1,2,5,0,15,13,14,16,8,11,7,9,6,12,10
3,7,1,2,4,5,0,15,13,14,9,8,16,11,6,12,10
5,4,0,3,1,14,13,9,2,15,7,6,8,16,11,12,10
5,8,0,12,1,13,16,15,9,3,4,2,11,10,14,7,6
5,16,3,2,4,8,1,11,12,7,13,9,0,15,14,10,6
6,7,1,5,9,14,0,4,8,13,2,3,16,11,15,12,10
7,2,1,9,4,8,13,11,16,5,3,12,15,10,6,0,14
9,4,0,3,1,5,14,13,7,2,15,6,8,12,16,11,10
9,7,3,5,13,0,4,6,8,1,12,14,10,11,2,15,16
9,11,12,7,13,0,16,8,2,6,3,4,10,15,5,1,14
9,16,3,7,5,13,0,4,2,12,6,8,1,11,10,14,15
11,2,7,12,9,13,8,15,16,0,1,4,5,3,14,10,6
12,7,6,0,3,13,9,15,5,14,4,10,11,16,2,1,8
12,8,6,7,0,5,9,3,13,4,1,16,11,15,2,14,10
12,11,7,9,13,8,2,0,16,5,1,4,3,15,6,14,10
12,16,10,11,13,9,4,7,0,6,2,8,3,5,14,15,1
13,4,0,3,1,5,14,9,2,15,7,8,6,11,16,12,10
