0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
"(0, 1)","(0, 3)","(0, 4)","(0, 9)","(0, 10)","(0, 11)","(0, 13)","(0, 15)","(1, 3)","(1, 4)","(1, 6)","(1, 7)","(1, 8)","(1, 9)","(1, 10)","(1, 12)","(1, 13)","(1, 14)","(1, 15)","(2, 6)","(2, 7)","(2, 9)","(2, 10)","(2, 11)","(2, 12)","(2, 13)","(2, 14)","(2, 15)","(3, 6)","(3, 7)","(3, 9)","(3, 10)","(3, 12)","(3, 13)","(3, 14)","(4, 5)","(4, 7)","(4, 10)","(4, 11)","(4, 12)","(4, 15)","(5, 6)","(5, 8)","(5, 11)","(5, 12)","(5, 15)","(6, 7)","(6, 8)","(6, 9)","(6, 10)","(6, 11)","(6, 12)","(6, 13)","(7, 8)","(7, 11)","(7, 13)","(8, 9)","(8, 12)","(8, 14)","(8, 15)","(9, 10)","(9, 11)","(10, 13)","(10, 15)","(11, 12)","(11, 14)","(12, 15)","(13, 15)"
188,102
2,5,6,11,12,15,1,8,10,13,0,4,7,9,14,3
5,2,6,11,12,15,1,8,10,13,0,4,7,9,14,3
6,0,1,3,9,10,11,13,4,7,12,14,2,5,15,8
7,0,1,3,4,11,13,6,9,12,14,10,15,2,5,8
8,0,1,9,15,2,10,6,7,12,14,11,13,3,5,4
12,0,1,3,4,11,15,6,7,9,14,10,13,2,5,8
14,0,1,3,11,4,6,7,9,12,10,5,2,8,13,15
0,1,2,9,10,11,13,15,6,7,12,14,3,8,4,5
0,11,3,6,7,9,12,14,1,10,13,2,8,4,15,5
1,6,2,7,9,10,12,13,14,15,3,8,11,4,0,5
1,7,2,6,9,10,12,13,14,15,3,8,11,5,0,4
1,8,5,4,6,12,15,7,10,11,2,13,3,9,0,14
1,12,2,6,7,9,10,13,14,15,3,8,11,5,4,0
1,14,2,6,7,9,10,12,13,15,3,8,11,5,4,0
2,6,5,11,12,15,0,4,1,8,10,13,9,3,7,14
3,6,0,1,9,10,11,13,4,7,12,14,2,5,15,8
4,5,10,6,15,1,7,11,12,2,8,13,0,9,14,3
4,7,0,1,3,11,13,6,9,12,14,10,2,15,5,8
4,12,0,1,3,11,15,6,7,9,14,10,13,2,5,8
9,2,5,6,8,11,12,15,1,10,13,7,14,0,4,3
9,6,0,1,3,10,11,13,4,7,12,14,2,5,15,8
9,8,0,1,15,2,10,6,7,12,14,11,13,3,5,4
10,2,5,4,6,15,11,12,7,1,8,13,0,9,3,14
10,6,0,1,3,9,11,13,4,7,12,14,2,5,15,8
11,2,5,6,12,15,1,8,10,13,0,4,7,9,14,3
11,5,3,0,6,7,9,12,14,4,15,1,10,13,2,8
11,6,1,0,4,7,9,12,14,3,10,13,15,5,2,8
11,7,1,0,4,6,9,12,14,3,13,10,15,5,2,8
11,12,1,0,4,6,7,9,14,3,15,10,13,5,2,8
11,14,1,0,4,6,7,9,12,3,10,13,15,5,2,8
13,2,5,6,15,11,12,1,8,10,0,4,7,3,9,14
13,6,0,1,3,9,10,11,4,7,12,14,2,15,5,8
13,7,0,1,3,4,11,6,9,12,14,10,15,2,5,8
15,2,9,0,1,8,10,11,13,6,7,12,14,4,5,3
15,5,3,0,1,10,12,13,6,4,11,9,8,2,7,14
15,8,0,1,9,2,10,6,7,12,14,11,13,5,3,4
15,12,0,1,3,4,11,6,7,9,14,10,13,2,5,8
0,1,3,8,9,15,6,7,12,14,2,10,11,13,5,4
0,4,1,9,10,11,2,6,7,12,14,13,15,3,5,8
0,9,1,2,10,11,13,15,6,7,12,14,4,3,5,8
0,10,1,2,9,11,13,15,6,7,12,14,3,8,4,5
0,13,1,2,9,10,11,15,6,7,12,14,3,8,4,5
0,15,1,3,10,12,13,2,4,6,11,9,7,14,5,8
1,3,6,5,4,8,12,15,0,7,10,11,9,14,13,2
1,3,7,5,4,6,8,12,15,11,0,10,2,13,9,14
1,3,12,5,4,6,8,15,0,7,10,11,2,13,9,14
1,4,12,14,11,2,3,8,0,6,7,9,5,10,13,15
