0,1,2,3,4,5,6,7,8,9,10,11
"(0, 11)","(0, 10)","(0, 3)","(0, 8)","(0, 6)","(0, 7)","(0, 2)","(0, 5)","(0, 9)","(0, 4)","(1, 4)","(1, 7)","(1, 2)","(1, 10)","(1, 5)","(1, 6)","(2, 7)","(2, 8)","(2, 9)","(2, 3)","(2, 4)","(2, 5)","(2, 11)","(3, 5)","(3, 6)","(3, 7)","(3, 9)","(3, 4)","(4, 9)","(4, 10)","(4, 5)","(4, 6)","(4, 11)","(4, 7)","(5, 10)","(5, 11)","(5, 6)","(5, 7)","(6, 11)","(6, 7)","(6, 9)","(7, 9)","(7, 10)","(8, 10)","(8, 9)","(9, 11)","(9, 10)","(10, 11)"
263,143
0,1,10,6,7,2,5,4,9,11,8,3
1,0,4,7,2,10,5,6,8,9,11,3
0,2,1,10,6,7,5,4,8,9,11,3
1,2,3,4,7,5,6,0,11,9,10,8
3,0,1,5,6,7,4,2,10,11,9,8
4,0,1,10,6,7,2,5,9,11,8,3
4,1,0,7,2,10,5,6,8,9,11,3
5,0,1,10,6,7,2,4,9,11,8,3
5,1,0,4,7,2,10,6,8,9,11,3
6,0,2,3,11,7,5,4,1,9,10,8
6,1,3,4,7,2,5,0,9,11,10,8
7,0,1,10,6,2,5,4,9,11,8,3
7,1,0,4,2,10,5,6,8,9,11,3
8,0,1,10,2,6,7,5,4,9,11,3
9,0,1,7,4,2,10,6,5,8,11,3
10,0,3,5,4,9,7,11,6,2,1,8
10,1,3,0,5,4,9,7,2,6,11,8
11,0,1,6,5,10,4,2,7,9,3,8
0,2,3,1,10,6,7,5,4,8,9,11
1,2,4,3,7,5,6,0,11,9,10,8
2,4,0,1,10,6,7,5,8,9,11,3
2,5,0,1,10,6,7,4,8,9,11,3
2,5,1,3,4,7,6,0,11,9,10,8
2,7,0,1,10,6,5,4,8,9,11,3
2,7,1,3,4,5,6,0,11,9,10,8
2,8,0,1,10,6,7,5,4,9,11,3
2,8,9
2,9,0,1,7,4,10,6,5,8,11,3
2,11,0,3,6,5,9,4,7,1,10,8
3,4,0,1,5,6,7,2,10,11,9,8
3,5,0,1,6,7,4,2,10,11,9,8
3,6,0,2,11,7,5,4,1,9,10,8
3,7,0,1,5,6,4,2,10,11,9,8
3,9,0,1,5,6,7,4,2,10,11,8
4,5,0,1,10,6,7,2,9,11,8,3
4,5,1,0,7,2,10,6,8,9,11,3
4,6,0,2,3,11,7,5,1,9,10,8
4,6,1,3,7,2,5,0,9,11,10,8
4,7,0,1,10,6,2,5,9,11,8,3
4,7,1,0,2,10,5,6,8,9,11,3
4,9,0,1,7,2,10,6,5,8,11,3
4,10,0,3,5,9,7,11,6,2,1,8
4,10,1,3,0,5,9,7,2,6,11,8
4,11,0,1,6,5,10,2,7,9,3,8
5,6,0,2,3,11,7,4,1,9,10,8
5,6,1,3,4,7,2,0,9,11,10,8
5,7,0,1,10,6,2,4,9,11,8,3
5,7,1,0,4,2,10,6,8,9,11,3
5,10,0,3,4,9,7,2,11,6,8,1
5,10,1,3,0,4,9,7,2,6,11,8
5,11,0,1,6,10,4,2,7,9,3,8
6,7,0,2,3,11,5,4,1,9,10,8
6,7,1,3,4,2,5,0,9,11,10,8
6,9,0,2,3,11,7,5,4,1,10,8
6,11,0,3,5,9,4,2,10,7,1,8
7,9,0,1,4,2,10,6,5,8,11,3
7,10,0,3,5,4,9,11,6,2,1,8
7,10,1,3,0,5,4,9,2,6,11,8
8,9,0,1,10,2,7,4,6,5,11,3
8,9,10
8,10,0,7,2,9,1,4,5,11,6,3
9,10,0,3,5,4,7,11,6,2,1,8
9,11,0,1,7,4,2,10,6,5,8,3
10,11,0,3,5,4,9,7,6,2,1,8
0,2,3,4,1,10,6,7,5,8,9,11
1,2,4,5,6,7,0,9,3,11,10,8
2,3,5,0,1,6,7,4,10,11,9,8
2,3,7,0,1,5,6,4,10,11,9,8
2,3,9,0,1,5,6,7,4,10,11,8
2,4,5,0,1,10,6,7,8,9,11,3
2,4,5,11
2,4,7,0,1,10,6,5,8,9,11,3
2,4,7,1,3,5,6,0,11,9,10,8
2,4,9,0,1,7,10,6,5,8,11,3
2,4,9,11
2,4,11,0,3,6,5,9,7,1,10,8
2,5,7,0,1,10,6,4,8,9,11,3
