0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
"(0, 4)","(0, 6)","(0, 12)","(0, 5)","(1, 14)","(1, 6)","(1, 8)","(1, 9)","(1, 13)","(1, 7)","(2, 13)","(2, 11)","(2, 8)","(2, 7)","(3, 12)","(3, 4)","(3, 11)","(3, 7)","(4, 7)","(4, 14)","(4, 13)","(4, 10)","(4, 6)","(4, 11)","(5, 15)","(5, 12)","(5, 7)","(6, 10)","(6, 7)","(6, 12)","(6, 14)","(6, 15)","(6, 8)","(7, 13)","(7, 15)","(7, 8)","(8, 9)","(8, 10)","(9, 13)","(9, 11)","(10, 13)","(10, 14)","(10, 15)","(10, 12)","(12, 13)","(13, 14)","(13, 15)","(14, 15)"
95,46
2,4,13,11,7,9,3,8,1,12,6,10,14,0,5,15
3,0,12,4,6,13,10,7,1,14,15,5,8,9,2,11
7,0,4,6,5,12,15,3,13,10,14,1,8,9,2,11
9,0,8,6,1,13,4,11,12,2,7,10,14,15,3,5
10,3,4,12,0,13,6,7,1,14,15,8,5,9,2,11
13,0,4,12,3,10,6,7,1,14,15,5,8,9,2,11
15,1,6,14,7,13,10,12,4,8,5,3,0,9,2,11
0,1,6,7,4,5,14,13,15,12,10,3,8,9,2,11
0,4,5,7,6,12,15,3,13,10,14,1,8,9,2,11
0,5,11,4,12,3,7,2,13,10,6,8,15,9,1,14
1,3,7,6,12,4,13,5,0,10,14,15,8,9,2,11
1,5,7,6,15,12,0,14,13,10,3,4,8,9,2,11
2,5,7,6,8,15,12,0,10,13,3,4,11,1,14,9
4,3,6,12,7,13,0,10,5,1,14,15,8,9,2,11
4,7,2,13,11,9,3,8,1,12,6,10,14,0,5,15
4,10,5,7,0,15,12,6,13,8,3,14,1,2,9,11
4,13,6,10,7,12,1,14,15,8,5,3,0,9,2,11
5,7,0,4,6,12,15,3,13,10,14,1,8,9,2,11
6,7,0,4,5,15,12,10,14,13,3,8,1,9,2,11
7,1,2,8,13,9,10,11,6,15,4,14,3,12,5,0
8,0,6
8,2,4,6,7,10,13,11,1,12,14,15,3,9,0,5
8,3,7,0,6,12,4,5,15,10,13,14,2,9,1,11
8,5,7,0,6,4,12,15,10,3,13,14,2,9,1,11
9,1,5,8,7,13,12,15,2,10,6,3,14,11,4,0
11,0,4,5,2,7,3,12,13,8,6,10,9,15,1,14
11,3,2,7,4,13,9,12,8,1,6,5,0,10,14,15
11,0,4,6,13,2,9,12,1,10,7,14,15,8,5,3
12,0,4,3,6,13,10,7,1,14,15,5,8,9,2,11
12,3,10,4,0,13,6,7,1,14,15,5,8,9,2,11
12,5
12,10,5,15,6,13,7,0,1,14,4,3,8,9,2,11
12,13,1,6,10,7,14,15,4,8,5,3,0,9,2,11
13,1,6,10,7,4,12,14,15,8,5,3,0,9,2,11
14,0,4,6,10,12,13,3,7,1,15,5,8,9,2,11
14,1,5,15,7,6,13,4,12,0,10,3,8,9,2,11
14,3,4,10,12,6,13,0,7,1,15,8,5,9,2,11
0,4,6,10,12,3,13,7,1,14,15,5,8,9,2,11
1,6,7,5,12,0,15,13,3,10,4,14,8,9,2,11
4,6,10,9,13,11,1,8,7,12,14,15,2,3,5,0
4,11,3,13,2,9,12,7,8,1,6,0,10,5,14,15
4,11,10,5,7,0,2,3,12,15,6,13,8,14,9,1
8,6,7,0,4,5,10,15,12,13,14,3,2,9,1,11
12,6,10,7,3,5,13,15,4,8,0,1,14,2,9,11
4,6,10,11,13,1,7,12,14,15,2,9,8,3,5,0
4,6,14,10,9,13,11,1,8,7,12,15,2,3,5,0
