0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
"(0, 1)","(0, 14)","(0, 6)","(0, 15)","(0, 8)","(1, 2)","(1, 3)","(1, 10)","(2, 5)","(2, 7)","(2, 9)","(2, 12)","(3, 4)","(3, 8)","(3, 12)","(3, 11)","(3, 9)","(4, 6)","(4, 7)","(5, 7)","(5, 9)","(5, 14)","(5, 15)","(6, 8)","(7, 13)","(9, 10)","(10, 12)","(11, 12)","(11, 14)","(12, 15)","(13, 14)","(13, 15)"
85,29
2,0,1
3,0,1,8
5,0,14,15,13,7,4,6,2,1,3,11,12,9,8,10
7,0,5,14,13,15,4,6,2,1,11,3,12,8,9,10
9,0,10,1,2,3,5,14,15,8,12,11,13,7,4,6
10,0,1
13,1,14,0,15,7,2,5,6,4,12,3,8,11,10,9
0,3,1,8,2,12,9,15,10,5,14,13,11,7,4,6
1,5,2,6,0,7,4,14,15,13,3,11,12,9,8,10
1,6,0,2,4,7,3,5,14,13,15,8,12,9,11,10
1,7,2,4,3,12,9,10,5,15,0,13,6,14,8,11
1,9,2,3,10,12,8,0,14,5,15,11,13,7,4,6
1,14,0,2,5,15,13,12,7,10,3,11,4,6,9,8
1,15,0,5,2,14,12,13,10,3,11,7,9,8,4,6
4,2,7,3,1,9,12,10,5,15,13,0,6,14,11,8
4,3,0,6,1,8
8,9,3,2,1,0,12,10,14,5,15,11,13,7,4,6
8,12,3,10,1,0,9,2,15,14,5,13,11,7,4,6
8,15,0,5,3,9,14,12,1,11,10,2,13,7,4,6
10,0,1,5,9,14,15,2,3,8,11,12,13,4,7,6
11,2,12,0,14,1,15,5,13,3,10,7,9,4,8,6
11,3,0,14,1,8
12,2,0,15,1,5,3,10,14,9,8,11,13,7,4,6
13,2,7,3,14,11,15,12,4,1,9,5,0,6,10,8
14,2,5,8,0,1,3,9,12,15,10,11,13,7,4,6
14,5,1,0,2,15,13,12,7,11,10,3,4,6,9,8
15,3,12,10,1,9,0,2,5,8,14,13,11,7,4,6
15,5,1,0,2,14,12,13,11,10,3,7,4,9,8,6
6,4,7,2,0,1,14,13,15,5,3,11,12,9,8,10
