0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
"(0, 15)","(0, 12)","(0, 9)","(0, 6)","(0, 7)","(0, 10)","(0, 13)","(1, 15)","(1, 7)","(1, 2)","(1, 12)","(1, 10)","(1, 8)","(2, 3)","(2, 4)","(2, 5)","(2, 15)","(2, 14)","(2, 12)","(3, 4)","(3, 5)","(3, 10)","(3, 9)","(3, 11)","(3, 12)","(3, 14)","(3, 6)","(4, 5)","(4, 6)","(4, 8)","(4, 13)","(4, 11)","(5, 6)","(5, 7)","(5, 8)","(5, 15)","(6, 7)","(6, 8)","(6, 9)","(6, 10)","(6, 14)","(6, 13)","(6, 15)","(7, 9)","(7, 11)","(7, 12)","(7, 13)","(7, 8)","(8, 10)","(8, 15)","(8, 9)","(9, 10)","(9, 11)","(9, 12)","(9, 13)","(10, 12)","(10, 13)","(10, 14)","(11, 12)","(11, 13)","(11, 15)","(12, 13)","(13, 14)","(14, 15)"
187,114
0,3,12,9,6,10,13,7,14,11,4,5,1,8,15,2
1,0,15,7,12,10,11,8,5,6,2,14,9,13,3,4
2,0,15,12,1,11,7,10,4,3,9,13,5,6,8,14
3,1,2,10,12,14,15,13,11,5,6,0,8,9,4,7
5,1,7,2,8,15,12,6,11,0,4,3,10,9,13,14
8,0,6,10,15,7,9,14,1,12,13,11,5,3,2,4
11,2,12,15,4,3,0,1,13,8,5,6,14,9,7,10
14,1,15,10,2,0,8,6,12,3,13,7,9,5,4,11
1,2,11,15,7,12,3,4,0,8,5,6,14,9,13,10
3,2,1,10,12,14,15,13,11,5,6,0,8,9,4,7
4,2,1,8,5,15,7,11,6,13,12,0,3,9,14,10
4,3,1,2,8,10,12,5,15,14,6,9,7,13,11,0
4,5,1,2,8,7,15,12,6,11,13,0,3,10,9,14
5,2,1,7,8,15,12,6,11,0,4,3,10,9,13,14
6,0,3,12,9,10,13,7,14,11,4,5,1,8,15,2
6,3,2,5,4,14,15,13,8,11,12,10,9,7,0,1
6,5,2,4,14,3,15,13,8,11,7,12,10,9,0,1
6,8,3,10,5,4,9,13,7,11,12,14,1,0,15,2
6,14,2,5,4,3,15,13,8,11,12,7,10,9,0,1
7,0,5,15,6,1,11,8,12,10,2,9,13,4,3,14
7,1,6,15,10,8,0,11,5,14,9,12,13,4,3,2
7,5,4,6,11,13,8,9,3,15,10,0,12,14,2,1
7,8,0,6,10,15,9,12,13,1,14,11,5,3,2,4
7,11,8,9,15,4,6,0,13,3,1,5,2,10,14,12
8,1,6,15,7,10,0,11,5,14,9,12,13,4,3,2
9,0,5,7,6,3,8,15,11,12,1,10,4,2,14,13
9,3,1,10,7,12,8,2,13,6,0,14,5,11,4,15
10,0,5,8,6,3,15,7,9,4,12,2,11,14,1,13
10,1,7,9,8,12,13,6,0,4,15,3,2,5,11,14
10,3,5,8,6,4,9,13,11,7,12,14,15,1,0,2
10,8,0,6,15,7,9,14,1,11,5,12,13,3,2,4
10,14,2,12,3,1,13,15,4,11,9,6,7,0,8,5
11,3,2,12,15,4,0,1,13,14,5,6,8,9,7,10
12,0,6,13,10,9,7,3,14,11,4,8,1,5,2,15
12,1,0,15,7,10,2,11,8,5,6,14,9,13,3,4
12,2,0,15,1,11,7,10,4,3,9,13,5,6,8,14
12,3,1,2,10,14,13,15,11,9,4,6,7,0,5,8
12,11,2,15,4,3,0,1,8,5,6,14,13,9,7,10
13,0,3,12,14,11,10,9,4,6,2,7,15,8,1,5
13,4,0,6
13,11,3,12,14,10,9,4,6,2,0,7,15,8,1,5
13,14,5,4,7,6,15,2,3,8,11,1,0,12,9,10
14,2,1,15,10,0,8,6,12,3,13,7,9,5,4,11
15,0,5,6,7,11,1,8,12,9,13,4,3,10,2,14
15,1,0,7,12,10,6,5,11,8,9,13,2,14,3,4
15,2,0,12,11,1,4,3,9,13,7,10,5,6,8,14
15,5,1,7,2,8,6,11,0,12,4,10,14,3,9,13
15,8,0,6,10,7,9,14,1,12,13,5,11,3,2,4
15,14,1,10,2,8,6,0,12,3,5,4,7,9,13,11
3,2,4,1,10,12,8,14,13,6,11,9,7,5,15,0
4,5,2,1,8,7,15,6,11,13,12,0,14,3,10,9
4,6,3,2,5,14,15,13,11,8,12,10,9,7,0,1
4,6,5,2,14,3,15,13,11,8,7,12,10,9,0,1
4,6,8,3,10,5,9,13,7,11,12,14,1,0,15,2
4,6,13
5,2,3,1,7,8,15,10,12,6,9,11,0,13,4,14
6,5,3,2,4,14,15,13,8,11,7,12,10,9,0,1
6,7,0,8,15,9,10,1,11,5,14,12,13,2,4,3
6,7,5,4,11,13,8,9,15,3,10,0,1,2,14,12
6,7,8,4,5,11,13,3,15,9,10,12,14,2,0,1
6,9,0,5,7,3,8,15,11,12,1,10,4,2,14,13
6,9,3,8,4,5,10,13,11,7,12,14,15,1,0,2
6,9,8,5,7,3,11,12,4,10,13,15,0,1,2,14
6,10,0,8,15,9,7,14,1,11,5,12,13,3,2,4
6,10,3,8,4,5,9,13,11,7,12,14,15,1,0,2
6,10,8,7,9,12,13,1,0,3,4,15,5,11,14,2
6,10,14,2,5,4,3,15,12,1,8,7,13,11,0,9
6,13,0,3,12,14,11,10,9,4,7,2,15,8,5,1
6,13,14,5,4,7,15,2,3,8,11,1,0,12,9,10
6,14,3,9,13,10,12,11,4,0,7,2,15,8,5,1
6,15,5,7,0,1,11,8,12,10,9,13,2,4,3,14
6,15,8,4,2,11,5,3,14,1,12,9,13,7,10,0
7,9,0,5,6,3,8,15,11,12,10,4,2,14,1,13
7,9,8,5,6,3,11,12,4,10,15,13,1,2,0,14
7,9,11,10,6,1,12,0,13,8,3,4,15,2,14,5
7,12,0,8,10,9,1,15,6,13,14,11,5,2,3,4
7,12,11,8,10,9,1,15,4,13,6,0,3,14,2,5
7,13,0,5,4,6,15,8,11,2,1,14,10,9,12,3
7,13,11,8,10,9,4,6,15,12,1,0,3,14,5,2
10,9,0,5,8,6,3,7,15,4,12,11,2,14,1,13
10,9,3,5,8,6,7,4,1,12,0,13,11,2,15,14
10,9,8,5,6,3,7,4,11,12,1,0,13,2,15,14
10,12,0,8,9,7,1,15,6,11,13,5,14,2,3,4
10,12,3,8,9,7,1,4,5,6,11,13,0,2,15,14
10,13,0,5,8,6,3,4,7,15,9,11,12,14,2,1
10,13,14,5,8,6,3,4,7,15,2,9,1,11,12,0
10,14,3,5,8,6,15,2,4,9,1,0,11,12,13,7
12,3,2,8,10,9,7,1,4,5,6,15,14,13,0,11
12,9,0,6,13,10,7,3,14,11,4,8,1,5,2,15
12,9,3,1,10,7,8,2,13,6,0,14,5,11,4,15
12,11,3,8,10,9,7,1,15,4,5,6,13,0,14,2
12,13,0,6,10,9,7,3,8,1,5,11,4,14,15,2
12,13,11,6,10,9,0,7,3,15,4,8,1,14,5,2
13,9,0,5,4,7,6,3,8,15,11,2,12,1,10,14
13,9,11,6,7,15,4,3,5,1,0,8,12,14,2,10
6,7,0,9,12,10,13,3,8,1,14,11,4,5,15,2
6,7,9,13
6,7,13,0,8,10,9,4,15,12,1,3,14,11,5,2
6,9,10,0,12,7,13,3,1,8,5,11,14,4,15,2
6,9,10,13
6,9,13,0,5,7,3,8,4,15,11,12,1,10,14,2
6,10,13,0,8,9,4,7,15,11,3,5,2,1,12,14
7,9,11,12,10,6,1,0,13,8,3,4,15,2,14,5
7,9,12,0,11,15,13,1,8,5,6,2,14,10,4,3
