0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
"(0, 1)","(0, 2)","(0, 3)","(0, 9)","(1, 2)","(1, 10)","(1, 5)","(2, 3)","(2, 4)","(3, 4)","(3, 8)","(3, 11)","(4, 14)","(4, 9)","(4, 7)","(5, 6)","(5, 7)","(5, 14)","(5, 12)","(6, 13)","(6, 10)","(6, 14)","(7, 8)","(8, 12)","(9, 10)","(9, 12)","(10, 11)","(11, 14)","(12, 13)","(13, 14)"
83,32
4,1,2
5,0,1
6,0,5,1,10,9,12,13,14,4,3,11,2,7,8
7,0,8,3,4,5,1,2,9,12,14,11,10,13,6
8,2,3
10,0,9,1
14,0,4,3,11,2,9,5,1,7,8,12,10,6,13
0,3,1,2
0,5,1
0,8,3,1,7,5,12,2,4,9,14,11,10,13,6
0,11,3,1,10,2,9,4,14,5,6,7,8,12,13
0,12,9,11,3,10,13,14,5,8,4,2,1,7,6
1,4,2,3,0,9,10,11,14,5,6,7,8,12,13
1,6,10,5,9,0,12,13,14,11,4,3,2,8,7
1,7,5,0,8,3,4,2,9,12,14,11,10,13,6
1,11,10,4,2,14,3,9,0,5,6,7,8,12,13
1,14,5,0,4,3,11,2,9,7,8,12,10,6,13
2,7,4,0,8,3,5,1,9,12,14,11,10,13,6
2,14,4,0,3,11,9,5,1,7,8,12,10,6,13
3,4,0,2,9
3,7,4,8,1,2,0,5,12,9,14,11,10,13,6
8,2,3,11
9,8,12,11,10,3,13,14,5,6,1,4,0,2,7
12,4,9,8,3,7,0,5,2,1,14,11,10,13,6
12,5,0,9,1,10,6,13,14,4,3,11,2,7,8
13,4,14,1,6,5,12,10,2,7,9,0,8,3,11
0,2,8,3,10,1,9,11,12,5,7,4,14,13,6
0,2,11,3,7,1,5,4,9,8,14,10,12,13,6
3,11,4,14,1,2,0,10,5,9,6,7,8,12,13
9,4,10,11,3,14,0,6,2,1,5,12,7,8,13
9,10,12,3,4,0,11,8,2,14,7,1,5,13,6
3,8,11,0,1,2,7,5,12,10,4,9,14,6,13
