0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
"(0, 11)","(0, 8)","(0, 6)","(0, 9)","(0, 1)","(0, 13)","(0, 3)","(0, 7)","(1, 2)","(1, 3)","(1, 13)","(1, 11)","(1, 8)","(1, 9)","(1, 7)","(1, 4)","(1, 14)","(2, 4)","(2, 7)","(2, 11)","(2, 8)","(2, 9)","(2, 10)","(2, 5)","(2, 6)","(2, 3)","(2, 13)","(3, 6)","(3, 14)","(3, 10)","(3, 11)","(3, 12)","(3, 4)","(3, 5)","(3, 7)","(3, 8)","(4, 6)","(4, 12)","(4, 13)","(4, 11)","(4, 5)","(4, 10)","(5, 6)","(5, 7)","(5, 12)","(5, 14)","(5, 8)","(5, 13)","(6, 12)","(6, 13)","(6, 7)","(6, 9)","(6, 8)","(7, 8)","(7, 9)","(7, 13)","(7, 12)","(7, 14)","(8, 12)","(8, 9)","(8, 14)","(8, 10)","(8, 11)","(9, 13)","(9, 14)","(9, 10)","(9, 12)","(10, 14)","(10, 11)","(10, 13)","(10, 12)","(11, 12)","(12, 14)","(12, 13)","(13, 14)"
348,237
2,0,1,7,11,8,9,6,3,13,4,12,10,14,5
4,0,6,3,13,11,1,12,2,8,7,9,14,10,5
5,1,7,3,14,2,4,8,13,6,12,10,0,9,11
10,1,14,3,9,11,8,2,13,4,12,5,7,6,0
12,2,8,4,6,3,11,5,9,13,10,7,1,0,14
14,0,13,3,9,8,1,7,6,4,12,10,5,2,11
0,1,2,11,8,6,9,13,3,7,12,4,10,14,5
0,6,2,11,8,9,1,13,3,7,12,4,10,14,5
1,2,0,7,11,8,9,6,3,13,12,10,4,14,5
1,4,0,6,3,13,11,7,9,2,8,12,14,10,5
1,14,2,13,10,3,9,8,5,7,6,4,0,12,11
3,2,0,1,7,11,8,9,6,13,4,12,10,14,5
3,4,0,6,13,11,1,12,2,8,7,9,14,10,5
3,5,1,7,14,2,4,8,13,6,12,10,9,11,0
3,10,1,14,9,11,8,2,13,4,12,5,7,0,6
3,12,2,8,4,6,11,5,9,13,10,7,1,0,14
3,14,0,13,9,8,1,7,6,4,12,10,5,2,11
5,2,1,7,3,14,4,8,13,6,12,10,0,9,11
6,2,1,4,3,0,13,7,9,8,11,12,5,10,14
6,4,1,3,0,13,7,9,2,8,14,10,12,5,11
6,5,1,4,3,0,13,7,9,2,8,14,11,12,10
6,12,2,8,4,3,11,5,9,13,10,7,1,0,14
7,2,0,1,11,8,9,6,3,13,4,12,10,14,5
7,5,1,3,14,2,4,8,13,6,10,12,0,9,11
7,12,2,8,4,6,3,11,5,9,13,10,1,0,14
7,14,0,13,3,9,8,1,6,4,12,10,5,2,11
8,2,0,1,7,11,9,6,3,13,4,12,10,14,5
8,5,1,7,3,14,2,4,13,6,12,10,0,9,11
8,10,1,14,3,9,11,2,13,4,12,5,7,6,0
8,12,2,4,6,3,11,5,9,13,10,7,1,0,14
8,14,0,13,3,9,1,7,6,12,10,5,2,4,11
9,2,0,1,7,11,8,6,3,13,4,12,10,14,5
9,10,1,14,3,11,8,2,13,4,12,5,7,6,0
9,12,5,7,13,14,8,2,6,1,0,10,3,4,11
9,14,0,13,3,8,1,7,6,4,12,10,5,2,11
10,2,1,14,3,9,11,8,13,4,5,7,12,6,0
11,2,0,1,7,8,9,6,3,13,4,12,14,10,5
11,4,0,6,3,13,1,12,2,8,7,9,14,10,5
11,10,1,14,3,9,8,2,13,4,12,5,7,6,0
11,12,2,8,4,6,3,5,9,13,10,7,1,0,14
13,2,0,1,7,11,8,9,6,3,4,12,10,14,5
13,4,0,6,3,11,1,12,2,8,7,9,14,10,5
13,5,1,7,3,14,2,4,8,6,12,10,0,9,11
13,10,1,14,3,9,11,8,2,4,12,5,7,6,0
13,12,3,14,1,6,4,0,7,10,5,2,9,8,11
13,14,0,3,9,8,1,7,6,10,12,4,5,2,11
0,1,3,6,2,13,8,9,7,4,11,14,12,10,5
0,3,6,5,8,13,7,12,1,9,14,2,10,4,11
0,7,1,2,11,8,6,9,13,3,12,4,10,14,5
0,7,6,2,11,8,9,1,13,3,12,4,10,14,5
0,8,1,2,11,6,9,13,3,7,12,4,10,14,5
0,8,6,2,11,9,1,13,3,7,12,4,10,14,5
0,9,1,6,2,3,13,8,7,4,11,14,10,12,5
0,9,6,5,8,13,3,7,14,2,12,1,10,4,11
0,11,1,2,8,6,9,13,3,7,12,14,10,5,4
0,13,1,6,2,3,8,9,7,4,11,14,10,12,5
0,13,6,5,8,3,7,12,1,9,14,2,10,4,11
1,2,3,0,7,11,8,9,6,13,12,10,4,14,5
1,3,4,0,6,13,11,7,9,2,8,12,14,10,5
1,3,14,6,2,13,8,9,0,7,4,12,5,10,11
1,4,2,0,6,3,13,11,7,8,9,12,14,10,5
1,7,2,0,11,8,9,6,3,13,12,10,4,14,5
1,7,14,2,13,10,3,9,8,5,6,4,0,12,11
1,8,2,0,7,11,9,6,3,13,12,10,4,14,5
1,8,14,2,13,10,3,9,5,7,6,0,12,4,11
1,9,2,6,3,13,8,0,7,4,14,10,12,5,11
1,9,14,6,2,3,13,8,0,7,4,12,5,10,11
1,11,2,0,7,8,9,6,3,13,12,14,10,5,4
1,11,4,0,6,3,13,7,9,2,8,12,14,10,5
1,13,2,3,14,6,4,0,7,12,10,5,9,8,11
1,13,4,0,6,3,11,7,9,2,8,12,14,10,5
1,13,14,6,2,3,8,9,0,7,4,12,5,10,11
3,5,2,1,7,14,4,8,13,6,12,10,9,11,0
