0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
"(0, 4)","(0, 5)","(0, 6)","(0, 8)","(0, 9)","(0, 13)","(0, 14)","(0, 16)","(1, 4)","(1, 5)","(1, 6)","(1, 7)","(1, 9)","(1, 11)","(1, 15)","(2, 4)","(2, 5)","(2, 6)","(2, 7)","(2, 9)","(2, 12)","(2, 13)","(3, 4)","(3, 10)","(3, 13)","(4, 5)","(4, 6)","(4, 7)","(4, 8)","(4, 11)","(4, 14)","(5, 7)","(5, 8)","(5, 10)","(5, 12)","(5, 13)","(5, 16)","(6, 8)","(6, 9)","(7, 10)","(7, 11)","(8, 11)","(8, 14)","(9, 10)","(9, 15)","(10, 12)","(10, 14)","(10, 15)","(11, 12)","(11, 15)","(13, 16)","(14, 16)"
140,72
0,3,4,13,2,5,6,9,10,1,8,14,7,12,15,11,16
1,2,4,5,6,7,9,0,8,10,13,14,11,15,12,3,16
2,3,4,13,0,5,6,9,10,1,8,7,12,14,15,11,16
3,0,4,13,2,5,6,9,10,1,8,14,7,12,15,11,16
10,2,9,5,7,12,0,1,11,14,4,6,13,8,15,16,3
0,4,3,13,2,5,6,9,10,1,8,14,7,12,15,11,16
1,3,4,5,10,13,9,7,15,14,0,2,6,11,8,16,12
2,4,3,13,0,5,6,9,10,1,8,7,12,14,15,11,16
4,1,2,5,6,7,9,0,8,10,13,14,11,3,15,12,16
4,3,0,13,2,5,6,9,10,1,8,7,14,12,15,11,16
5,0,3,4,10,13,7,14,2,9,1,8,16,6,12,15,11
5,1,3,4,10,13,7,14,0,2,9,15,11,8,16,6,12
5,2,3,4,10,13,7,14,0,9,12,1,11,8,16,6,15
5,10,6,0,1,2,4,8,9,14,13,7,15,11,12,3,16
6,0,3,4,13,2,5,9,1,8,10,7,11,15,14,12,16
6,1,2,4,5,7,9,0,8,10,13,14,11,15,12,3,16
6,2,3,4,13,0,5,9,1,8,10,7,11,15,14,12,16
6,3,4,0,13,2,5,9,1,8,10,7,11,15,14,12,16
7,1,3,4,10,5,14,9,15,13,0,8,16,2,6,11,12
7,2,3,4,10,13,5,14,0,9,12,8,16,1,6,11,15
8,0,3,4,13,2,5,6,9,10,1,14,7,12,11,15,16
8,3,4,5,10,13,14,7,0,2,16,11,9,6,12,1,15
9,0,5,1,2,10,4,6,7,15,13,12,14,3,11,8,16
9,1,5,0,2,10,4,6,13,14,7,12,15,3,11,8,16
9,2,5,0,1,10,4,6,13,14,7,15,12,3,11,8,16
9,3,10,14,0,4,13,5,1,2,6,7,16,8,15,12,11
9,10,2,5,7,12,0,1,11,14,4,6,13,8,15,16,3
10,3,8,5,14,4,13,0,16,7,2,9,11,12,6,1,15
11,0,8,4,13,5,1,7,12,2,3,10,6,9,15,14,16
11,1,2,4,7,12,5,6,9,0,10,8,15,13,14,3,16
11,3,4,0,8,13,5,2,7,12,1,10,6,9,15,14,16
12,0,5,15,11,10,9,1,8,4,7,14,2,6,3,16,13
12,2,4,11,5,7,8,1,10,6,9,3,14,15,0,13,16
13,0,4,2,3,5,6,9,10,1,8,14,7,12,15,11,16
13,1,5,15,0,9,2,3,10,4,6,14,7,12,11,8,16
13,2,4,0,3,5,6,9,10,1,8,7,12,14,15,11,16
13,3,15,0,9,2,10,5,1,4,6,14,7,12,11,8,16
14,0,3,10,4,13,9,5,7,2,16,1,6,8,12,15,11
15,1,3,10,4,9,5,7,14,11,0,2,6,13,8,16,12
15,3,10,8,11,4,5,14,7,12,1,13,0,16,2,9,6
16,0,4,5,14,8,10,9,3,7,1,2,6,13,11,15,12
16,1,5,6,0,2,4,8,9,13,7,14,11,10,15,3,12
16,2,5,13,6,0,1,4,8,9,7,11,14,3,10,15,12
0,4,5,6,1,2,8,9,7,11,13,10,15,12,3,14,16
2,4,5,6,0,1,8,9,13,7,11,10,15,3,12,14,16
4,5,1,6,0,2,8,9,13,7,11,10,15,3,12,14,16
4,5,8
4,6,0,7,1,2,5,9,13,8,10,3,11,14,15,12,16
4,6,1,2,5,7,9,0,8,10,13,14,11,3,15,12,16
4,7,1,3,10,5,14,9,15,13,0,8,16,2,6,11,12
4,7,2,3,10,13,5,14,9,12,0,8,16,1,6,11,15
4,8,0,3,13,2,5,6,9,10,1,7,14,12,11,15,16
4,11,1,2,7,12,5,6,9,10,8,0,15,3,14,13,16
4,11,7,0,8,5,1,12,6,9,2,10,15,13,3,14,16
4,14,0,5,8,10,16,3,7,9,13,11,1,2,6,12,15
4,14,11,8
5,7,1,3,4,10,13,14,0,2,9,15,8,16,6,12,11
5,7,2,3,4,10,13,14,0,9,12,8,16,6,1,11,15
5,8,0,3,4,10,13,7,14,2,9,11,1,16,6,12,15
5,12,2,11,1,4,7,8,6,9,10,0,15,3,14,13,16
5,12,13,2,15,1,10,11,0,9,3,4,6,7,14,8,16
5,13,0,7,2,4,6,9,3,1,8,10,11,15,14,12,16
5,13,2,6,0,1,4,8,9,7,11,3,10,15,12,14,16
5,13,7,2,15,1,10,0,9,3,11,4,6,12,14,8,16
5,16,0,11,1,4,7,8,12,14,6,9,2,10,15,13,3
5,16,7,0,4,14,8,10,11,9,3,1,12,15,2,6,13
9,0,6,7,1,2,10,4,5,15,13,12,14,3,8,11,16
9,1,6,14,0,10,4,8,5,7,15,3,2,11,16,13,12
15,9,1,5,10,0,2,7,14,12,4,6,13,11,8,16,3
15,9,10,2,5,7,12,1,0,11,4,6,14,13,8,3,16
4,6,0,8,13,2,3,5,9,10,1,7,14,12,15,11,16
4,8,14,0,5,10,16,3,7,9,13,11,1,2,6,12,15
