0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
"(0, 1)","(0, 15)","(0, 3)","(0, 12)","(0, 11)","(0, 9)","(0, 2)","(0, 5)","(0, 7)","(0, 10)","(1, 14)","(1, 11)","(1, 9)","(1, 6)","(1, 7)","(1, 8)","(1, 10)","(1, 2)","(2, 7)","(2, 8)","(2, 13)","(2, 12)","(2, 15)","(3, 7)","(3, 14)","(3, 8)","(3, 4)","(3, 11)","(3, 9)","(4, 5)","(4, 14)","(4, 12)","(4, 13)","(4, 6)","(4, 9)","(4, 15)","(5, 7)","(5, 13)","(5, 6)","(5, 12)","(5, 15)","(6, 7)","(6, 11)","(6, 12)","(6, 14)","(6, 13)","(7, 12)","(7, 8)","(8, 15)","(8, 13)","(8, 14)","(9, 10)","(9, 14)","(9, 13)","(10, 12)","(10, 14)","(10, 13)","(10, 15)","(11, 15)","(11, 12)","(11, 13)","(12, 13)","(13, 14)","(14, 15)"
146,72
4,2,12,13,15,10,0,5,11,8,14,9,1,3,7,6
6,0,5,7,11,1,12,13,15,3,10,2,9,8,14,4
8,0,3,2,15,1,7,14,4,11,9,10,5,13,6,12
13,1,2,8,11,10,6,9,14,0,12,15,7,3,4,5
14,0,1,10,3,15,9,11,7,8,2,4,6,13,12,5
0,3,6,1,12,11,5,7,14,4,9,8,10,2,13,15
0,5,6,1,12,11,7,10,2,15,13,3,14,9,8,4
0,12,1,10,6,11,7,2,14,13,15,5,3,9,4,8
0,15,1,11,8,14,10,2,3,13,6,12,7,9,4,5
1,6,5,0,7,12,11,10,2,15,13,3,14,9,8,4
1,8,0,3,2,15,7,14,11,9,4,10,5,13,6,12
1,14,5,0,6,7,4,15,13,3,9,10,12,11,2,8
2,8,0,3,15,1,7,14,4,11,9,10,5,13,6,12
2,13,7,5,12,8,6,0,15,1,14,11,9,10,3,4
3,4,8,14,13,15,11,9,5,2,10,0,6,12,1,7
3,8,6,7,14,4,11,1,13,5,12,0,2,15,9,10
3,11
3,14,2,0,7,8,1,15,13,9,10,12,11,5,6,4
5,4,3,7,0,6,12,15,9,11,14,1,13,10,2,8
5,6,3,4,7,0,11,14,12,9,15,13,1,8,10,2
5,13,3,4,7,0,8,11,9,14,12,6,15,2,1,10
7,6,0,5,11,1,12,13,15,3,10,2,8,9,14,4
7,8,0,3,2,15,1,14,4,11,9,5,10,6,13,12
9,4,2,1,0,13,12,15,14,6,11,8,10,7,3,5
9,13,3,4,8,11,14,15,12,6,1,0,10,2,5,7
9,14,0,1,10,3,15,11,7,8,2,4,13,6,12,5
10,13,8,14,1,15,11,9,6,2,0,5,4,12,3,7
10,14,0,1,3,15,9,11,7,8,2,4,12,13,6,5
11,6,0,5,7,1,12,13,15,3,10,2,9,8,14,4
11,13,5,15,6,0,12,8,14,10,2,4,7,1,9,3
11,15
12,4,3,0,11,7,15,9,5,6,13,1,10,2,8,14
12,6,3,0,4,11,7,14,1,5,15,9,10,13,8,2
12,13,1,10,0,6,11,7,2,8,9,14,15,5,3,4
15,4,3,0,11,8,14,12,9,5,1,2,7,10,6,13
15,8,1,0,11,14,10,2,3,7,9,13,6,12,4,5
15,14,3,0,11,8,4,1,9,10,2,7,12,5,6,13
0,1,2,6,12,11,5,7,13,10,15,3,8,9,14,4
0,1,7
0,1,9,8,15,3,2,7,14,13,11,10,4,5,6,12
0,1,10,8,15,3,2,7,14,13,11,4,5,9,12,6
0,2,12,6,1,11,5,7,13,10,14,9,8,15,3,4
0,5,7,11,13,6,12,15,3,1,2,10,9,8,4,14
0,7,12,1,10,6,11,2,14,13,15,5,3,9,8,4
0,9,10
1,2,8,6,7,13,12,14,5,3,11,10,9,0,4,15
1,7,8,0,3,2,15,14,11,9,4,10,5,6,13,12
1,9,14,8,3,13,0,7,11,4,2,10,6,15,12,5
1,10,14,8,13,15,2,11,6,9,5,4,0,12,7,3
2,7,8,0,3,15,1,14,4,11,9,5,10,13,6,12
2,7,12
3,4,9,13,14,8,11,1,6,15,12,0,7,10,2,5
3,9,14,2,0,7,8,1,13,15,10,12,11,5,6,4
3,14,4,8,13,15,11,9,5,2,10,0,1,6,12,7
5,4,6,11,13,12,0,15,3,2,10,9,8,14,7,1
5,7,6,11,13,12,0,15,3,1,2,8,10,9,4,14
5,12,0,6,1,11,7,10,2,15,13,3,14,9,8,4
5,12,4,3,7,0,11,6,1,15,9,13,14,10,2,8
5,12,6,3,4,7,0,11,14,9,15,13,1,8,10,2
5,12,13,3,4,7,0,11,8,9,14,6,15,2,1,10
5,13,4,3,7,0,8,11,9,14,2,6,12,1,10,15
7,12,6,4,5,3,0,11,14,1,15,9,10,13,8,2
9,10,13,12,0,4,11,2,5,15,3,14,1,6,7,8
9,10,14,0,1,3,15,11,7,8,2,4,13,12,6,5
9,13,4,12,10,0,14,15,11,2,5,3,6,1,8,7
11,12,6,10,15,1,0,13,14,2,5,4,8,7,9,3
11,12,13,5,15,6,0,10,2,4,8,14,7,1,9,3
11,13,6,10,15,1,0,12,14,8,2,5,4,9,7,3
12,6,4,3,0,11,7,14,1,5,15,9,10,13,8,2
5,4,6,12,11,13,0,15,3,2,10,9,8,14,1,7
5,12,13,4,3,7,0,11,8,9,14,2,6,1,10,15
5,13,4,6,11,12,0,15,3,10,2,7,9,1,8,14
