0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
"(0, 1)","(0, 2)","(0, 6)","(0, 13)","(0, 15)","(0, 16)","(0, 17)","(1, 5)","(1, 7)","(1, 8)","(1, 10)","(1, 15)","(1, 16)","(1, 17)","(2, 5)","(2, 7)","(2, 12)","(2, 17)","(3, 8)","(3, 10)","(3, 11)","(4, 6)","(4, 9)","(4, 10)","(4, 14)","(4, 17)","(5, 6)","(5, 7)","(5, 10)","(5, 14)","(6, 10)","(6, 17)","(7, 10)","(7, 13)","(7, 14)","(7, 16)","(7, 17)","(8, 11)","(9, 11)","(9, 15)","(9, 16)","(10, 11)","(10, 12)","(10, 13)","(11, 12)","(11, 14)","(11, 15)","(12, 13)","(12, 14)","(13, 14)","(13, 15)","(13, 16)","(14, 15)","(15, 16)","(16, 17)"
149,74
3,2,10,5,7,12,11,14,13,4,0,15,17,6,9,1,8,16
5,0,1,2,6,7,17,10,13,16,4,12,14,15,9,11,8,3
7,0,1,2,13,16,17,5,10,15,12,6,14,4,11,9,8,3
8,0,1
10,0,1,6,13,5,17,7,15,16,2,14,4,11,12,9,8,3
12,0,2,13,7,10,14,1,16,17,6,5,4,11,15,9,8,3
0,1,7,2,13,16,17,5,12,10,15,6,14,11,4,8,9,3
0,2,14,13,15,5,7,12,10,1,16,11,6,17,4,8,9,3
0,6,3,1,8,10,13,15,11,5,17,7,16,12,14,2,4,9
1,5,6,0,10,17,2,13,4,7,12,15,16,14,11,9,8,3
1,7,4,10,17,14,6,5,11,12,13,15,0,2,8,9,16,3
1,9,15,16
1,10,4,17,6,7,0,5,14,13,2,16,15,11,12,9,8,3
2,5,6,0,17,1,7,10,13,16,12,4,14,15,11,9,8,3
2,7,4,17,10,14,1,6,5,12,11,13,0,15,8,16,9,3
2,12,10,5,7,14,13,4,11,0,17,6,9,15,1,16,8,3
3,4,10,5,6,14,11,7,12,13,9,15,17,2,0,1,16,8
6,3,10,2,0,5,17,7,12,11,1,8,13,15,16,14,4,9
6,5,2,0,17,1,7,10,13,16,12,4,14,15,11,9,8,3
6,10,2,0,5,17,7,12,1,13,16,14,4,15,9,11,8,3
6,3,10,11,9,4,14,5,7,12,13,15,1,16,2,17,0,8
8,0,1,15,11,10,3,6,13,5,17,7,16,12,14,2,4,9
8,0,1,16,15,11,10,9,3,6,13,7,4,5,17,12,14,2
8,0,1,17,15,11,16,10,9,4,14,6,7,12,2,3,13,5
9,3,11,7,16,10,14,1,8,13,15,4,5,12,0,17,6,2
9,4,5,6,10,11,14,15,1,16,7,0,17,12,13,8,2,3
9,8,11,2,4,17,16,12,15,0,7,1,5,10,14,3,6,13
11,0,15,8,1,10,6,13,3,5,17,12,14,7,16,2,4,9
11,3,5,10,14,4,7,12,13,9,6,17,2,15,1,16,0,8
11,6,10,2,12,0,5,17,7,13,14,15,1,16,8,4,9,3
11,8,2,12,1,0,5,7,17,10,13,14,15,6,16,4,9,3
11,10,2,12,5,7,14,13,4,15,0,9,17,6,1,16,8,3
11,6,10,12,2,0,5,17,7,15,1,13,16,14,8,4,9,3
13,0,8,1,7,10,15,16,3,11,12,14,5,2,17,6,4,9
13,3,10,6,0,1,8,15,11,7,16,5,17,12,14,2,9,4
13,7,2,0,12,1,16,17,10,14,15,5,4,6,11,9,8,3
13,9,15,16
13,10,2,0,7,12,5,1,6,16,17,14,15,4,11,9,8,3
14,3,11,7,10,4,5,12,13,9,17,6,2,15,16,1,0,8
14,5,6,4,10,7,11,12,13,17,2,9,15,0,1,16,8,3
14,7,4,10,17,5,11,12,13,1,6,2,9,8,15,16,0,3
14,8,11,2,5,7,12,1,0,17,10,6,13,16,15,4,9,3
14,11,2,5,7,12,10,13,4,15,0,9,17,6,1,16,8,3
15,3,11,8,1,10,13,12,14,0,7,16,2,5,4,6,17,9
16,5,1,7,6,0,17,10,2,13,4,12,14,15,9,11,8,3
16,7,0,1,2,13,17,5,10,15,12,6,14,4,11,9,8,3
17,7,0,1,2,13,16,5,10,15,12,6,14,4,11,9,8,3
