0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
"(0, 1)","(0, 3)","(0, 14)","(0, 6)","(0, 7)","(0, 17)","(0, 9)","(0, 16)","(0, 15)","(0, 4)","(0, 8)","(1, 2)","(1, 17)","(1, 5)","(1, 10)","(1, 11)","(1, 9)","(1, 3)","(1, 16)","(1, 4)","(1, 6)","(1, 14)","(1, 7)","(2, 3)","(2, 4)","(2, 5)","(2, 17)","(2, 7)","(2, 15)","(2, 12)","(2, 10)","(2, 11)","(2, 16)","(2, 6)","(3, 6)","(3, 7)","(3, 16)","(3, 12)","(3, 11)","(3, 5)","(3, 13)","(3, 4)","(3, 17)","(3, 8)","(3, 15)","(4, 5)","(4, 6)","(4, 10)","(4, 11)","(4, 12)","(4, 14)","(4, 13)","(4, 7)","(4, 8)","(4, 17)","(5, 12)","(5, 14)","(5, 15)","(5, 7)","(5, 13)","(5, 8)","(5, 10)","(5, 6)","(5, 11)","(6, 8)","(6, 10)","(6, 13)","(6, 16)","(6, 14)","(6, 7)","(6, 15)","(6, 11)","(6, 12)","(7, 8)","(7, 10)","(7, 13)","(7, 14)","(7, 16)","(7, 15)","(7, 17)","(7, 9)","(7, 11)","(7, 12)","(8, 10)","(8, 11)","(8, 12)","(8, 15)","(8, 16)","(8, 17)","(8, 9)","(8, 13)","(8, 14)","(9, 10)","(9, 17)","(9, 11)","(9, 12)","(9, 13)","(9, 14)","(10, 12)","(10, 14)","(10, 15)","(10, 16)","(10, 11)","(10, 13)","(10, 17)","(11, 17)","(11, 12)","(11, 13)","(11, 14)","(11, 15)","(11, 16)","(12, 15)","(12, 13)","(12, 14)","(12, 16)","(12, 17)","(13, 16)","(13, 17)","(13, 15)","(13, 14)","(14, 16)","(14, 17)","(14, 15)","(15, 16)","(15, 17)","(16, 17)"
1989,1618
2,0,1,3,4,17,7,15,16,6,5,10,11,14,12,13,8,9
5,0,4,1,14,3,15,7,8,6,2,10,11,12,13,17,16,9
10,0,9,8,7,6,14,15,4,16,1,17,11,12,13,5,3,2
11,0,8,17,4,1,3,9,14,7,6,15,16,10,5,2,13,12
12,1,10,5,3,2,11,4,9,7,14,6,16,17,8,15,13,0
13,2,7,6,12,11,4,3,5,16,17,15,10,8,0,14,1,9
0,1,2,3,6,7,17,16,15,4,8,10,13,14,11,12,5,9
0,8,2,1,3,6,7,17,16,15,4,10,11,12,5,9,14,13
0,15,2,1,3,6,7,17,16,4,5,10,11,14,8,13,12,9
1,2,0,3,4,17,7,15,16,6,5,10,11,12,14,13,8,9
1,5,0,4,14,3,15,7,8,6,2,10,11,12,13,17,16,9
1,10,0,9,8,7,6,14,15,4,16,17,11,12,13,5,3,2
1,11,0,8,17,4,3,9,14,7,6,15,16,10,5,2,13,12
3,2,0,1,4,17,7,15,16,6,5,10,11,14,12,13,8,9
3,5,0,4,1,14,15,7,8,6,2,10,11,12,13,17,16,9
3,11,0,8,17,4,1,9,14,7,6,15,16,10,5,2,13,12
3,12,1,10,5,2,11,4,9,7,14,6,16,17,8,15,13,0
3,13,2,7,6,12,11,4,5,16,17,15,10,8,0,14,1,9
4,2,0,1,3,17,7,15,16,6,5,10,11,14,8,13,12,9
4,5,0,1,14,3,15,7,8,6,2,17,10,11,16,9,12,13
4,10,0,9,8,7,6,14,15,16,1,17,11,12,13,5,3,2
4,11,0,8,17,1,3,9,14,7,6,15,16,10,5,2,13,12
4,12,1,10,5,3,2,11,9,7,14,6,16,17,8,15,13,0
4,13,2,7,6,12,11,3,5,16,17,15,10,8,0,14,1,9
6,2,0,1,3,4,17,7,15,16,5,10,11,14,12,13,8,9
6,5,0,4,1,14,3,15,7,8,2,10,11,12,13,17,16,9
6,10,0,9,8,7,14,15,4,16,1,17,11,12,13,5,3,2
6,11,0,8,17,4,1,3,9,14,7,15,16,10,5,2,13,12
6,12,1,10,5,3,2,11,4,9,7,14,16,17,8,15,13,0
6,13,2,7,12,11,4,3,5,16,17,15,10,14,0,1,8,9
7,2,0,1,3,4,17,15,16,6,5,10,11,14,12,13,8,9
7,5,0,4,1,14,3,15,8,6,2,10,11,12,13,17,16,9
7,10,0,9,8,6,14,15,4,16,1,17,11,12,13,5,3,2
7,11,0,8,17,4,1,3,9,14,6,15,16,10,5,2,13,12
7,12,1,10,5,3,2,11,4,9,14,6,16,17,8,15,13,0
7,13,2,6,12,11,4,3,5,16,17,15,10,8,0,14,1,9
8,5,2,7,6,10,11,12,15,16,17,4,3,0,13,14,1,9
8,10,3,12,7,6,15,4,16,1,11,2,5,13,17,9,14,0
8,11,2,7,6,10,12,15,16,17,5,4,3,0,13,14,1,9
8,12,2,7,6,10,11,15,16,17,5,4,3,0,13,14,1,9
8,13,2,7,6,10,11,12,15,16,17,5,4,3,0,14,1,9
9,10,0,8,7,6,14,15,4,16,1,17,11,5,3,13,12,2
9,11,0,8,17,4,1,3,14,7,6,15,16,10,5,2,13,12
9,12,6,10,1,0,11,7,13,14,8,15,4,16,17,2,5,3
9,13,6,10,1,0,11,7,12,14,8,15,4,16,17,5,3,2
12,2,1,10,5,3,11,4,9,7,14,6,16,17,8,15,13,0
14,5,0,4,1,3,15,7,8,6,2,10,11,12,13,17,16,9
14,10,0,9,8,7,6,15,4,16,1,17,11,12,13,5,3,2
14,11,0,8,17,4,1,3,9,7,6,15,16,10,5,2,13,12
14,12,3,0,7,5,6,4,16,11,17,1,13,15,8,9,2,10
14,13,3,0,7,5,6,4,16,11,12,17,1,15,8,9,2,10
15,2,1,16,17,10,5,6,7,0,14,11,3,8,13,12,4,9
15,5,1,16,17,10,2,6,7,0,14,11,3,8,13,12,4,9
15,10,1,16,17,2,5,6,7,0,14,11,3,8,13,12,4,9
15,11,1,16,17,10,2,5,6,7,0,14,3,8,13,12,4,9
15,12,1,16,17,10,2,5,6,7,0,14,11,3,4,9,8,13
15,13,2,7,6,12,11,4,3,5,16,17,10,8,0,14,1,9
16,2,0,1,3,4,17,7,15,6,5,10,11,14,12,13,8,9
16,10,0,9,8,7,6,14,15,4,1,17,11,12,13,5,3,2
16,11,0,8,17,4,1,3,9,14,7,6,15,10,5,2,13,12
16,12,1,10,5,3,2,11,4,9,7,14,6,17,8,15,13,0
16,13,2,7,6,12,11,4,3,5,17,15,10,8,0,14,1,9
17,2,0,1,3,4,7,15,16,6,5,10,11,14,12,13,8,9
17,10,0,9,8,7,6,14,15,4,16,1,11,12,13,5,3,2
17,11,0,8,4,1,3,9,14,7,6,15,16,10,5,12,13,2
17,12,1,10,5,3,2,11,4,9,7,14,6,16,8,15,13,0
17,13,2,7,6,12,11,4,3,5,16,15,10,8,0,14,1,9
0,1,3,2,6,7,17,16,15,4,8,10,13,14,11,12,5,9
0,3,8,2,1,6,7,17,16,15,4,10,11,12,5,9,14,13
0,3,15,5,1,14,6,7,4,8,2,17,10,11,16,9,12,13
0,4,1,2,3,6,7,17,16,15,8,10,13,14,11,12,5,9
0,4,8,2,1,3,6,7,17,16,15,10,11,12,5,9,14,13
0,6,1,2,3,7,17,16,15,4,11,8,13,14,12,10,5,9
0,6,8,2,1,3,7,17,16,15,4,10,11,12,5,9,14,13
0,6,15,2,1,3,7,17,16,4,5,10,11,14,8,13,12,9
0,7,1,2,3,6,17,16,15,4,8,10,13,14,11,12,5,9
0,7,8,2,1,3,6,17,16,15,4,10,11,12,5,9,14,13
0,7,15,2,1,3,6,17,16,4,5,10,11,14,8,13,12,9
0,9,1,6,10,11,7,12,13,14,8,15,4,16,17,3,5,2
0,9,8,6,10,1,11,7,12,13,14,15,4,16,17,5,3,2
0,14,1,3,7,5,6,4,16,11,12,17,13,15,8,2,10,9
0,14,8,3,7,5,6,4,16,11,12,17,1,13,15,2,10,9
0,14,15,5,1,3,6,7,4,8,2,17,10,11,16,9,12,13
0,16,1,2,3,6,7,17,15,4,8,10,13,14,11,12,5,9
0,16,8,2,1,3,6,7,17,15,4,10,11,12,5,9,14,13
0,16,15,2,1,3,6,7,17,4,5,10,11,14,8,13,12,9
0,17,1,2,3,6,7,16,15,4,8,10,13,14,11,12,5,9
0,17,8,2,1,3,6,7,16,15,4,10,11,12,5,9,14,13
0,17,15,2,1,3,6,7,16,4,5,10,11,14,8,13,12,9
1,2,3,0,4,17,7,15,16,6,5,10,11,12,14,13,8,9
1,3,5,0,4,14,15,7,8,6,2,10,11,12,13,17,16,9
1,3,11,0,8,17,4,9,14,7,6,15,16,10,5,2,13,12
1,4,2,0,3,17,7,15,16,6,11,8,13,14,12,10,5,9
1,4,5,0,14,3,15,7,8,6,16,11,12,17,13,10,2,9
1,4,10,0,9,8,7,6,14,15,16,17,11,12,13,5,3,2
1,4,11,0,8,17,3,9,14,7,6,15,16,10,5,2,13,12
1,5,2,0,4,14,3,15,7,8,6,17,16,10,11,12,13,9
1,6,2,0,3,4,17,7,15,16,5,10,11,12,14,13,8,9
1,6,5,0,4,14,3,15,7,8,2,10,11,12,13,17,16,9
1,6,10,0,9,8,7,14,15,4,16,17,11,12,13,5,3,2
1,6,11,0,8,17,4,3,9,14,7,15,16,10,5,2,13,12
1,7,2,0,3,4,17,15,16,6,5,10,11,12,14,13,8,9
1,7,5,0,4,14,3,15,8,6,2,10,11,12,13,17,16,9
1,7,10,0,9,8,6,14,15,4,16,17,11,12,13,5,3,2
1,7,11,0,8,17,4,3,9,14,6,15,16,10,5,2,13,12
1,9,10,6,0,11,7,12,13,14,8,17,16,15,4,3,5,2
1,9,11,6,10,0,7,12,13,14,8,15,4,16,17,3,5,2
1,10,2,3,8,12,7,6,15,4,16,11,5,13,17,0,9,14
1,11,2,0,8,17,4,3,9,14,7,6,15,16,10,5,12,13
1,14,5,3,0,7,6,4,16,11,12,17,13,15,8,9,10,2
1,14,10,3,0,7,5,6,4,16,11,12,17,13,15,8,2,9
1,14,11,3,0,7,5,6,4,16,12,17,13,15,8,9,2,10
1,16,2,0,3,4,17,7,15,6,10,11,12,14,13,8,5,9
1,16,10,0,9,8,7,6,14,15,4,17,11,12,13,5,3,2
1,16,11,0,8,17,4,3,9,14,7,6,15,10,5,2,13,12
1,17,2,0,3,4,7,15,16,6,5,10,11,12,14,13,8,9
1,17,10,0,9,8,7,6,14,15,4,16,11,12,13,5,3,2
1,17,11,0,8,4,3,9,14,7,6,15,16,10,5,12,13,2
3,4,2,0,1,17,7,15,16,6,5,10,11,14,8,13,12,9
3,4,5,0,1,14,15,7,8,6,2,17,10,11,16,9,12,13
3,4,11,0,8,17,1,9,14,7,6,15,16,10,5,2,13,12
3,4,12,1,10,5,2,11,9,7,14,6,16,17,8,15,13,0
3,4,13,2,7,6,12,11,5,16,17,15,10,8,0,14,1,9
3,6,2,0,1,4,17,7,15,16,5,10,11,14,12,13,8,9
3,6,5,0,4,1,14,15,7,8,2,10,11,12,13,17,16,9
3,6,11,0,8,17,4,1,9,14,7,15,16,10,5,2,13,12
3,6,12,1,10,5,2,11,4,9,7,14,16,17,8,15,13,0
3,6,13,2,7,12,11,4,5,16,17,15,10,14,0,1,8,9
3,7,2,0,1,4,17,15,16,6,5,10,11,14,12,13,8,9
3,7,5,0,4,1,14,15,8,6,2,10,11,12,13,17,16,9
3,7,11,0,8,17,4,1,9,14,6,15,16,10,5,2,13,12
3,7,12,1,10,5,2,11,4,9,14,6,16,17,8,15,13,0
3,7,13,2,6,12,11,4,5,16,17,15,10,8,0,14,1,9
3,8,5,2,7,6,10,11,12,15,16,17,4,0,13,14,1,9
3,8,11,2,7,6,10,12,15,16,17,5,4,0,13,14,1,9
3,8,12,2,7,6,10,11,15,16,17,5,4,0,13,14,1,9
3,8,13,2,7,6,10,11,12,15,16,17,5,4,0,14,1,9
3,12,2,1,10,5,11,4,9,7,14,6,16,17,8,15,13,0
3,15,2,4,17,12,10,8,5,6,7,0,13,14,11,1,16,9
3,15,5,1,16,17,10,2,6,7,0,14,11,8,13,12,4,9
3,15,11,1,16,17,10,2,5,6,7,0,14,8,13,12,4,9
3,15,12,1,16,17,10,2,5,6,7,0,14,11,4,9,8,13
3,15,13,4,17,12,10,2,8,5,6,7,0,14,11,1,16,9
3,16,2,0,1,4,17,7,15,6,5,10,11,14,12,13,8,9
3,16,11,0,8,17,4,1,9,14,7,6,15,10,5,2,13,12
3,16,12,1,10,5,2,11,4,9,7,14,6,17,8,15,13,0
3,16,13,5,15,10,6,8,7,14,1,2,12,11,17,0,4,9
3,17,2,0,1,4,7,15,16,6,5,10,11,14,12,13,8,9
3,17,11,0,8,4,1,9,14,7,6,15,16,10,5,12,13,2
3,17,12,1,10,5,2,11,4,9,7,14,6,16,8,15,13,0
3,17,13,2,7,6,12,11,4,5,16,15,10,8,0,14,1,9
4,6,2,0,1,3,17,7,15,16,5,10,11,14,8,13,12,9
4,6,5,0,1,14,3,15,7,8,2,17,10,11,16,9,12,13
4,6,10,0,9,8,7,14,15,16,1,17,11,12,13,5,3,2
4,6,11,0,8,17,1,3,9,14,7,15,16,10,5,2,13,12
4,6,12,1,10,5,3,2,11,9,7,14,16,17,8,15,13,0
4,6,13,2,7,12,11,3,5,16,17,15,10,1,8,14,0,9
4,7,2,0,1,3,17,15,16,6,5,10,11,14,8,13,12,9
4,7,5,0,1,14,3,15,8,6,2,17,10,11,16,9,12,13
4,7,10,0,9,8,6,14,15,16,1,17,11,12,13,5,3,2
4,7,11,0,8,17,1,3,9,14,6,15,16,10,5,2,13,12
4,7,12,1,10,5,3,2,11,9,14,6,16,17,8,15,13,0
4,7,13,2,6,12,11,3,5,16,17,15,10,8,0,14,1,9
4,8,5,2,7,6,10,11,12,15,16,17,3,0,13,14,1,9
