0,1,2,3,4,5,6,7,8,9,10,11
"(0, 2)","(0, 9)","(0, 1)","(1, 11)","(1, 5)","(1, 10)","(2, 4)","(2, 11)","(2, 5)","(3, 4)","(3, 11)","(4, 8)","(4, 9)","(5, 6)","(5, 7)","(5, 10)","(6, 7)","(6, 8)","(6, 9)","(6, 11)","(7, 8)","(8, 9)","(8, 11)","(9, 10)"
48,22
3,0,4,2,11,9,1,8,5,10,6,7
4,0,2,9
5,0,1,2,11,6,9,10,4,8,3,7
7,0,6,9,8,5,1,2,11,10,4,3
10,0,1,9
11,0,1,2,5,6,9,8,10,4,7,3
0,1,8,9,11,10,6,2,5,4,7,3
0,2,3,4,9,11,1,8,5,10,6,7
0,6,9,7,2,5,1,8,11,4,10,3
0,8,9,5,2,1,7,6,10,4,11,3
1,5,6,11,2,0,9,10,8,4,7,3
1,7,5,9,10,0,6,8,2,11,4,3
1,11,2,5,0,6,9,10,8,4,7,3
6,4,8,9,5,2,7,10,11,0,3,1
6,5,4,8,9,2,7,11,10,0,1,3
6,7,3,11,8,4,2,9,5,0,1,10
8,4,1,11,3,2,0,9,5,10,6,7
1,10,5,6,11,9,2,8,0,4,7,3
6,5,7,4,8,9,2,11,10,0,1,3
6,8,5,7,4,9,2,10,0,11,1,3
6,8,7,3,11,4,2,9,5,0,1,10
9,4,8,5,6,10,2,7,11,0,3,1
