0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
"(0, 14)","(0, 3)","(0, 13)","(0, 4)","(0, 12)","(0, 11)","(0, 6)","(0, 10)","(0, 8)","(0, 7)","(0, 1)","(0, 15)","(0, 2)","(0, 9)","(1, 2)","(1, 4)","(1, 14)","(1, 13)","(1, 12)","(1, 7)","(1, 9)","(1, 10)","(1, 8)","(1, 5)","(2, 3)","(2, 4)","(2, 15)","(2, 14)","(2, 12)","(2, 10)","(2, 11)","(2, 9)","(2, 6)","(2, 13)","(3, 4)","(3, 15)","(3, 8)","(3, 14)","(3, 9)","(3, 12)","(3, 11)","(3, 5)","(4, 5)","(4, 6)","(4, 8)","(4, 13)","(4, 12)","(4, 11)","(4, 7)","(4, 9)","(5, 6)","(5, 8)","(5, 9)","(5, 10)","(5, 15)","(5, 14)","(5, 7)","(5, 13)","(6, 9)","(6, 12)","(6, 14)","(6, 15)","(6, 13)","(6, 8)","(6, 7)","(6, 11)","(7, 8)","(7, 9)","(7, 10)","(7, 12)","(7, 14)","(7, 15)","(8, 9)","(8, 11)","(8, 12)","(8, 13)","(8, 14)","(8, 15)","(9, 11)","(9, 12)","(9, 14)","(9, 15)","(9, 10)","(10, 11)","(10, 13)","(10, 14)","(10, 15)","(11, 12)","(11, 13)","(11, 14)","(12, 13)","(12, 14)","(12, 15)","(13, 14)","(13, 15)","(14, 15)"
1385,649
5,0,4,6,8,9,10,15,14,3,7,13,1,2,11,12
0,3,1,2,4,8,14,9,12,5,15,11,6,13,10,7
0,6,1,5,4,9,12,14,13,8,7,2,10,15,3,11
0,11,1,10,12,9,13,8,14,2,4,7,15,5,6,3
0,15,1,12,2,10,9,5,8,13,7,14,11,6,3,4
1,5,3,2,4,14,12,9,0,8,15,10,6,13,11,7
3,5,2,4,6,9,10,15,14,13,1,0,11,7,8,12
4,5,0,6,8,9,10,15,14,3,7,13,1,2,11,12
6,5,3,4,9,0,12,14,15,8,2,11,1,13,7,10
7,5,0,4,6,8,9,10,15,14,3,13,1,2,11,12
8,5,0,4,6,9,10,15,14,3,7,13,1,2,11,12
9,5,0,4,6,8,10,15,14,3,7,13,1,2,11,12
10,5,0,4,6,8,9,15,14,3,7,13,1,2,11,12
13,5,0,4,6,8,9,10,15,14,3,7,1,2,11,12
14,5,0,4,6,8,9,10,15,3,7,13,1,2,12,11
15,5,2,4,6,9,10,14,3,13,1,0,8,12,7,11
0,1,2,3,4,14,12,9,8,5,6,13,11,7,15,10
0,1,7,3,2,4,14,12,9,8,5,15,10,6,11,13
0,1,8,3,2,4,14,12,9,5,15,11,6,13,10,7
0,2,3,1,4,8,14,9,12,5,6,13,11,7,15,10
0,2,6,3,5,4,9,12,14,15,8,11,10,7,13,1
0,2,11,1,10,12,9,13,8,14,4,7,15,5,6,3
0,2,15,1,12,10,9,5,8,13,7,14,11,6,3,4
0,4,3,1,2,8,14,9,12,5,15,11,6,13,10,7
0,4,6,1,5,9,12,14,13,8,7,2,10,15,3,11
0,4,11,1,10,12,9,13,8,14,2,7,5,15,6,3
0,7,6,3,8,9,12,14,5,4,15,2,11,13,1,10
0,7,15,5,14,3,13,4,6,10,8,1,9,12,11,2
0,8,3,2,9,11,4,12,13,14,15,6,1,5,10,7
0,8,6,3,5,4,9,12,14,15,2,11,10,7,13,1
0,8,11,2,9,4,12,3,13,14,15,6,1,5,10,7
0,8,15,2,9,11,4,12,3,13,14,6,1,5,10,7
0,9,3,1,2,4,8,14,12,5,15,11,6,13,10,7
0,9,6,1,5,4,12,14,13,8,7,2,10,15,3,11
0,9,11,1,10,12,13,8,14,2,4,7,15,5,6,3
0,9,15,1,12,2,10,5,8,13,7,14,11,6,3,4
0,10,11,1,12,9,13,8,14,2,4,15,7,6,5,3
0,10,15,1,12,2,9,5,8,13,7,14,11,6,3,4
0,12,3,1,2,4,8,14,9,5,15,11,6,13,10,7
0,12,6,1,5,4,9,14,13,8,7,2,10,15,3,11
0,12,11,1,10,9,13,8,14,2,4,7,15,5,6,3
0,12,15,1,2,10,9,5,8,13,7,14,3,4,6,11
0,13,6,1,5,4,9,12,14,8,7,2,10,15,3,11
0,13,11,1,10,12,9,8,14,2,4,7,15,5,6,3
0,13,15,1,12,2,10,9,5,8,7,14,11,6,3,4
0,14,3,1,2,4,8,9,12,5,15,11,6,13,10,7
0,14,6,1,5,4,9,12,13,8,7,2,10,15,3,11
0,14,11,1,10,12,9,13,8,2,4,7,15,5,6,3
0,14,15,1,12,2,10,9,5,8,13,7,11,6,3,4
1,4,5,6,2,14,13,12,7,9,0,8,3,15,10,11
1,7,5,3,2,4,14,12,9,0,8,15,10,6,13,11
1,8,5,3,2,4,14,12,9,0,15,11,6,13,10,7
1,9,5,3,2,4,14,12,0,8,15,10,6,13,11,7
1,10,5,6,2,4,14,13,12,7,9,0,8,11,15,3
1,13,5,3,2,4,14,12,9,0,8,11,15,10,6,7
1,14,5,6,2,4,13,12,7,9,0,8,3,15,10,11
3,4,5,7,0,15,8,14,9,12,13,6,10,1,2,11
3,8,5,2,9,11,4,12,13,14,0,15,6,1,10,7
3,9,5,2,4,6,10,15,14,13,1,0,11,7,8,12
3,11,0,1,2,4,8,14,9,12,5,10,13,15,6,7
3,14,5,7,4,0,15,8,9,12,2,6,1,13,11,10
3,15,0,1,2,4,8,14,9,12,5,10,13,7,11,6
3,15,5,7,4,0,8,14,9,12,2,6,13,1,11,10
4,6,5,3,9,0,12,14,15,8,2,11,13,10,7,1
4,7,5,0,6,8,9,10,15,14,3,13,1,2,11,12
4,8,5,0,6,9,10,15,14,3,7,13,1,2,11,12
4,9,5,0,6,8,10,15,14,3,7,13,1,2,11,12
4,13,5,0,6,8,9,10,15,14,3,7,1,2,11,12
6,7,5,3,4,9,0,12,14,15,8,2,11,1,13,10
6,8,5,3,4,9,0,12,14,15,2,11,1,13,7,10
6,9,5,3,4,0,12,14,15,8,2,11,1,13,7,10
6,11,0,1,5,4,9,12,14,13,8,7,2,10,3,15
6,13,5,3,4,9,0,12,14,15,8,2,11,1,7,10
6,14,5,4,13,12,0,11,1,2,9,3,8,7,10,15
6,15,0,1,5,4,9,12,14,13,8,7,2,10,3,11
6,15,5,4,12,2,3,9,8,0,13,7,14,1,10,11
7,8,5,0,4,6,9,10,15,14,3,13,1,2,11,12
7,9,5,0,4,6,8,10,15,14,3,13,1,2,11,12
7,10,5,0,4,6,8,9,15,14,3,13,1,2,11,12
7,14,5,0,4,6,8,9,10,15,3,13,1,2,12,11
7,15,5,4,12,2,3,9,6,8,0,13,14,1,10,11
8,9,5,0,4,6,10,15,14,3,7,13,1,2,11,12
8,13,5,0,4,6,9,10,15,14,3,7,1,2,11,12
8,14,5,0,4,6,9,10,15,3,7,13,1,2,12,11
8,15,5,2,9,11,4,12,3,13,14,0,6,1,10,7
9,10,5,0,4,6,8,15,14,3,7,13,1,2,11,12
9,14,5,0,4,6,8,10,15,3,7,13,1,2,12,11
9,15,5,2,4,6,10,14,3,13,1,0,8,12,7,11
10,13,5,0,4,6,8,9,15,14,3,7,1,2,11,12
10,14,5,0,4,6,8,9,15,3,7,13,1,2,11,12
10,15,5,6,11,7,13,14,0,2,9,12,8,3,4,1
13,14,5,0,4,6,8,9,10,15,3,7,1,2,12,11
13,15,5,4,12,2,3,9,6,8,0,7,14,1,10,11
14,15,5,2,4,6,9,10,3,13,1,0,8,12,11,7
0,1,2,4,8,3,15,14,12,11,9,6,13,5,10,7
0,1,4,7,6,2,14,13,12,9,8,5,15,10,3,11
0,1,4,8,6,2,14,13,12,7,9,5,3,15,11,10
0,1,9,2,3,4,14,12,8,5,6,13,11,7,15,10
0,1,9,7,3,2,4,14,12,8,5,15,10,6,11,13
0,1,9,8,3,2,4,14,12,5,15,11,6,13,10,7
0,1,10,2,8,11,7,13,14,5,15,9,3,4,12,6
0,1,10,7,8,11,13,14,5,15,9,12,2,4,6,3
0,1,12,2,3,4,14,9,8,5,6,13,11,7,15,10
0,1,12,7,3,2,4,14,9,8,5,15,10,6,11,13
0,1,12,8,3,2,4,14,9,5,15,11,6,13,10,7
0,1,13,2,3,4,14,12,9,8,5,11,15,6,7,10
0,1,13,8,3,2,4,14,12,9,5,11,15,6,10,7
0,1,14,2,8,3,4,15,12,11,9,6,13,5,7,10
0,1,14,7,6,2,4,13,12,9,8,5,15,10,3,11
0,1,14,8,6,2,4,13,12,7,9,5,3,15,11,10
0,2,3,4,8,1,15,14,12,11,9,6,13,5,7,10
0,2,4,6,8,1,3,15,14,12,11,9,13,7,5,10
0,2,4,11,1,10,12,9,13,8,14,7,5,15,6,3
0,2,9,3,1,4,8,14,12,5,6,13,11,7,15,10
0,2,9,6,3,5,4,12,14,15,8,11,10,7,13,1
0,2,9,11,1,10,12,13,8,14,4,7,15,5,6,3
0,2,9,15,1,12,10,5,8,13,7,14,11,6,3,4
0,2,10,11,8,1,3,4,15,14,12,9,6,13,7,5
0,2,10,15,8,1,3,4,14,12,11,9,6,13,7,5
0,2,11,3,1,10,12,9,13,8,14,4,5,15,7,6
0,2,12,3,1,4,8,14,9,5,6,13,11,7,15,10
0,2,12,6,3,5,4,9,14,15,8,11,10,7,13,1
0,2,12,11,1,10,9,13,8,14,4,7,15,5,6,3
0,2,12,15,1,10,9,5,8,13,7,14,11,6,4,3
0,2,13,6,3,12,14,11,8,4,5,15,9,7,1,10
0,2,13,11,3,12,14,8,4,5,15,9,7,1,6,10
0,2,13,15,5,14,3,4,6,10,8,7,1,9,12,11
0,2,14,3,8,1,4,15,12,11,9,6,13,5,7,10
0,2,14,6,8,1,3,4,15,12,11,9,13,7,5,10
0,2,14,11,1,10,12,9,13,8,4,7,15,5,6,3
0,2,14,15,1,12,10,9,5,8,13,7,11,6,3,4
0,2,15,3,8,1,4,14,12,11,9,6,13,7,10,5
0,4,7,6,5,14,3,13,10,8,1,15,9,12,11,2
0,4,8,3,7,15,14,9,12,5,2,6,13,11,1,10
0,4,8,6,5,14,3,13,10,7,1,15,9,12,11,2
0,4,8,11,2,9,12,3,13,14,15,6,1,5,10,7
0,4,9,3,1,2,8,14,12,5,15,11,6,13,10,7
0,4,9,6,1,5,12,14,13,8,7,2,10,15,3,11
0,4,9,11,1,10,12,13,8,14,2,7,5,15,6,3
0,4,12,3,1,2,8,14,9,5,15,11,6,13,10,7
0,4,12,6,1,5,9,14,13,8,7,2,10,15,3,11
0,4,12,11,1,10,9,13,8,14,2,7,5,15,6,3
0,4,13,6,1,5,9,12,14,8,7,2,10,15,3,11
0,4,13,11,1,10,12,9,8,14,2,7,5,15,6,3
0,7,8,1,3,9,12,14,5,4,15,2,13,6,11,10
0,7,8,6,3,9,12,14,5,4,15,2,11,13,1,10
0,7,8,15,5,14,3,13,4,6,10,1,9,12,11,2
0,7,9,6,3,8,12,14,5,4,15,2,11,13,1,10
0,7,9,15,5,14,3,13,4,6,10,8,1,12,11,2
0,7,10,15,8,11,13,14,5,1,9,12,4,6,3,2
0,7,12,6,3,8,9,14,5,4,15,2,11,13,1,10
0,7,12,15,5,14,3,13,4,6,10,8,1,9,11,2
0,7,14,6,5,3,13,4,10,8,1,15,9,12,2,11
0,7,14,15,5,3,13,4,6,10,8,1,9,12,2,11
0,7,15,6,5,14,3,13,4,10,8,1,9,12,11,2
0,8,9,3,2,11,4,12,13,14,15,6,1,10,5,7
0,8,9,6,3,5,4,12,14,15,2,11,10,7,13,1
0,8,9,11,2,4,12,3,13,14,15,6,1,5,7,10
0,8,9,15,2,11,4,12,3,13,14,6,1,10,5,7
0,8,11,3,2,9,4,12,13,14,15,6,1,5,10,7
0,8,12,3,2,9,11,4,13,14,15,6,1,5,10,7
0,8,12,6,3,5,4,9,14,15,2,11,10,7,13,1
0,8,12,11,2,9,4,3,13,14,15,6,1,5,10,7
0,8,12,15,2,9,11,4,3,13,14,6,1,5,10,7
0,8,13,6,3,12,14,11,4,5,15,2,9,7,1,10
0,8,13,11,3,12,14,4,5,15,2,9,7,1,6,10
0,8,13,15,5,14,3,4,6,10,7,1,9,12,11,2
0,8,14,3,7,4,15,9,12,5,2,6,1,13,11,10
0,8,14,6,5,3,13,4,10,7,1,15,9,2,12,11
0,8,14,11,2,9,4,12,3,13,15,6,1,5,10,7
0,8,14,15,2,9,11,4,12,3,13,6,1,5,10,7
0,8,15,3,7,4,14,9,12,5,2,6,13,1,11,10
0,9,10,11,1,12,13,8,14,2,4,15,7,6,5,3
0,9,10,15,1,12,2,5,8,13,7,14,11,6,3,4
0,9,12,3,1,2,4,8,14,5,15,11,6,13,10,7
0,9,12,6,1,5,4,14,13,8,7,2,10,15,3,11
0,9,12,11,1,10,13,8,14,2,4,7,15,5,6,3
0,9,12,15,1,2,10,5,8,13,7,14,3,4,6,11
0,9,14,3,1,2,4,8,12,5,15,11,6,13,10,7
0,9,14,6,1,5,4,12,13,8,7,2,10,15,3,11
0,9,14,11,1,10,12,13,8,2,4,7,15,5,6,3
0,9,14,15,1,12,2,10,5,8,13,7,11,6,3,4
0,10,13,11,1,12,9,8,14,2,4,15,7,6,5,3
0,10,13,15,1,12,2,9,5,8,7,14,11,6,3,4
