0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
"(0, 6)","(1, 6)","(1, 7)","(1, 8)","(1, 9)","(1, 10)","(1, 13)","(1, 14)","(1, 15)","(1, 16)","(1, 17)","(1, 18)","(2, 6)","(2, 7)","(2, 8)","(2, 9)","(2, 10)","(3, 6)","(3, 7)","(3, 8)","(3, 9)","(3, 10)","(3, 11)","(3, 12)","(3, 13)","(3, 16)","(3, 17)","(4, 6)","(4, 7)","(4, 14)","(4, 15)","(5, 6)","(5, 7)","(5, 8)","(5, 9)","(5, 11)","(5, 12)","(5, 13)","(5, 14)","(5, 15)","(5, 16)","(5, 18)","(6, 7)","(6, 8)","(6, 9)","(6, 10)","(6, 12)","(6, 16)","(6, 17)","(6, 18)","(7, 8)","(7, 11)","(7, 14)","(7, 15)","(8, 9)","(8, 10)","(8, 11)","(8, 12)","(8, 13)","(8, 15)","(8, 17)","(9, 10)","(9, 11)","(9, 12)","(9, 13)","(9, 16)","(9, 17)","(10, 11)","(10, 12)","(10, 15)","(11, 13)","(12, 14)","(13, 14)","(13, 16)","(13, 17)","(13, 18)","(15, 18)","(17, 18)"
241,90
0,5,6
1,5,6,7,8,9,13,14,15,16,18,3,17,4,12,10,2,11
5,4,6,7,14,15,1,12,8,10,18,9,13,16,3,17,11,2
11,0,3,6,5,7,8,9,10,12,13,16,15,1,2,14,17,18,4
13,0,1,6,3,5,8,9,16,17,18,7,10,14,15,11,12,2,4
14,0,1,6,4,5,7,12,15,8,9,13,16,18,10,3,17,2,11
15,0,1,6,4,5,7,8,10,18,14,9,13,16,11,12,2,3,17
0,1,6,5,7,8,9,13,14,15,16,18,2,3,11,12,17,10,4
0,2,6,3,7,8,9,10,1,5,11,15,13,16,17,14,18,12,4
0,3,6,2,7,8,9,10,1,5,11,15,13,16,17,14,18,12,4
0,4,6,1,7,14,15,5,12,8,10,18,9,13,16,11,3,17,2
0,5,6,4,7,14,15,1,12,8,10,18,9,13,16,3,17,11,2
0,5,6,7,4,14,15,1,12,8,10,18,9,13,16,3,17,11,2
0,5,6,8,4,7,14,15,1,12,13,10,18,9,16,3,17,11,2
0,5,6,9,7,1,2,3,8,11,13,14,15,16,18,10,17,12,4
0,5,6,12,7,3,8,14,9,11,13,16,1,4,2,10,17,18,15
0,5,6,16,8,1,3,9,13,7,14,15,18,10,17,11,12,2,4
0,5,6,18,11,3,7,8,9,10,13,12,16,17,1,15,2,14,4
1,2,6,7,8,9,10,3,5,11,15,13,16,17,12,14,18,4
7,1,5,6,8,9,13,14,15,16,18,3,17,4,12,10,2,11
7,5,4,6,14,15,1,12,8,10,18,9,13,16,3,17,2,11
8,1,5,6,7,9,13,14,15,16,18,3,17,4,12,10,2,11
8,2,5,6,7,9,1,3,11,10,13,14,15,16,18,17,12,4
8,3,5,6,7,9,11,12,13,16,10,1,17,18,2,14,15,4
8,5,4,6,7,15,14,1,10,18,12,13,9,16,11,2,3,17
8,0,6,12,1,9,10,14,5,13,7,4,15,16,18,11,3,17,2
9,1,5,6,7,8,13,14,15,16,18,3,17,4,12,10,2,11
9,2,5,6,7,8,1,3,11,10,13,14,15,16,18,17,12,4
9,3,5,6,7,8,11,12,13,16,10,1,17,18,2,14,15,4
9,5,4,6,7,14,15,1,12,8,10,18,2,3,11,13,16,17
10,1,5,6,8,9,11,12,15,7,13,14,16,18,3,4,17,2
10,2,5,6,8,9,11,12,15,7,3,1,4,18,14,13,16,17
10,3,5,6,8,9,11,12,15,7,13,16,1,4,18,17,2,14
10,0,6,12,1,8,9,14,5,7,13,4,11,15,16,18,2,3,17
12,0,6,1,8,9,10,14,5,7,13,4,15,16,18,11,3,2,17
13,1,0,6,3,5,8,9,16,17,18,7,10,11,12,14,15,2,4
14,1,0,6,4,5,7,12,15,8,9,13,16,18,3,10,17,2,11
15,1,0,6,4,5,7,8,10,18,14,9,13,16,11,12,2,3,17
16,1,5,6,7,8,9,13,14,15,18,3,17,4,12,10,2,11
16,3,5,6,7,8,9,11,12,13,10,1,17,18,2,14,15,4
16,5,4,6,7,14,15,1,12,8,10,18,3,13,9,17,11,2
17,1,5,6,8,9,13,18,7,14,15,16,3,4,12,10,2,11
17,3,5,6,8,9,13,18,7,11,12,16,1,10,15,2,14,4
18,1,5,6,7,8,9,13,14,15,16,3,17,4,12,10,2,11
18,5,4,6,15,7,14,1,8,10,12,13,9,16,17,11,2,3
0,1,6,7,5,8,9,13,14,15,16,18,12,3,17,2,11,10,4
0,5,6,9,8,11,3,7,10,12,13,16,1,2,15,14,17,18,4
0,5,6,12,8,7,3,14,9,11,13,16,1,4,2,10,17,18,15
7,0,6,2,3,8,9,10,1,5,11,15,13,16,17,14,18,12,4
7,0,6,3,2,8,9,10,1,5,11,15,13,16,17,14,18,12,4
7,0,6,4,1,14,15,5,12,8,10,18,9,13,16,11,3,17,2
8,0,6,1,5,7,9,13,14,15,16,18,2,3,11,12,10,17,4
8,0,6,2,5,7,9,1,3,11,10,13,14,15,16,18,17,12,4
8,0,6,3,5,7,9,11,12,13,16,1,2,14,10,17,18,15,4
8,0,6,9,1,7,2,3,5,11,10,13,16,17,12,14,15,18,4
8,0,6,9,2,7,1,3,5,11,10,13,16,17,14,15,18,12,4
8,0,6,9,3,7,1,2,5,11,10,13,16,17,14,15,18,12,4
8,0,6,9,12,1,10,14,5,7,13,4,15,16,18,11,2,3,17
8,0,6,10,1,7,2,3,11,15,9,13,16,17,5,4,18,14,12
8,0,6,10,2,7,1,3,11,15,9,13,16,17,5,4,18,14,12
8,0,6,10,3,7,1,2,11,15,9,13,16,17,5,4,18,14,12
8,0,6,10,12,1,9,14,5,13,7,4,11,15,16,18,3,17,2
8,0,6,17,1,7,3,9,10,13,16,2,5,11,15,18,14,12,4
8,0,6,17,3,7,1,9,10,13,16,2,5,11,15,18,14,12,4
9,0,6,1,7,2,3,5,8,11,10,13,16,17,12,14,15,18,4
9,0,6,2,7,1,3,5,8,11,10,13,16,17,14,15,18,12,4
9,0,6,3,7,1,2,5,8,11,10,13,16,17,14,15,18,12,4
9,0,6,4,15,1,5,8,10,7,18,14,13,16,11,12,17,2,3
9,0,6,12,1,8,10,14,5,7,13,4,15,16,18,11,2,3,17
10,0,6,1,7,2,3,8,11,15,9,13,16,17,5,4,18,14,12
10,0,6,2,7,1,3,8,11,15,9,13,16,17,5,4,18,14,12
10,0,6,3,7,1,2,8,11,15,9,13,16,17,5,4,18,14,12
10,0,6,9,1,7,2,3,8,11,15,5,13,16,17,12,4,18,14
10,0,6,9,2,7,1,3,8,11,15,5,13,16,17,14,18,12,4
10,0,6,9,3,7,1,2,8,11,15,5,13,16,17,14,18,4,12
10,0,6,9,12,1,8,14,5,7,13,4,11,15,16,18,2,3,17
16,0,6,1,8,3,5,9,13,7,10,17,11,12,14,15,18,2,4
16,0,6,3,8,1,5,9,13,7,10,17,14,15,18,11,12,2,4
16,0,6,4,8,1,3,5,9,13,7,15,14,10,17,18,11,12,2
17,0,6,1,7,3,8,9,10,13,16,2,5,11,15,18,14,12,4
17,0,6,3,7,1,8,9,10,13,16,2,5,11,15,18,14,12,4
17,0,6,4,8,7,15,1,3,18,5,10,14,9,13,16,11,12,2
18,0,6,1,16,5,13,7,8,9,14,15,3,17,11,2,12,10,4
18,0,6,17
8,0,6,9,2,10,11,3,5,7,12,13,16,15,1,14,17,18,4
8,0,6,9,3,10,11,5,7,12,13,16,15,1,2,14,17,18,4
8,0,6,9,10,12,1,14,5,7,13,4,11,15,16,18,2,3,17
8,0,6,9,17,3,11,5,7,10,13,18,12,16,15,1,2,14,4
9,0,6,17,1,7,2,3,5,8,11,10,13,16,12,18,14,15,4
9,0,6,17,3,7,1,2,5,8,11,10,13,16,14,15,18,12,4
